source_id,source_name,source_version,authority,source_url,local_input_path,release_snapshot_path,sha256,rows,usage
skills_en,skills_en.csv,ESCO v1.2.1,European Commission ESCO,https://esco.ec.europa.eu/en/use-esco/download,/Users/charlesyi/Downloads/ESCO dataset - v1.2.1 - classification - en - csv/skills_en.csv,00_SOURCE_SNAPSHOT/ESCO_v1.2.1_classification_en_csv/skills_en.csv,d03b10efca94b4bcfa260a992cfde89c375f0fa12095d6662a663cfd2f9f2950,13960,D13 official leaf-skill source
occupationSkillRelations_en,occupationSkillRelations_en.csv,ESCO v1.2.1,European Commission ESCO,https://esco.ec.europa.eu/en/use-esco/download,/Users/charlesyi/Downloads/ESCO dataset - v1.2.1 - classification - en - csv/occupationSkillRelations_en.csv,00_SOURCE_SNAPSHOT/ESCO_v1.2.1_classification_en_csv/occupationSkillRelations_en.csv,e1a46511f0ef4d505f106f1d41f528ef76d289f93e59d4d0cbaac38986102c44,126051,D13 official leaf-skill source
occupations_en,occupations_en.csv,ESCO v1.2.1,European Commission ESCO,https://esco.ec.europa.eu/en/use-esco/download,/Users/charlesyi/Downloads/ESCO dataset - v1.2.1 - classification - en - csv/occupations_en.csv,00_SOURCE_SNAPSHOT/ESCO_v1.2.1_classification_en_csv/occupations_en.csv,8034348d84b6d1dd24a5bcf9609186ecbba0a85457ee2eacd65bddec33a51b4a,3043,D13 official leaf-skill source
d11_roles,D11_STEM_roles.csv,D11 2026-08-29,ReRouteHer D11 derived from official eMASCO,https://emasco.mohr.gov.my,/Users/charlesyi/Documents/ChatGPT/SDG5 Project/ReRouteHer_D11_STEM_2026-08-29/01_TABLES/D11_STEM_roles.csv,,b83366da3287b2a49d51fbe8e53932434a1225179d081437a486ececba679ec8,657,User-authoritative replacement for D1 role scope
d13_task_brief,Copy of Data Team Tasks - ReRouteHer (Iteration 1).docx,Iteration 1 D13 release brief,User-provided project brief; instructions interpreted under explicit user override,,/Users/charlesyi/Downloads/Copy of Data Team Tasks - ReRouteHer (Iteration 1).docx,,c5a02dead50e44540fefe66d129bbec3c1bd2800abcf4db53c0e38f3551b50c1,,D13 specification only
