anchor_id,role_id,masco_code,role_title,anchor_rank,anchor_type,anchor_text,source_standard,source_record_id,source_url,license_id
M111201-A01,M111201,111201,Senior Government Officials,1,skill,budgetary principles,ESCO 1.2.1,http://data.europa.eu/esco/skill/74688c5d-2af1-4f7a-9d1c-00e808eaa1e6,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M111201-A02,M111201,111201,Senior Government Officials,2,duty,"Establish objectives for the organization in accordance with government legislation and policy, formulate or approve and evaluate programs and procedures alone or in conjunction with senior government committees",NOC 2021 Version 1.0,00011|main-duty:2,https://www.statcan.gc.ca/en/subjects/standard/noc/2021/indexV1,STATCAN-OPEN-LICENCE
M111201-A03,M111201,111201,Senior Government Officials,3,skill,create solutions to problems,ESCO 1.2.1,http://data.europa.eu/esco/skill/03b9b491-fc9b-4868-914a-bf7cd47b5041,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M111201-A04,M111201,111201,Senior Government Officials,4,duty,Advise elected representatives on policy questions and refer major policy matters to these representatives for final decision,NOC 2021 Version 1.0,00011|main-duty:3,https://www.statcan.gc.ca/en/subjects/standard/noc/2021/indexV1,STATCAN-OPEN-LICENCE
M111201-A05,M111201,111201,Senior Government Officials,5,skill,develop strategy to solve problems,ESCO 1.2.1,http://data.europa.eu/esco/skill/7a8fb784-67fa-41e9-a75c-6b491d91f800,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M111201-A06,M111201,111201,Senior Government Officials,6,duty,"Recommend, review, evaluate and approve documents, briefs and reports submitted by middle managers and senior staff members",NOC 2021 Version 1.0,00011|main-duty:4,https://www.statcan.gc.ca/en/subjects/standard/noc/2021/indexV1,STATCAN-OPEN-LICENCE
M111201-A07,M111201,111201,Senior Government Officials,7,skill,ensure cross-department cooperation,ESCO 1.2.1,http://data.europa.eu/esco/skill/b216d9a2-7d4e-4312-8d05-e375f4ab44d8,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M111201-A08,M111201,111201,Senior Government Officials,8,requirement,A university degree or college diploma is usually required,NOC 2021 Version 1.0,00011|requirement:1,https://www.statcan.gc.ca/en/subjects/standard/noc/2021/indexV1,STATCAN-OPEN-LICENCE
M111201-A09,M111201,111201,Senior Government Officials,9,skill,estimate duration of work,ESCO 1.2.1,http://data.europa.eu/esco/skill/e207163b-7963-4c3e-9494-7a4bb000211b,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M111201-A10,M111201,111201,Senior Government Officials,10,requirement,A graduate degree in a related field may be required,NOC 2021 Version 1.0,00011|requirement:2,https://www.statcan.gc.ca/en/subjects/standard/noc/2021/indexV1,STATCAN-OPEN-LICENCE
M111201-A11,M111201,111201,Senior Government Officials,11,skill,government policy implementation,ESCO 1.2.1,http://data.europa.eu/esco/skill/2be699a7-416a-4f32-967c-4edc65027b71,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M112104-A01,M112104,112104,Chief Technical Officer,1,skill,administer ICT system,ESCO 1.2.1,http://data.europa.eu/esco/skill/0868eef3-2213-4572-9343-74931345a7d3,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M112104-A02,M112104,112104,Chief Technical Officer,2,task,Monitor and evaluate effectiveness of sustainability programs.,O*NET 31.0,11-1011.03|task:15382,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET
M112104-A03,M112104,112104,Chief Technical Officer,3,task,Analyses information needs and specifies technology to meet those needs,OSCA 2024 Version 1.0,113131|task:1,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS
M112104-A04,M112104,112104,Chief Technical Officer,4,skill,analyse ICT system,ESCO 1.2.1,http://data.europa.eu/esco/skill/7adb8473-bcc6-4ff8-9850-76d945d40092,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M112104-A05,M112104,112104,Chief Technical Officer,5,task,"Develop or execute strategies to address issues such as energy use, resource conservation, recycling, pollution reduction, waste elimination, transportation, education, and building design.",O*NET 31.0,11-1011.03|task:15384,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET
M112104-A06,M112104,112104,Chief Technical Officer,6,task,"Formulates and directs ICT strategies, and aligns ICT strategies with business objectives",OSCA 2024 Version 1.0,113131|task:2,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS
M112104-A07,M112104,112104,Chief Technical Officer,7,skill,attack vectors,ESCO 1.2.1,http://data.europa.eu/esco/skill/501537a7-9d63-491d-ae02-09f04767ff1e,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M112104-A08,M112104,112104,Chief Technical Officer,8,task,"Develop, or oversee the development of, sustainability evaluation or monitoring systems.",O*NET 31.0,11-1011.03|task:15379,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET
M112104-A09,M112104,112104,Chief Technical Officer,9,task,"Oversees ICT infrastructure, ensuring optimal performance and security",OSCA 2024 Version 1.0,113131|task:3,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS
M112104-A10,M112104,112104,Chief Technical Officer,10,skill,carry out strategic research,ESCO 1.2.1,http://data.europa.eu/esco/skill/0aa02c52-077d-45f8-8c2d-7132c11ac16e,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M112104-A11,M112104,112104,Chief Technical Officer,11,task,Supervise employees or volunteers working on sustainability projects.,O*NET 31.0,11-1011.03|task:15372,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET
M112104-A12,M112104,112104,Chief Technical Officer,12,task,"Assesses suitability of current ICT and data systems and processes, and oversees upgrades and maintenance",OSCA 2024 Version 1.0,113131|task:4,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS
M112104-A13,M112104,112104,Chief Technical Officer,13,skill,coordinate technological activities,ESCO 1.2.1,http://data.europa.eu/esco/skill/af607e5e-4ba1-4e5f-a2a6-dc05806567c7,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M112104-A14,M112104,112104,Chief Technical Officer,14,skill,Writing,O*NET 31.0,11-1011.03|skill:2.A.1.c,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET
M121101-A01,M121101,121101,Budgeting/Financial Accounting Manager,1,skill,accounting department processes,ESCO 1.2.1,http://data.europa.eu/esco/skill/08371fe9-c658-4f6a-966f-71dbb0ab683d,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121101-A02,M121101,121101,Budgeting/Financial Accounting Manager,2,task,Establish and maintain relationships with individual or business customers or provide assistance with problems these customers may encounter.,O*NET 31.0,11-3031.00|task:21311,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET
M121101-A03,M121101,121101,Budgeting/Financial Accounting Manager,3,duty,"Plan, organize, direct, control and evaluate the operation of an accounting, audit or other financial department",NOC 2021 Version 1.0,10010|main-duty:2,https://www.statcan.gc.ca/en/subjects/standard/noc/2021/indexV1,STATCAN-OPEN-LICENCE
M121101-A04,M121101,121101,Budgeting/Financial Accounting Manager,4,skill,accounting entries,ESCO 1.2.1,http://data.europa.eu/esco/skill/99b163e8-7815-43e2-83f3-a47f3076354c,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121101-A05,M121101,121101,Budgeting/Financial Accounting Manager,5,task,Oversee the flow of cash or financial instruments.,O*NET 31.0,11-3031.00|task:21319,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET
M121101-A06,M121101,121101,Budgeting/Financial Accounting Manager,6,duty,"Develop and implement the financial policies, systems and procedures of an establishment",NOC 2021 Version 1.0,10010|main-duty:3,https://www.statcan.gc.ca/en/subjects/standard/noc/2021/indexV1,STATCAN-OPEN-LICENCE
M121101-A07,M121101,121101,Budgeting/Financial Accounting Manager,7,skill,analyse financial performance of a company,ESCO 1.2.1,http://data.europa.eu/esco/skill/8a43795b-bb38-4f29-91df-a6c92ad4643c,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121101-A08,M121101,121101,Budgeting/Financial Accounting Manager,8,task,"Plan, direct, or coordinate the activities of workers in branches, offices, or departments of establishments, such as branch banks, brokerage firms, risk and insurance departments, or credit departments.",O*NET 31.0,11-3031.00|task:21312,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET
M121101-A09,M121101,121101,Budgeting/Financial Accounting Manager,9,duty,"Prepare or coordinate the preparation of financial statements, summaries, and other cost-benefit analyses and financial management reports",NOC 2021 Version 1.0,10010|main-duty:4,https://www.statcan.gc.ca/en/subjects/standard/noc/2021/indexV1,STATCAN-OPEN-LICENCE
M121101-A10,M121101,121101,Budgeting/Financial Accounting Manager,10,skill,analyse market financial trends,ESCO 1.2.1,http://data.europa.eu/esco/skill/292549e6-08ec-456c-b008-eba7a0a68428,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121101-A11,M121101,121101,Budgeting/Financial Accounting Manager,11,task,Recruit staff members.,O*NET 31.0,11-3031.00|task:21313,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET
M121101-A12,M121101,121101,Budgeting/Financial Accounting Manager,12,requirement,"A bachelor's degree in business administration, economics, commerce or a related field is required",NOC 2021 Version 1.0,10010|requirement:1,https://www.statcan.gc.ca/en/subjects/standard/noc/2021/indexV1,STATCAN-OPEN-LICENCE
M121101-A13,M121101,121101,Budgeting/Financial Accounting Manager,13,skill,check accounting records,ESCO 1.2.1,http://data.europa.eu/esco/skill/5f1ebff6-98ec-411f-a1d4-0bf04bd03bdf,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121101-A14,M121101,121101,Budgeting/Financial Accounting Manager,14,skill,Reading Comprehension,O*NET 31.0,11-3031.00|skill:2.A.1.a,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET
M121102-A01,M121102,121102,Audit and Risk Management Manager,1,skill,address identified risks,ESCO 1.2.1,http://data.europa.eu/esco/skill/873f205a-05f8-45f8-b544-fe963a3edc1e,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121102-A02,M121102,121102,Audit and Risk Management Manager,2,skill,advise on risk management,ESCO 1.2.1,http://data.europa.eu/esco/skill/0efbe2dc-2770-47ec-b8f4-d1bdff6ac0a4,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121102-A03,M121102,121102,Audit and Risk Management Manager,3,skill,align efforts towards business development,ESCO 1.2.1,http://data.europa.eu/esco/skill/ee7f90cc-922e-4da7-a7ae-83c2688fed10,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121102-A04,M121102,121102,Audit and Risk Management Manager,4,skill,analyse external factors of companies,ESCO 1.2.1,http://data.europa.eu/esco/skill/ce5b1446-b5e3-4f05-a5ac-83f2ee142a44,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121102-A05,M121102,121102,Audit and Risk Management Manager,5,skill,analyse internal factors of companies,ESCO 1.2.1,http://data.europa.eu/esco/skill/91816e1a-d026-4d21-9b1c-59ca5cf488de,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121102-A06,M121102,121102,Audit and Risk Management Manager,6,skill,apply crisis management,ESCO 1.2.1,http://data.europa.eu/esco/skill/f780a6ad-b01e-4c35-9746-af8fc0c5ad06,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121103-A01,M121103,121103,Credit Manager,1,skill,advise on financial matters,ESCO 1.2.1,http://data.europa.eu/esco/skill/79c36c91-28a5-44b7-ab9b-7093b2d4b21e,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121103-A02,M121103,121103,Credit Manager,2,task,Assesses credit risk within an organisation and makes recommendations on the management of identified risks,OSCA 2024 Version 1.0,212931|task:1,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS
M121103-A03,M121103,121103,Credit Manager,3,skill,analyse financial performance of a company,ESCO 1.2.1,http://data.europa.eu/esco/skill/8a43795b-bb38-4f29-91df-a6c92ad4643c,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121103-A04,M121103,121103,Credit Manager,4,task,Reviews and recommends updates to existing credit risk policies and procedures,OSCA 2024 Version 1.0,212931|task:2,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS
M121103-A05,M121103,121103,Credit Manager,5,skill,analyse financial risk,ESCO 1.2.1,http://data.europa.eu/esco/skill/eb8babfb-ab91-4937-a032-6a79f82e9b7f,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121103-A06,M121103,121103,Credit Manager,6,task,"Monitors client portfolios to identify, avoid and manage changes that create risk, and ensures compliance with existing credit and risk policies",OSCA 2024 Version 1.0,212931|task:3,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS
M121103-A07,M121103,121103,Credit Manager,7,skill,analyse the credit history of potential customers,ESCO 1.2.1,http://data.europa.eu/esco/skill/afe9c5d2-e8bd-4377-9d2d-49b9589f05f9,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121103-A08,M121103,121103,Credit Manager,8,task,"Manages, tests and improves automated credit risk tools",OSCA 2024 Version 1.0,212931|task:4,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS
M121103-A09,M121103,121103,Credit Manager,9,skill,apply credit risk policy,ESCO 1.2.1,http://data.europa.eu/esco/skill/009db49b-fcf5-4409-b4a5-232d059f3597,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121103-A10,M121103,121103,Credit Manager,10,skill,corporate social responsibility,ESCO 1.2.1,http://data.europa.eu/esco/skill/66db424f-2abe-420d-8e5b-186607266b61,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121104-A01,M121104,121104,Insurance Manager,1,skill,accounting techniques,ESCO 1.2.1,http://data.europa.eu/esco/skill/880c54f9-866e-4f37-b5fa-25ef8a7d49b6,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121104-A02,M121104,121104,Insurance Manager,2,skill,advise on financial matters,ESCO 1.2.1,http://data.europa.eu/esco/skill/79c36c91-28a5-44b7-ab9b-7093b2d4b21e,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121104-A03,M121104,121104,Insurance Manager,3,skill,align efforts towards business development,ESCO 1.2.1,http://data.europa.eu/esco/skill/ee7f90cc-922e-4da7-a7ae-83c2688fed10,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121104-A04,M121104,121104,Insurance Manager,4,skill,analyse financial performance of a company,ESCO 1.2.1,http://data.europa.eu/esco/skill/8a43795b-bb38-4f29-91df-a6c92ad4643c,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121104-A05,M121104,121104,Insurance Manager,5,skill,analyse market financial trends,ESCO 1.2.1,http://data.europa.eu/esco/skill/292549e6-08ec-456c-b008-eba7a0a68428,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121104-A06,M121104,121104,Insurance Manager,6,skill,apply technical communication skills,ESCO 1.2.1,http://data.europa.eu/esco/skill/c32ad607-0c4d-4e34-b73f-668298f7bf13,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121105-A01,M121105,121105,Fund/Portfolio Manager,1,skill,actuarial science,ESCO 1.2.1,http://data.europa.eu/esco/skill/c9f4efcd-e16a-4515-a0cb-60c6c479853d,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121105-A02,M121105,121105,Fund/Portfolio Manager,2,task,Manage investment funds to maximize return on client investments.,O*NET 31.0,11-3031.03|task:15678,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET
M121105-A03,M121105,121105,Fund/Portfolio Manager,3,skill,advise on financial matters,ESCO 1.2.1,http://data.europa.eu/esco/skill/79c36c91-28a5-44b7-ab9b-7093b2d4b21e,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121105-A04,M121105,121105,Fund/Portfolio Manager,4,task,Select specific investments or investment mixes for purchase by an investment fund.,O*NET 31.0,11-3031.03|task:15679,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET
M121105-A05,M121105,121105,Fund/Portfolio Manager,5,skill,analyse financial performance of a company,ESCO 1.2.1,http://data.europa.eu/esco/skill/8a43795b-bb38-4f29-91df-a6c92ad4643c,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121105-A06,M121105,121105,Fund/Portfolio Manager,6,task,Monitor financial or operational performance of individual investments to ensure portfolios meet risk goals.,O*NET 31.0,11-3031.03|task:15669,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET
M121105-A07,M121105,121105,Fund/Portfolio Manager,7,skill,analyse financial risk,ESCO 1.2.1,http://data.europa.eu/esco/skill/eb8babfb-ab91-4937-a032-6a79f82e9b7f,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121105-A08,M121105,121105,Fund/Portfolio Manager,8,task,Select or direct the execution of trades.,O*NET 31.0,11-3031.03|task:15676,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET
M121105-A09,M121105,121105,Fund/Portfolio Manager,9,skill,analyse market financial trends,ESCO 1.2.1,http://data.europa.eu/esco/skill/292549e6-08ec-456c-b008-eba7a0a68428,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121105-A10,M121105,121105,Fund/Portfolio Manager,10,skill,Reading Comprehension,O*NET 31.0,11-3031.03|skill:2.A.1.a,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET
M121105-A11,M121105,121105,Fund/Portfolio Manager,11,skill,asset management,ESCO 1.2.1,http://data.europa.eu/esco/skill/b02b38c4-d46d-44da-9479-1310060bd74d,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121105-A12,M121105,121105,Fund/Portfolio Manager,12,skill,Active Listening,O*NET 31.0,11-3031.03|skill:2.A.1.b,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET
M121105-A13,M121105,121105,Fund/Portfolio Manager,13,skill,Critical Thinking,O*NET 31.0,11-3031.03|skill:2.A.2.a,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET
M121107-A01,M121107,121107,Tax Manager,1,skill,advise on tax planning,ESCO 1.2.1,http://data.europa.eu/esco/skill/161a6c5a-593a-4977-b7b7-49c6a2a2f2a3,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121107-A02,M121107,121107,Tax Manager,2,skill,advise on tax policy,ESCO 1.2.1,http://data.europa.eu/esco/skill/b5feaf25-3975-4e74-85fd-4470e344ba2e,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121107-A03,M121107,121107,Tax Manager,3,skill,calculate tax,ESCO 1.2.1,http://data.europa.eu/esco/skill/2ecf90f1-c511-464b-b26f-598d69182c70,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121107-A04,M121107,121107,Tax Manager,4,skill,disseminate information on tax legislation,ESCO 1.2.1,http://data.europa.eu/esco/skill/b8656b5c-e3f0-4418-82ff-87b5f677f9e8,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121107-A05,M121107,121107,Tax Manager,5,skill,inform on fiscal duties,ESCO 1.2.1,http://data.europa.eu/esco/skill/14464b13-19b5-4403-8c2c-09eb98e28f2f,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121107-A06,M121107,121107,Tax Manager,6,skill,inspect tax returns,ESCO 1.2.1,http://data.europa.eu/esco/skill/1883a1f5-f190-4ef3-8521-36d8cc6dbb47,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121108-A01,M121108,121108,Claims Manager,1,skill,advise on financial matters,ESCO 1.2.1,http://data.europa.eu/esco/skill/79c36c91-28a5-44b7-ab9b-7093b2d4b21e,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121108-A02,M121108,121108,Claims Manager,2,skill,analyse market financial trends,ESCO 1.2.1,http://data.europa.eu/esco/skill/292549e6-08ec-456c-b008-eba7a0a68428,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121108-A03,M121108,121108,Claims Manager,3,skill,conduct financial audits,ESCO 1.2.1,http://data.europa.eu/esco/skill/89ff28d6-342c-435d-83aa-83e71dbbbc96,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121108-A04,M121108,121108,Claims Manager,4,skill,corporate social responsibility,ESCO 1.2.1,http://data.europa.eu/esco/skill/66db424f-2abe-420d-8e5b-186607266b61,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121108-A05,M121108,121108,Claims Manager,5,skill,enforce financial policies,ESCO 1.2.1,http://data.europa.eu/esco/skill/2313b15d-a9a7-4830-9bcc-fd7df79d842b,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121108-A06,M121108,121108,Claims Manager,6,skill,financial analysis,ESCO 1.2.1,http://data.europa.eu/esco/skill/99571e68-801f-49af-a897-5f75996642e1,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121109-A01,M121109,121109,Actuarial Valuation Manager,1,skill,actuarial science,ESCO 1.2.1,http://data.europa.eu/esco/skill/c9f4efcd-e16a-4515-a0cb-60c6c479853d,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121109-A02,M121109,121109,Actuarial Valuation Manager,2,skill,advise on financial matters,ESCO 1.2.1,http://data.europa.eu/esco/skill/79c36c91-28a5-44b7-ab9b-7093b2d4b21e,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121109-A03,M121109,121109,Actuarial Valuation Manager,3,skill,analyse market financial trends,ESCO 1.2.1,http://data.europa.eu/esco/skill/292549e6-08ec-456c-b008-eba7a0a68428,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121109-A04,M121109,121109,Actuarial Valuation Manager,4,skill,apply statistical analysis techniques,ESCO 1.2.1,http://data.europa.eu/esco/skill/382c11ed-20d5-4ae7-b60e-15fec527fa6c,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121109-A05,M121109,121109,Actuarial Valuation Manager,5,skill,create a financial plan,ESCO 1.2.1,http://data.europa.eu/esco/skill/56ff27ef-2565-45bf-a70c-f06d78d2a480,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121109-A06,M121109,121109,Actuarial Valuation Manager,6,skill,empirical analysis,ESCO 1.2.1,http://data.europa.eu/esco/skill/f6ac6241-adb2-4ce2-b35f-09832cbb11ea,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121111-A01,M121111,121111,Transfer Pricing Manager,1,skill,advise on tax planning,ESCO 1.2.1,http://data.europa.eu/esco/skill/161a6c5a-593a-4977-b7b7-49c6a2a2f2a3,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121111-A02,M121111,121111,Transfer Pricing Manager,2,skill,advise on tax policy,ESCO 1.2.1,http://data.europa.eu/esco/skill/b5feaf25-3975-4e74-85fd-4470e344ba2e,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121111-A03,M121111,121111,Transfer Pricing Manager,3,skill,calculate tax,ESCO 1.2.1,http://data.europa.eu/esco/skill/2ecf90f1-c511-464b-b26f-598d69182c70,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121111-A04,M121111,121111,Transfer Pricing Manager,4,skill,disseminate information on tax legislation,ESCO 1.2.1,http://data.europa.eu/esco/skill/b8656b5c-e3f0-4418-82ff-87b5f677f9e8,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121111-A05,M121111,121111,Transfer Pricing Manager,5,skill,inform on fiscal duties,ESCO 1.2.1,http://data.europa.eu/esco/skill/14464b13-19b5-4403-8c2c-09eb98e28f2f,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121111-A06,M121111,121111,Transfer Pricing Manager,6,skill,inspect tax returns,ESCO 1.2.1,http://data.europa.eu/esco/skill/1883a1f5-f190-4ef3-8521-36d8cc6dbb47,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121202-A01,M121202,121202,Occupational Safety and Health Manager,1,skill,abide by business ethical code of conducts,ESCO 1.2.1,http://data.europa.eu/esco/skill/6bc02a4a-66af-4b49-9bd3-d07695d52b42,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121202-A02,M121202,121202,Occupational Safety and Health Manager,2,task,"Recommend measures to help protect workers from potentially hazardous work methods, processes, or materials.",O*NET 31.0,19-5011.00|task:11063,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET
M121202-A03,M121202,121202,Occupational Safety and Health Manager,3,duty,"Lead and participate in workplace audits and investigations of safety concerns, incidents and accidents",NOC 2021 Version 1.0,22232|main-duty:2,https://www.statcan.gc.ca/en/subjects/standard/noc/2021/indexV1,STATCAN-OPEN-LICENCE
M121202-A04,M121202,121202,Occupational Safety and Health Manager,4,task,Manages the operations of the work health and safety business unit,OSCA 2024 Version 1.0,111633|task:1,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS
M121202-A05,M121202,121202,Occupational Safety and Health Manager,5,skill,advise on government policy compliance,ESCO 1.2.1,http://data.europa.eu/esco/skill/c362f415-9cdf-4328-9cf0-651443857a48,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121202-A06,M121202,121202,Occupational Safety and Health Manager,6,task,"Develop or maintain hygiene programs, such as noise surveys, continuous atmosphere monitoring, ventilation surveys, or asbestos management plans.",O*NET 31.0,19-5011.00|task:11066,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET
M121202-A07,M121202,121202,Occupational Safety and Health Manager,7,duty,"Lead and participate in workplace inspections to ensure that equipment, materials and production processes do not present a safety or health hazard to employees",NOC 2021 Version 1.0,22232|main-duty:3,https://www.statcan.gc.ca/en/subjects/standard/noc/2021/indexV1,STATCAN-OPEN-LICENCE
M121202-A08,M121202,121202,Occupational Safety and Health Manager,8,task,Manages work health and safety budgets,OSCA 2024 Version 1.0,111633|task:2,https://www.abs.gov.au/statistics/classifications/osca-occupation-standard-classification-australia/2024-version-1-0/data-downloads,CC-BY-4.0-ABS
M121202-A09,M121202,121202,Occupational Safety and Health Manager,9,skill,advise on sustainability solutions,ESCO 1.2.1,http://data.europa.eu/esco/skill/dbef5042-4b99-4e6f-b2ed-1d33b07b3ed6,https://esco.ec.europa.eu/en/use-esco/download,EC-REUSE-ESCO
M121202-A10,M121202,121202,Occupational Safety and Health Manager,10,task,Order suspension of activities that pose threats to workers' health or safety.,O*NET 31.0,19-5011.00|task:11062,https://www.onetcenter.org/database.html,CC-BY-4.0-ONET
M121202-A11,M121202,121202,Occupational Safety and Health Manager,11,duty,"Develop and implement health and safety programs, including standard operating procedures, policies and training to mitigate risk, optimize worker's health and safety and foster a positive occupational health and safety culture",NOC 2021 Version 1.0,22232|main-duty:4,https://www.statcan.gc.ca/en/subjects/standard/noc/2021/indexV1,STATCAN-OPEN-LICENCE
