role_id,masco_code,role_title,locale,role_standard,crosswalk_status,crosswalk_confidence,mapped_masco2020_code,mapped_masco2020_title,global_sources,global_match_count,global_anchor_count,question_count,linked_open_qa_count,role_source_url,role_license_status
M314103,314103,Botanical Technician,en-MY,MASCO 2020,retained,high,314104,Botanical Technician,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=375,official_source_rights_review_required_for_external_bulk_redistribution
M314104,314104,Artificial Breeding Technician,en-MY,MASCO 2020,retained,high,314107,Artificial Breeding Technician,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=375,official_source_rights_review_required_for_external_bulk_redistribution
M314105,314105,Zoological Technician,en-MY,MASCO 2020,retained,high,314109,Zoological Technician,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=375,official_source_rights_review_required_for_external_bulk_redistribution
M314201,314201,Soil Science Technician,en-MY,MASCO 2020,retained,high,314203,Soil Science Technician,ESCO 1.2.1; O*NET 31.0; OSCA 2024 Version 1.0,3,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=375,official_source_rights_review_required_for_external_bulk_redistribution
M314202,314202,Horticulture Technician,en-MY,MASCO 2020,retained,high,314205,Horticulture Technician,ESCO 1.2.1; NOC 2021 Version 1.0,2,11,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=375,official_source_rights_review_required_for_external_bulk_redistribution
M314203,314203,Irrigation Technician,en-MY,MASCO 2020,retained,medium,314209,Irrigator,ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=375,official_source_rights_review_required_for_external_bulk_redistribution
M314204,314204,Farming Technician (Animal Production),en-MY,MASCO 2020,excluded,not_established,,,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf,official_source_rights_review_required_for_external_bulk_redistribution
M314205,314205,Halal Livestock Production Supervisor,en-MY,MASCO 2020,retained,high,314218,"Supervisor, Halal Livestock Production",ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=376,official_source_rights_review_required_for_external_bulk_redistribution
M314206,314206,Assistant Agricultural Officer Grade G5,en-MY,MASCO 2020,retained,high,314216,Assistant Agricultural Officer Grade G29,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=376,official_source_rights_review_required_for_external_bulk_redistribution
M314207,314207,Assistant Land Planning Officer Grade G5,en-MY,MASCO 2020,retained,high,314217,Assistant Land Planning Officer Grade G29,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=376,official_source_rights_review_required_for_external_bulk_redistribution
M314208,314208,Land Scheme Supervisor Grade G1,en-MY,MASCO 2020,retained,high,314221,Land Scheme Supervisor Grade G19,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=376,official_source_rights_review_required_for_external_bulk_redistribution
M314301,314301,Forestry Technician,en-MY,MASCO 2020,retained,high,314302,Forestry Technician,ESCO 1.2.1; NOC 2021 Version 1.0,2,11,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=376,official_source_rights_review_required_for_external_bulk_redistribution
M314303,314303,Assistant Conservator of Forests Grade G5,en-MY,MASCO 2020,retained,high,314304,Assistant Conservator of Forests Grade G29,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=376,official_source_rights_review_required_for_external_bulk_redistribution
M314304,314304,Assistant Wildlife Officer Grade G5,en-MY,MASCO 2020,retained,high,314305,Assistant Wildlife Officer Grade G29,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=376,official_source_rights_review_required_for_external_bulk_redistribution
M314305,314305,Wildlife Assistant Grade G1,en-MY,MASCO 2020,retained,high,314306,Wildlife Assistant Grade G19,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=376,official_source_rights_review_required_for_external_bulk_redistribution
M314401,314401,Hatchery Technician,en-MY,MASCO 2020,retained,high,314401,Hatchery Technician,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=376,official_source_rights_review_required_for_external_bulk_redistribution
M314402,314402,Hatchery Supervisor,en-MY,MASCO 2020,retained,high,314402,Hatchery Supervisor,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=376,official_source_rights_review_required_for_external_bulk_redistribution
M314403,314403,Fishery Technician,en-MY,MASCO 2020,retained,high,314403,Fishery Technician,ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=376,official_source_rights_review_required_for_external_bulk_redistribution
M314404,314404,Hatchery Assistant,en-MY,MASCO 2020,retained,high,314404,Hatchery Assistant,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=376,official_source_rights_review_required_for_external_bulk_redistribution
M314405,314405,Aquaculture Technician,en-MY,MASCO 2020,retained,high,314405,Aquaculture Technician,ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=376,official_source_rights_review_required_for_external_bulk_redistribution
M314407,314407,Assistant Fisheries Officer Grade G5,en-MY,MASCO 2020,retained,high,314407,Assistant Fisheries Officer Grade G29,ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=376,official_source_rights_review_required_for_external_bulk_redistribution
M315101,315101,Air Traffic Safety Technician,en-MY,MASCO 2020,retained,high,315101,Air Traffic Safety Technician,ESCO 1.2.1; O*NET 31.0,2,13,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=376,official_source_rights_review_required_for_external_bulk_redistribution
M315102,315102,Aviation Maintenance Technician,en-MY,MASCO 2020,retained,high,315103,Aviation Maintenance Technician,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=376,official_source_rights_review_required_for_external_bulk_redistribution
M315103,315103,Aircraft Restorer,en-MY,MASCO 2020,retained,high,315107,Aircraft Restorer,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=376,official_source_rights_review_required_for_external_bulk_redistribution
M315104,315104,Airframe and Power Plant Technician,en-MY,MASCO 2020,retained,high,315108,Airframe and Power Plant Technician,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=376,official_source_rights_review_required_for_external_bulk_redistribution
M315105,315105,Rocket Engine Component Technician,en-MY,MASCO 2020,retained,high,315114,Rocket Engine Component Technician,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=376,official_source_rights_review_required_for_external_bulk_redistribution
M315107,315107,"Aircraft Examiner Grade A5, A6",en-MY,MASCO 2020,retained,high,315115,Aircraft Examiner Grade A29,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=376,official_source_rights_review_required_for_external_bulk_redistribution
M315108,315108,Assistant Air Traffic Control Officer Grade A5,en-MY,MASCO 2020,retained,high,315116,Assistant Air Traffic Control Officer Grade A29,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=376,official_source_rights_review_required_for_external_bulk_redistribution
M315201,315201,Berthing Master,en-MY,MASCO 2020,retained,high,315202,Berthing Master,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=376,official_source_rights_review_required_for_external_bulk_redistribution
M315202,315202,Ship Technician,en-MY,MASCO 2020,retained,high,315206,Ship Technician,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=376,official_source_rights_review_required_for_external_bulk_redistribution
M315203,315203,Marine Assistant Grade A1,en-MY,MASCO 2020,retained,high,315201,Marine Assistant Grade A19,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=376,official_source_rights_review_required_for_external_bulk_redistribution
M315204,315204,Assistant Marine Officer Grade A5,en-MY,MASCO 2020,retained,high,315208,Assistant Marine Officer Grade A29,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=376,official_source_rights_review_required_for_external_bulk_redistribution
M315301,315301,Train Technician,en-MY,MASCO 2020,retained,high,315301,Train Technician,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377,official_source_rights_review_required_for_external_bulk_redistribution
M315302,315302,Track Network Technician,en-MY,MASCO 2020,retained,high,315306,Track Network Technician,ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377,official_source_rights_review_required_for_external_bulk_redistribution
M315303,315303,Signalling and Communication Technician,en-MY,MASCO 2020,retained,high,315307,Signalling and Communication Technician,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377,official_source_rights_review_required_for_external_bulk_redistribution
M315401,315401,Motor Vehicle Technician,en-MY,MASCO 2020,retained,high,315406,Motor Vehicle Technician,ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377,official_source_rights_review_required_for_external_bulk_redistribution
M315901,315901,Transport/Logistics Supervisor,en-MY,MASCO 2020,retained,medium,315902,Logistics Supervisor,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377,official_source_rights_review_required_for_external_bulk_redistribution
M315902,315902,Green Technology Infrastructure Assistant Facilitator,en-MY,MASCO 2020,retained,high,315904,Green Technology Infrastructure Assistant Facilitator,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377,official_source_rights_review_required_for_external_bulk_redistribution
M316101,316101,Nuclear Technician,en-MY,MASCO 2020,retained,high,316101,Nuclear Technician,ESCO 1.2.1; O*NET 31.0,2,13,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377,official_source_rights_review_required_for_external_bulk_redistribution
M321101,321101,Radiographer,en-MY,MASCO 2020,retained,high,321102,Radiographer,ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377,official_source_rights_review_required_for_external_bulk_redistribution
M321102,321102,Radiographer Grade U5,en-MY,MASCO 2020,retained,high,321101,Radiographer Grade U29,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377,official_source_rights_review_required_for_external_bulk_redistribution
M321201,321201,Ecology Technician,en-MY,MASCO 2020,retained,high,321204,Ecology Technician,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377,official_source_rights_review_required_for_external_bulk_redistribution
M321202,321202,Histology Technician,en-MY,MASCO 2020,retained,high,321207,Histology Technician,ESCO 1.2.1; O*NET 31.0,2,13,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377,official_source_rights_review_required_for_external_bulk_redistribution
M321203,321203,Cytology Technician,en-MY,MASCO 2020,retained,high,321208,Cytology Technician,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377,official_source_rights_review_required_for_external_bulk_redistribution
M321204,321204,Physiology Technician,en-MY,MASCO 2020,retained,high,321209,Physiology Technician,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377,official_source_rights_review_required_for_external_bulk_redistribution
M321205,321205,Parasitological Assistant,en-MY,MASCO 2020,retained,high,321212,Parasitological Assistant,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377,official_source_rights_review_required_for_external_bulk_redistribution
M321206,321206,Medical Laboratory Technician,en-MY,MASCO 2020,retained,high,321213,Medical Laboratory Technician,ESCO 1.2.1; O*NET 31.0; NOC 2021 Version 1.0; OSCA 2024 Version 1.0,4,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377,official_source_rights_review_required_for_external_bulk_redistribution
M321207,321207,Surgical Technician,en-MY,MASCO 2020,retained,high,321214,Surgical Technician,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377,official_source_rights_review_required_for_external_bulk_redistribution
M321301,321301,Pharmaceutical Assistant,en-MY,MASCO 2020,retained,high,321301,Pharmaceutical Assistant,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=377,official_source_rights_review_required_for_external_bulk_redistribution
M321302,321302,Pharmacy Aide,en-MY,MASCO 2020,retained,high,321304,Pharmacy Aide,ESCO 1.2.1; O*NET 31.0,2,13,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=378,official_source_rights_review_required_for_external_bulk_redistribution
M321303,321303,Assistant Pharmacy Officer Grade U5,en-MY,MASCO 2020,retained,high,321305,Assistant Pharmacy Officer Grade U29,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=378,official_source_rights_review_required_for_external_bulk_redistribution
M321401,321401,Dental Technician,en-MY,MASCO 2020,retained,high,321401,Dental technician,ESCO 1.2.1; O*NET 31.0; NOC 2021 Version 1.0; OSCA 2024 Version 1.0,4,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=378,official_source_rights_review_required_for_external_bulk_redistribution
M321402,321402,Orthotist,en-MY,MASCO 2020,retained,high,321404,Orthotist,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=378,official_source_rights_review_required_for_external_bulk_redistribution
M321501,321501,Prosthetic Technician,en-MY,MASCO 2020,retained,high,321502,Prosthetic Technician,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=378,official_source_rights_review_required_for_external_bulk_redistribution
M321502,321502,Medical Technician Grade U1,en-MY,MASCO 2020,retained,high,321503,Medical Technician Grade U19,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=378,official_source_rights_review_required_for_external_bulk_redistribution
M322101,322101,Practical Nurse,en-MY,MASCO 2020,retained,high,322104,Practical Nurse,ESCO 1.2.1; O*NET 31.0; NOC 2021 Version 1.0,3,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=378,official_source_rights_review_required_for_external_bulk_redistribution
M322102,322102,Nurse Grade U5,en-MY,MASCO 2020,retained,high,322101,Nurse Grade U29,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=378,official_source_rights_review_required_for_external_bulk_redistribution
M323101,323101,Traditional and Complementary Medicine Associate Professional,en-MY,MASCO 2020,excluded,not_established,,,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf,official_source_rights_review_required_for_external_bulk_redistribution
M324101,324101,Veterinary Biotech Research Technician,en-MY,MASCO 2020,retained,high,324103,Veterinary Biotech Research Technician,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=378,official_source_rights_review_required_for_external_bulk_redistribution
M324102,324102,Veterinary Artificial Inseminator,en-MY,MASCO 2020,retained,high,324107,Veterinary Artificial Inseminator,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=378,official_source_rights_review_required_for_external_bulk_redistribution
M324103,324103,Veterinary Biotech Production Technician,en-MY,MASCO 2020,retained,high,324108,Veterinary Biotech Production Technician,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=378,official_source_rights_review_required_for_external_bulk_redistribution
M324104,324104,Veterinary Nurse,en-MY,MASCO 2020,retained,high,324109,Veterinary Nurse,ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=378,official_source_rights_review_required_for_external_bulk_redistribution
M324105,324105,Animal Therapist,en-MY,MASCO 2020,excluded,not_established,,,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf,official_source_rights_review_required_for_external_bulk_redistribution
M324107,324107,Assistant Veterinary Officer Grade G5,en-MY,MASCO 2020,retained,high,324110,Assistant Veterinary Officer Grade G29,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=378,official_source_rights_review_required_for_external_bulk_redistribution
M325101,325101,Dental Aide/Assistant,en-MY,MASCO 2020,retained,medium,325105,Dental Assistant,ESCO 1.2.1; O*NET 31.0; NOC 2021 Version 1.0; OSCA 2024 Version 1.0,4,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=378,official_source_rights_review_required_for_external_bulk_redistribution
M325102,325102,Dental Hygienist,en-MY,MASCO 2020,retained,high,325106,Dental Hygienist,ESCO 1.2.1; O*NET 31.0; NOC 2021 Version 1.0; OSCA 2024 Version 1.0,4,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=378,official_source_rights_review_required_for_external_bulk_redistribution
M325103,325103,Dental Surgery Assistant Grade U1,en-MY,MASCO 2020,retained,high,325101,Dental Surgery Assistant Grade U19,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=378,official_source_rights_review_required_for_external_bulk_redistribution
M325104,325104,Dental Therapist Grade U5,en-MY,MASCO 2020,retained,high,325107,Dental Therapist Grade U29,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=379,official_source_rights_review_required_for_external_bulk_redistribution
M325301,325301,Community Health Promoter,en-MY,MASCO 2020,retained,high,325302,Community Health Promoter,ESCO 1.2.1; O*NET 31.0,2,13,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=379,official_source_rights_review_required_for_external_bulk_redistribution
M325302,325302,Village Health Worker,en-MY,MASCO 2020,retained,high,325304,Village Health Worker,ESCO 1.2.1; O*NET 31.0; OSCA 2024 Version 1.0,3,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=379,official_source_rights_review_required_for_external_bulk_redistribution
M325303,325303,Community Nurse Grade U1,en-MY,MASCO 2020,retained,high,325305,Community Nurse Grade U19,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=379,official_source_rights_review_required_for_external_bulk_redistribution
M325401,325401,Optician,en-MY,MASCO 2020,retained,high,226703,Optician,ESCO 1.2.1; NOC 2021 Version 1.0,2,11,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=346,official_source_rights_review_required_for_external_bulk_redistribution
M325501,325501,Massage Therapist,en-MY,MASCO 2020,retained,high,325505,Massage Therapist,ESCO 1.2.1; O*NET 31.0; NOC 2021 Version 1.0; OSCA 2024 Version 1.0,4,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=379,official_source_rights_review_required_for_external_bulk_redistribution
M325502,325502,Physiotherapy Technician,en-MY,MASCO 2020,retained,high,325506,Physiotherapy Technician,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=379,official_source_rights_review_required_for_external_bulk_redistribution
M325503,325503,Stress Therapist,en-MY,MASCO 2020,retained,medium,282407,Psychotherapist,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=363,official_source_rights_review_required_for_external_bulk_redistribution
M325601,325601,Medical Laboratory Assistant,en-MY,MASCO 2020,retained,high,325601,Medical Laboratory Assistant,ESCO 1.2.1; O*NET 31.0; NOC 2021 Version 1.0; OSCA 2024 Version 1.0,4,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=379,official_source_rights_review_required_for_external_bulk_redistribution
M325602,325602,Hospital Assistant,en-MY,MASCO 2020,retained,high,325602,Hospital Assistant,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=379,official_source_rights_review_required_for_external_bulk_redistribution
M325603,325603,Diagnostic Imaging Equipment Technician,en-MY,MASCO 2020,retained,medium,325606,"Radiographist Equipment, Medical, General",ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=379,official_source_rights_review_required_for_external_bulk_redistribution
M325604,325604,Sonographer,en-MY,MASCO 2020,retained,high,325611,Sonographer,ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=379,official_source_rights_review_required_for_external_bulk_redistribution
M325605,325605,Clinical Instructor,en-MY,MASCO 2020,retained,high,325613,Clinical Instructor,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=379,official_source_rights_review_required_for_external_bulk_redistribution
M325606,325606,Ophthalmic Assistant,en-MY,MASCO 2020,retained,high,325614,Ophthalmic Assistant,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=379,official_source_rights_review_required_for_external_bulk_redistribution
M325607,325607,Assistant Medical Officer Grade U5,en-MY,MASCO 2020,retained,high,325615,Assistant Medical Officer Grade U29,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=379,official_source_rights_review_required_for_external_bulk_redistribution
M325701,325701,Public Health Unit Inspector,en-MY,MASCO 2020,retained,high,325703,Public Health Unit Inspector,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=379,official_source_rights_review_required_for_external_bulk_redistribution
M325702,325702,Occupational Safety and Health Inspector,en-MY,MASCO 2020,retained,high,325705,Occupational Safety and Health Inspector,ESCO 1.2.1; O*NET 31.0; NOC 2021 Version 1.0; OSCA 2024 Version 1.0,4,14,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=379,official_source_rights_review_required_for_external_bulk_redistribution
M325703,325703,Product Quality Inspector,en-MY,MASCO 2020,retained,high,325712,Product Quality Inspector,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=380,official_source_rights_review_required_for_external_bulk_redistribution
M325704,325704,Water Inspector,en-MY,MASCO 2020,retained,high,325735,Water Inspector,ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=380,official_source_rights_review_required_for_external_bulk_redistribution
M325705,325705,Mine Safety Inspector,en-MY,MASCO 2020,retained,high,325736,Mine Safety Inspector,ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=380,official_source_rights_review_required_for_external_bulk_redistribution
M325706,325706,Mine Examiner,en-MY,MASCO 2020,retained,high,325737,Mine Examiner,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=380,official_source_rights_review_required_for_external_bulk_redistribution
M325707,325707,Assistant Food Technology Officer Grade C5,en-MY,MASCO 2020,retained,high,325747,Assistant Food Technology Officer Grade C29,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=380,official_source_rights_review_required_for_external_bulk_redistribution
M325708,325708,Assistant Environmental Health Officer Grade U5,en-MY,MASCO 2020,retained,high,325748,Assistant Environmental Health Officer Grade U29,ESCO 1.2.1; OSCA 2024 Version 1.0,2,10,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=380,official_source_rights_review_required_for_external_bulk_redistribution
M325709,325709,Assistant Environmental Control Officer Grade C5,en-MY,MASCO 2020,retained,high,325749,Assistant Environmental Control Officer Grade C29,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=380,official_source_rights_review_required_for_external_bulk_redistribution
M325801,325801,Ambulance Officer,en-MY,MASCO 2020,retained,high,325802,Ambulance Officer,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=380,official_source_rights_review_required_for_external_bulk_redistribution
M325802,325802,Emergency Paramedic,en-MY,MASCO 2020,retained,high,325805,Emergency Paramedic,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=380,official_source_rights_review_required_for_external_bulk_redistribution
M331401,331401,Assistant Statistics Officer Grade E5,en-MY,MASCO 2020,retained,high,331401,Assistant Statistics Officer Grade E29,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=381,official_source_rights_review_required_for_external_bulk_redistribution
M351101,351101,Computer Technician,en-MY,MASCO 2020,retained,high,351105,Computer Technician,ESCO 1.2.1; NOC 2021 Version 1.0,2,11,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=384,official_source_rights_review_required_for_external_bulk_redistribution
M351102,351102,Electronic Data Processing Technician,en-MY,MASCO 2020,retained,high,351109,Electronic Data Processing Technician,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=384,official_source_rights_review_required_for_external_bulk_redistribution
M351103,351103,Information Technology Assistant,en-MY,MASCO 2020,retained,high,351115,Information Technology Assistant,ESCO 1.2.1,1,6,12,8,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=385,official_source_rights_review_required_for_external_bulk_redistribution
M351104,351104,Computer Console Operator,en-MY,MASCO 2020,retained,high,351116,Computer Console Operator,ESCO 1.2.1,1,6,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=385,official_source_rights_review_required_for_external_bulk_redistribution
M351105,351105,Engineering Assistant (Telecommunications),en-MY,MASCO 2020,retained,high,351123,"Engineering Assistant, Telecommunications",ESCO 1.2.1; O*NET 31.0,2,13,12,0,https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=385,official_source_rights_review_required_for_external_bulk_redistribution
