masco_version,masco_6d_code,masco_occupation_title_en,masco_4d_code,masco_unit_group_title_en,masco_2013_code_or_status,source_pdf_page,source_printed_page,title_extraction_method
2020,0111-01,Medical Officer,0111,Professional Duty Officers (Ma),2211-05,442,428,systematic_index_text_layer
2020,0111-02,Dental Officer,0111,Professional Duty Officers (Ma),0111-02,442,428,systematic_index_text_layer
2020,0111-03,Pharmacy Officer,0111,Professional Duty Officers (Ma),0111-03,442,428,systematic_index_text_layer
2020,0121-01,Royal Malay Regiment Officer,0121,General Duty Officers (Ma),0121-01,442,428,systematic_index_text_layer
2020,0121-02,Royal Ranger Regiment Officer,0121,General Duty Officers (Ma),0121-02,442,428,systematic_index_text_layer
2020,0121-03,Royal Armoured Corps Officer,0121,General Duty Officers (Ma),0121-03,442,428,systematic_index_text_layer
2020,0121-04,Royal Signals Regiment Officer,0121,General Duty Officers (Ma),0121-04,442,428,systematic_index_text_layer
2020,0121-05,Royal Engineer Regiment Officer,0121,General Duty Officers (Ma),0121-05,442,428,systematic_index_text_layer
2020,0121-06,Royal Artillery Regiment Officer,0121,General Duty Officers (Ma),0121-06,442,428,systematic_index_text_layer
2020,0121-07,General Services Corps Officer,0121,General Duty Officers (Ma),0121-07,442,428,systematic_index_text_layer
2020,0121-08,Royal Medical Corps Officer,0121,General Duty Officers (Ma),0121-08,442,428,systematic_index_text_layer
2020,0121-09,Royal Military Police Corps Officer,0121,General Duty Officers (Ma),0121-09,442,428,systematic_index_text_layer
2020,0121-10,Royal Intelligence Corps Officer,0121,General Duty Officers (Ma),0121-10,442,428,systematic_index_text_layer
2020,0121-11,Royal Logistics Corps Officer,0121,General Duty Officers (Ma),0121-11,442,428,systematic_index_text_layer
2020,0121-12,Royal Ordnance Corps Officer,0121,General Duty Officers (Ma),0121-12,442,428,systematic_index_text_layer
2020,0121-13,Royal Electrical and Mechanical Engineer Corps Officer,0121,General Duty Officers (Ma),0121-13,442,428,systematic_index_text_layer
2020,0121-14,Armed Forces Religious Corps Officer,0121,General Duty Officers (Ma),0121-14,442,428,systematic_index_text_layer
2020,0121-15,Territorial Army Regiment Officer,0121,General Duty Officers (Ma),0121-15,442,428,systematic_index_text_layer
2020,0121-16,Border Regiment Officer,0121,General Duty Officers (Ma),0121-16,442,428,systematic_index_text_layer
2020,0131-01,Member of the Infantry,0131,Personnel Of Other Ranks (Ma),New,443,429,systematic_index_text_layer
2020,0131-02,Member of the Infantry Assistance Weapon,0131,Personnel Of Other Ranks (Ma),New,443,429,systematic_index_text_layer
2020,0131-03,Member of Transportation Management,0131,Personnel Of Other Ranks (Ma),New,443,429,systematic_index_text_layer
2020,0131-04,Krew Mekanize,0131,Personnel Of Other Ranks (Ma),New,443,429,systematic_index_text_layer
2020,0131-05,Military Clerk,0131,Personnel Of Other Ranks (Ma),New,443,429,systematic_index_text_layer
2020,0131-06,Member of Infantry,0131,Personnel Of Other Ranks (Ma),New,443,429,systematic_index_text_layer
2020,0131-07,Physical Trainer,0131,Personnel Of Other Ranks (Ma),0321-17,443,429,systematic_index_text_layer
2020,0131-08,Serang Pioneer,0131,Personnel Of Other Ranks (Ma),New,443,429,systematic_index_text_layer
2020,0131-09,Team Crew,0131,Personnel Of Other Ranks (Ma),New,443,429,systematic_index_text_layer
2020,0131-10,Member of the Brass Band,0131,Personnel Of Other Ranks (Ma),0221-14,443,429,systematic_index_text_layer
2020,0131-11,Member of the Special Movement,0131,Personnel Of Other Ranks (Ma),New,443,429,systematic_index_text_layer
2020,0131-12,Armor Crew,0131,Personnel Of Other Ranks (Ma),New,443,429,systematic_index_text_layer
2020,0131-13,Communication and Information Technician,0131,Personnel Of Other Ranks (Ma),New,443,429,systematic_index_text_layer
2020,0131-14,Communication and Information System,0131,Personnel Of Other Ranks (Ma),New,443,429,systematic_index_text_layer
2020,0131-15,Spokesman Kombat Semboyan,0131,Personnel Of Other Ranks (Ma),New,443,429,systematic_index_text_layer
2020,0131-16,Scratches,0131,Personnel Of Other Ranks (Ma),New,443,429,systematic_index_text_layer
2020,0131-17,Surveyor,0131,Personnel Of Other Ranks (Ma),2165-08,443,429,systematic_index_text_layer
2020,0131-18,Bricklayers,0131,Personnel Of Other Ranks (Ma),7112-01,443,429,systematic_index_text_layer
2020,0131-19,Pipe Worker,0131,Personnel Of Other Ranks (Ma),New,443,429,systematic_index_text_layer
2020,0131-20,Metal Worker,0131,Personnel Of Other Ranks (Ma),New,443,429,systematic_index_text_layer
2020,0131-21,Wood Worker and Joiner,0131,Personnel Of Other Ranks (Ma),New,443,429,systematic_index_text_layer
2020,0131-22,Painters and Decorators,0131,Personnel Of Other Ranks (Ma),New,443,429,systematic_index_text_layer
2020,0131-23,Plant Driver,0131,Personnel Of Other Ranks (Ma),New,443,429,systematic_index_text_layer
2020,0131-24,Fitter Combustion and Pam,0131,Personnel Of Other Ranks (Ma),New,443,429,systematic_index_text_layer
2020,0131-25,Plant Supervisor,0131,Personnel Of Other Ranks (Ma),New,443,429,systematic_index_text_layer
2020,0131-26,Electrician,0131,Personnel Of Other Ranks (Ma),7411-04,443,429,systematic_index_text_layer
2020,0131-27,Destruction Technician,0131,Personnel Of Other Ranks (Ma),New,443,429,systematic_index_text_layer
2020,0131-28,Gunners,0131,Personnel Of Other Ranks (Ma),New,443,429,systematic_index_text_layer
2020,0131-29,Ballistic Data Processing,0131,Personnel Of Other Ranks (Ma),New,443,429,systematic_index_text_layer
2020,0131-30,Artillery Surveyor,0131,Personnel Of Other Ranks (Ma),New,443,429,systematic_index_text_layer
2020,0131-31,Artillery Detectors,0131,Personnel Of Other Ranks (Ma),New,443,429,systematic_index_text_layer
2020,0131-32,Members of the Shot Control,0131,Personnel Of Other Ranks (Ma),New,443,429,systematic_index_text_layer
2020,0131-33,Member of the Air Defense Artillery,0131,Personnel Of Other Ranks (Ma),New,443,429,systematic_index_text_layer
2020,0131-34,Radar Operator,0131,Personnel Of Other Ranks (Ma),New,443,429,systematic_index_text_layer
2020,0131-35,Military Accounting Clerk,0131,Personnel Of Other Ranks (Ma),New,443,429,systematic_index_text_layer
2020,0131-36,Military Accounting System,0131,Personnel Of Other Ranks (Ma),New,443,429,systematic_index_text_layer
2020,0131-37,Educational Assistant,0131,Personnel Of Other Ranks (Ma),New,443,429,systematic_index_text_layer
2020,0131-38,Combat Reporters,0131,Personnel Of Other Ranks (Ma),New,443,429,systematic_index_text_layer
2020,0131-39,Paramedics,0131,Personnel Of Other Ranks (Ma),2241-01,443,429,systematic_index_text_layer
2020,0131-40,Assistant Medical Officer,0131,Personnel Of Other Ranks (Ma),New,443,429,systematic_index_text_layer
2020,0131-41,Trained Nurse,0131,Personnel Of Other Ranks (Ma),New,443,429,systematic_index_text_layer
2020,0131-42,Assistant Environmental Health Officer,0131,Personnel Of Other Ranks (Ma),New,443,429,systematic_index_text_layer
2020,0131-43,Medical Laboratory Technologist,0131,Personnel Of Other Ranks (Ma),New,443,429,systematic_index_text_layer
2020,0131-44,Radiographer,0131,Personnel Of Other Ranks (Ma),New,443,429,systematic_index_text_layer
2020,0131-45,Assistant Pharmaceutical Officer,0131,Personnel Of Other Ranks (Ma),New,443,429,systematic_index_text_layer
2020,0131-46,Dental Technologist,0131,Personnel Of Other Ranks (Ma),New,443,429,systematic_index_text_layer
2020,0131-47,Dental Nurse,0131,Personnel Of Other Ranks (Ma),3251-04,443,429,systematic_index_text_layer
2020,0131-48,Physiotherapist Medical,0131,Personnel Of Other Ranks (Ma),New,443,429,systematic_index_text_layer
2020,0131-49,"Medical Therapist, Occupational",0131,Personnel Of Other Ranks (Ma),New,443,429,systematic_index_text_layer
2020,0131-50,Assistant Veterinary Officer Grade G29,0131,Personnel Of Other Ranks (Ma),New,443,429,systematic_index_text_layer
2020,0131-51,Military Police Member,0131,Personnel Of Other Ranks (Ma),New,443,429,systematic_index_text_layer
2020,0131-52,Security and Response Members,0131,Personnel Of Other Ranks (Ma),New,443,429,systematic_index_text_layer
2020,0131-53,The Nerves of the Nervous War,0131,Personnel Of Other Ranks (Ma),New,443,429,systematic_index_text_layer
2020,0131-54,Imagery Intelligence,0131,Personnel Of Other Ranks (Ma),New,443,429,systematic_index_text_layer
2020,0131-55,Strategic Intelligence,0131,Personnel Of Other Ranks (Ma),New,443,429,systematic_index_text_layer
2020,0131-56,Operation Human Intelligence,0131,Personnel Of Other Ranks (Ma),New,443,429,systematic_index_text_layer
2020,0131-57,Special Intelligence Operations,0131,Personnel Of Other Ranks (Ma),New,443,429,systematic_index_text_layer
2020,0131-58,Army Chef,0131,Personnel Of Other Ranks (Ma),New,443,429,systematic_index_text_layer
2020,0131-59,Logistic Technician,0131,Personnel Of Other Ranks (Ma),0321-18,444,430,systematic_index_text_layer
2020,0131-60,Bullet Technician,0131,Personnel Of Other Ranks (Ma),New,444,430,systematic_index_text_layer
2020,0131-61,Printing Technician,0131,Personnel Of Other Ranks (Ma),New,444,430,systematic_index_text_layer
2020,0131-62,Automotive Engineering Technician,0131,Personnel Of Other Ranks (Ma),New,444,430,systematic_index_text_layer
2020,0131-63,Electronic Engineering Technician,0131,Personnel Of Other Ranks (Ma),3114-02,444,430,systematic_index_text_layer
2020,0131-64,Weapons Engineering Technician,0131,Personnel Of Other Ranks (Ma),New,444,430,systematic_index_text_layer
2020,0131-65,Manufacturing Engineering Technician,0131,Personnel Of Other Ranks (Ma),New,444,430,systematic_index_text_layer
2020,0131-66,Return Engineering Engineer,0131,Personnel Of Other Ranks (Ma),New,444,430,systematic_index_text_layer
2020,0131-67,Avionic Engineering Technician,0131,Personnel Of Other Ranks (Ma),New,444,430,systematic_index_text_layer
2020,0131-68,Aeromechanical Engineering Technician,0131,Personnel Of Other Ranks (Ma),New,444,430,systematic_index_text_layer
2020,0131-69,Aircraft Engineering Engineer,0131,Personnel Of Other Ranks (Ma),New,444,430,systematic_index_text_layer
2020,0131-70,Military Islamic Affairs Adviser,0131,Personnel Of Other Ranks (Ma),New,444,430,systematic_index_text_layer
2020,0211-01,Executive Officer,0211,General Duty Officers (Rmn),0211-01,444,430,systematic_index_text_layer
2020,0211-02,Technical Officer,0211,General Duty Officers (Rmn),0211-02,444,430,systematic_index_text_layer
2020,0211-03,Supply Officer,0211,General Duty Officers (Rmn),0211-03,444,430,systematic_index_text_layer
2020,0221-01,Member of Surface Warfare,0221,Personnel Of Other Ranks (Rmn),0221-01,444,430,systematic_index_text_layer
2020,0221-02,Member of Submarine Warfare (Weapon),0221,Personnel Of Other Ranks (Rmn),New,444,430,systematic_index_text_layer
2020,0221-03,Member of Submarine Warfare (Control),0221,Personnel Of Other Ranks (Rmn),0221-03,444,430,systematic_index_text_layer
2020,0221-04,Member of Warfare Tactical Plotters,0221,Personnel Of Other Ranks (Rmn),0221-04,444,430,systematic_index_text_layer
2020,0221-05,Member of Naval Provost,0221,Personnel Of Other Ranks (Rmn),0221-05,444,430,systematic_index_text_layer
2020,0221-06,Diver,0221,Personnel Of Other Ranks (Rmn),New,444,430,systematic_index_text_layer
2020,0221-07,Member of Hydrography,0221,Personnel Of Other Ranks (Rmn),0221-07,444,430,systematic_index_text_layer
2020,0221-08,Member of Communications,0221,Personnel Of Other Ranks (Rmn),0221-08,444,430,systematic_index_text_layer
2020,0221-09,Member of Physical Trainers,0221,Personnel Of Other Ranks (Rmn),0221-09,444,430,systematic_index_text_layer
2020,0221-10,Member of Administration and Finance,0221,Personnel Of Other Ranks (Rmn),0221-10,444,430,systematic_index_text_layer
2020,0221-11,Member of Logistics Technicians,0221,Personnel Of Other Ranks (Rmn),0221-11,444,430,systematic_index_text_layer
2020,0221-12,Member of Navy Cooks,0221,Personnel Of Other Ranks (Rmn),0221-12,444,430,systematic_index_text_layer
2020,0221-13,Member of Officers’ Mess Personnel,0221,Personnel Of Other Ranks (Rmn),0221-13,444,430,systematic_index_text_layer
2020,0221-14,Member of the Brass Band,0221,Personnel Of Other Ranks (Rmn),0221-14,444,430,systematic_index_text_layer
2020,0221-15,Member of Propulsion Marine Technicians,0221,Personnel Of Other Ranks (Rmn),0221-15,444,430,systematic_index_text_layer
2020,0221-16,Member of the Srimala Marine Technician,0221,Personnel Of Other Ranks (Rmn),New,444,430,systematic_index_text_layer
2020,0221-17,Member of Power and Ordinance Electrical Technicians,0221,Personnel Of Other Ranks (Rmn),0221-16,444,430,systematic_index_text_layer
2020,0221-18,Member of Electrical Radio and Radar Technician,0221,Personnel Of Other Ranks (Rmn),New,444,430,systematic_index_text_layer
2020,0311-01,General Duty Pilot Branch Officer,0311,General Duty Officers (Rmaf),0311-01,444,430,systematic_index_text_layer
2020,0311-02,Navigation Branch Officer,0311,General Duty Officers (Rmaf),0311-02,444,430,systematic_index_text_layer
2020,0311-03,Engineering Branch Officer,0311,General Duty Officers (Rmaf),0311-03,444,430,systematic_index_text_layer
2020,0311-04,Secretariat Branch Officer,0311,General Duty Officers (Rmaf),0311-04,444,430,systematic_index_text_layer
2020,0311-05,Material Branch Officer,0311,General Duty Officers (Rmaf),0311-05,444,430,systematic_index_text_layer
2020,0311-06,Air Traffic Control Branch Officer,0311,General Duty Officers (Rmaf),0311-06,444,430,systematic_index_text_layer
2020,0311-07,Air Defence Control Branch Officer,0311,General Duty Officers (Rmaf),0311-07,444,430,systematic_index_text_layer
2020,0311-08,Fire Brigade Branch Officer,0311,General Duty Officers (Rmaf),0311-08,444,430,systematic_index_text_layer
2020,0311-09,Flight Engineer Branch Officer,0311,General Duty Officers (Rmaf),0311-09,444,430,systematic_index_text_layer
2020,0311-10,Weapon Sensor Branch Officer,0311,General Duty Officers (Rmaf),0311-10,444,430,systematic_index_text_layer
2020,0321-01,Aeromech Technician,0321,Personnel Of Other Ranks (Rmaf),New,444,430,systematic_index_text_layer
2020,0321-02,Avionics Technician,0321,Personnel Of Other Ranks (Rmaf),New,444,430,systematic_index_text_layer
2020,0321-03,Aerospace Support Engineering Technician,0321,Personnel Of Other Ranks (Rmaf),New,444,430,systematic_index_text_layer
2020,0321-04,Aviation Information Technology Technician,0321,Personnel Of Other Ranks (Rmaf),New,444,430,systematic_index_text_layer
2020,0321-05,Airframe Technician,0321,Personnel Of Other Ranks (Rmaf),0321-02,444,430,systematic_index_text_layer
2020,0321-06,Engine Technician,0321,Personnel Of Other Ranks (Rmaf),0321-07,444,430,systematic_index_text_layer
2020,0321-07,Electrical Technician,0321,Personnel Of Other Ranks (Rmaf),0321-06,444,430,systematic_index_text_layer
2020,0321-08,Instrument Technician,0321,Personnel Of Other Ranks (Rmaf),0321-04,444,430,systematic_index_text_layer
2020,0321-09,Electron Technician,0321,Personnel Of Other Ranks (Rmaf),New,445,431,systematic_index_text_layer
2020,0321-10,Weapon Technician,0321,Personnel Of Other Ranks (Rmaf),0321-05,445,431,systematic_index_text_layer
2020,0321-11,Aviation Support Equipment Technician,0321,Personnel Of Other Ranks (Rmaf),New,445,431,systematic_index_text_layer
2020,0321-12,Statistical Assistant,0321,Personnel Of Other Ranks (Rmaf),New,445,431,systematic_index_text_layer
2020,0321-13,Surface and Safety Technicians,0321,Personnel Of Other Ranks (Rmaf),New,445,431,systematic_index_text_layer
2020,0321-14,Woodworker Technician,0321,Personnel Of Other Ranks (Rmaf),New,445,431,systematic_index_text_layer
2020,0321-15,Air Quartermaster,0321,Personnel Of Other Ranks (Rmaf),New,445,431,systematic_index_text_layer
2020,0321-16,Stewardess,0321,Personnel Of Other Ranks (Rmaf),0321-01,445,431,systematic_index_text_layer
2020,0321-17,Air Surveillance Technician,0321,Personnel Of Other Ranks (Rmaf),New,445,431,systematic_index_text_layer
2020,0321-18,Air Traffic Control Assistant,0321,Personnel Of Other Ranks (Rmaf),0321-11,445,431,systematic_index_text_layer
2020,0321-19,Fire Brigade,0321,Personnel Of Other Ranks (Rmaf),New,445,431,systematic_index_text_layer
2020,0321-20,Catalog (Meterial),0321,Personnel Of Other Ranks (Rmaf),New,445,431,systematic_index_text_layer
2020,0321-21,Driver,0321,Personnel Of Other Ranks (Rmaf),0321-21,445,431,systematic_index_text_layer
2020,0321-22,Administrative Assistant,0321,Personnel Of Other Ranks (Rmaf),0321-13,445,431,systematic_index_text_layer
2020,0321-23,Provost,0321,Personnel Of Other Ranks (Rmaf),New,445,431,systematic_index_text_layer
2020,0321-24,Physical Trainer,0321,Personnel Of Other Ranks (Rmaf),0321-17,445,431,systematic_index_text_layer
2020,0321-25,Brass Band,0321,Personnel Of Other Ranks (Rmaf),0221-14,445,431,systematic_index_text_layer
2020,1111-01,Prime Minister,1111,Legislators,1111-01,316,302,systematic_index_text_layer
2020,1111-02,Deputy Prime Minister,1111,Legislators,1111-02,316,302,systematic_index_text_layer
2020,1111-03,Minister,1111,Legislators,1111-03,316,302,systematic_index_text_layer
2020,1111-04,Deputy Minister,1111,Legislators,1111-04,316,302,systematic_index_text_layer
2020,1111-05,Members of Parliament,1111,Legislators,1111-05,316,302,systematic_index_text_layer
2020,1111-06,Chief Minister,1111,Legislators,1111-06,316,302,systematic_index_text_layer
2020,1111-07,State Exco,1111,Legislators,1111-07,316,302,systematic_index_text_layer
2020,1111-08,Member of the State Legislative Assembly,1111,Legislators,1111-08,316,302,systematic_index_text_layer
2020,1111-09,Deputy Chief Minister,1111,Legislators,1111-09,316,302,systematic_index_text_layer
2020,1111-10,Junior Minister,1111,Legislators,1111-10,316,302,systematic_index_text_layer
2020,1111-11,Menteri Besar,1111,Legislators,1111-11,316,302,systematic_index_text_layer
2020,1111-12,President of The Senate,1111,Legislators,1111-12,316,302,systematic_index_text_layer
2020,1111-13,Deputy Presidents of the Senate,1111,Legislators,1111-13,316,302,systematic_index_text_layer
2020,1111-14,Member of the Senate,1111,Legislators,1111-14,316,302,systematic_index_text_layer
2020,1111-15,Speaker of the House Representatives,1111,Legislators,1111-15,316,302,systematic_index_text_layer
2020,1111-16,Deputy Speaker of the House Representatives,1111,Legislators,1111-16,316,302,systematic_index_text_layer
2020,1112-01,The Keeper of the Rulers' Seal,1112,Senior Government Officials,1112-01,316,302,systematic_index_text_layer
2020,1112-02,Chief Secretary to the Government,1112,Senior Government Officials,1112-02,316,302,systematic_index_text_layer
2020,1112-03,Director-General of Public Service,1112,Senior Government Officials,1112-03,316,302,systematic_index_text_layer
2020,1112-04,Attorney General,1112,Senior Government Officials,1112-04,316,302,systematic_index_text_layer
2020,1112-05,Secretary General of Treasury,1112,Senior Government Officials,1112-05,316,302,systematic_index_text_layer
2020,1112-06,Auditor General,1112,Senior Government Officials,1112-06,316,302,systematic_index_text_layer
2020,1112-07,Inspector-General of Police,1112,Senior Government Officials,1112-07,316,302,systematic_index_text_layer
2020,1112-08,Director-General of Health,1112,Senior Government Officials,1112-08,316,302,systematic_index_text_layer
2020,1112-09,Chief of Defence Force,1112,Senior Government Officials,1112-09,316,302,systematic_index_text_layer
2020,1112-10,Accountant General,1112,Senior Government Officials,1112-10,316,302,systematic_index_text_layer
2020,1112-11,Governor,1112,Senior Government Officials,1112-11,316,302,systematic_index_text_layer
2020,1112-12,Director-General of Customs,1112,Senior Government Officials,1112-12,316,302,systematic_index_text_layer
2020,1112-13,Director-General of Fire and Rescue,1112,Senior Government Officials,1112-13,316,302,systematic_index_text_layer
2020,1112-14,Secretary-General of Ministry,1112,Senior Government Officials,1112-14,316,302,systematic_index_text_layer
2020,1112-15,Director-General of Government Department,1112,Senior Government Officials,1112-15,316,302,systematic_index_text_layer
2020,1112-16,Director-General of Regional Government,1112,Senior Government Officials,New,316,302,systematic_index_text_layer
2020,1112-17,Head of Government Department,1112,Senior Government Officials,1112-17,316,302,systematic_index_text_layer
2020,1112-18,Chief Statistician,1112,Senior Government Officials,1112-18,316,302,systematic_index_text_layer
2020,1112-19,Secretary of Commission,1112,Senior Government Officials,1112-19,316,302,systematic_index_text_layer
2020,1112-20,State Secretary,1112,Senior Government Officials,1112-20,316,302,systematic_index_text_layer
2020,1112-21,Deputy State Secretary of Government,1112,Senior Government Officials,New,316,302,systematic_index_text_layer
2020,1112-22,Chief Executive Officer of Statutory Body,1112,Senior Government Officials,1112-23,316,302,systematic_index_text_layer
2020,1112-23,Chief Executive of Statutory Body,1112,Senior Government Officials,1112-24,316,302,systematic_index_text_layer
2020,1112-24,Director-General of Statutory Body,1112,Senior Government Officials,1112-25,316,302,systematic_index_text_layer
2020,1112-25,Director of Statutory Body,1112,Senior Government Officials,1112-26,316,302,systematic_index_text_layer
2020,1112-26,Ambassador,1112,Senior Government Officials,1112-27,316,302,systematic_index_text_layer
2020,1112-27,Consul-General,1112,Senior Government Officials,1112-28,316,302,systematic_index_text_layer
2020,1112-28,High Commissioner of Government,1112,Senior Government Officials,1112-29,316,302,systematic_index_text_layer
2020,1112-29,Secretary of Embassy,1112,Senior Government Officials,1112-30,316,302,systematic_index_text_layer
2020,1112-30,Mayor,1112,Senior Government Officials,1112-32,316,302,systematic_index_text_layer
2020,1112-31,President of Local Authority,1112,Senior Government Officials,1112-33,316,302,systematic_index_text_layer
2020,1112-32,Secretary of the Senate,1112,Senior Government Officials,1112-37,316,302,systematic_index_text_layer
2020,1112-33,Secretary of the House of Representatives,1112,Senior Government Officials,1112-38,316,302,systematic_index_text_layer
2020,1112-34,Police Commissioner,1112,Senior Government Officials,1112-39,316,302,systematic_index_text_layer
2020,1112-35,Chief Administrator Parliament,1112,Senior Government Officials,1112-40,316,302,systematic_index_text_layer
2020,1112-36,Postmaster General,1112,Senior Government Officials,1112-41,316,302,systematic_index_text_layer
2020,1112-37,"Deputy Secretary-General, Government Administration",1112,Senior Government Officials,New,316,302,systematic_index_text_layer
2020,1112-38,Head of Division/Section/Unit,1112,Senior Government Officials,New,316,302,systematic_index_text_layer
2020,1112-39,Vice Admiral Maritime,1112,Senior Government Officials,New,317,303,systematic_index_text_layer
2020,1112-40,Rear Admiral Maritime,1112,Senior Government Officials,New,317,303,systematic_index_text_layer
2020,1112-41,Deputy Inspector General of Police,1112,Senior Government Officials,New,317,303,systematic_index_text_layer
2020,1112-42,Deputy Commissioner of Police,1112,Senior Government Officials,New,317,303,systematic_index_text_layer
2020,1112-43,Attache,1112,Senior Government Officials,New,317,303,systematic_index_text_layer
2020,1113-01,Headman Grade NP29,1113,Traditional Chiefs And Heads Of Village,1113-01,317,303,systematic_index_text_layer
2020,1113-02,Demang,1113,Traditional Chiefs And Heads Of Village,1113-02,317,303,systematic_index_text_layer
2020,1113-03,Penggawa,1113,Traditional Chiefs And Heads Of Village,1113-03,317,303,systematic_index_text_layer
2020,1113-04,Village Head,1113,Traditional Chiefs And Heads Of Village,1113-04,317,303,systematic_index_text_layer
2020,1113-05,Tok Sidang,1113,Traditional Chiefs And Heads Of Village,1113-05,317,303,systematic_index_text_layer
2020,1113-06,Native Chief,1113,Traditional Chiefs And Heads Of Village,1113-06,317,303,systematic_index_text_layer
2020,1113-07,Tok Batin,1113,Traditional Chiefs And Heads Of Village,1113-07,317,303,systematic_index_text_layer
2020,1113-08,Kapitan,1113,Traditional Chiefs And Heads Of Village,1113-08,317,303,systematic_index_text_layer
2020,1113-09,Tuai Rumah,1113,Traditional Chiefs And Heads Of Village,1113-09,317,303,systematic_index_text_layer
2020,1113-10,Traditional Chief,1113,Traditional Chiefs And Heads Of Village,1113-10,317,303,systematic_index_text_layer
2020,1113-11,New Village Head,1113,Traditional Chiefs And Heads Of Village,1113-11,317,303,systematic_index_text_layer
2020,1113-12,Undang,1113,Traditional Chiefs And Heads Of Village,1113-12,317,303,systematic_index_text_layer
2020,1113-13,Luak,1113,Traditional Chiefs And Heads Of Village,1113-13,317,303,systematic_index_text_layer
2020,1113-14,Perut,1113,Traditional Chiefs And Heads Of Village,1113-14,317,303,systematic_index_text_layer
2020,1113-15,Buapak,1113,Traditional Chiefs And Heads Of Village,1113-15,317,303,systematic_index_text_layer
2020,1113-16,Orang Besar Berempat,1113,Traditional Chiefs And Heads Of Village,1113-16,317,303,systematic_index_text_layer
2020,1113-17,Orang Besar Berlapan,1113,Traditional Chiefs And Heads Of Village,1113-17,317,303,systematic_index_text_layer
2020,1113-18,Orang Besar Berenam Belas,1113,Traditional Chiefs And Heads Of Village,1113-18,317,303,systematic_index_text_layer
2020,1113-19,Orang Besar Bertiga Puluh Dua,1113,Traditional Chiefs And Heads Of Village,1113-19,317,303,systematic_index_text_layer
2020,1114-01,President of Political Party,1114,Senior Officials Of Special-Interest Organisations,1114-01,317,303,systematic_index_text_layer
2020,1114-02,President of Employers’ Federation,1114,Senior Officials Of Special-Interest Organisations,1114-02,317,303,systematic_index_text_layer
2020,1114-03,President of Trades Union Congress,1114,Senior Officials Of Special-Interest Organisations,1114-03,317,303,systematic_index_text_layer
2020,1114-04,President of Congress of Union of Employees in the Public And Civil Services,1114,Senior Officials Of Special-Interest Organisations,1114-04,317,303,systematic_index_text_layer
2020,1114-05,"Secretary-General, Special Interest Organization",1114,Senior Officials Of Special-Interest Organisations,1114-05,317,303,systematic_index_text_layer
2020,1114-06,"Secretary-General, Red Crescent Organization",1114,Senior Officials Of Special-Interest Organisations,1114-06,317,303,systematic_index_text_layer
2020,1114-07,"Secretary-General, Human Rights Organization",1114,Senior Officials Of Special-Interest Organisations,1114-07,317,303,systematic_index_text_layer
2020,1114-08,"Secretary-General, Humanitarian Organization",1114,Senior Officials Of Special-Interest Organisations,1114-08,317,303,systematic_index_text_layer
2020,1114-09,"Secretary-General, Red Cross Organization",1114,Senior Officials Of Special-Interest Organisations,1114-09,317,303,systematic_index_text_layer
2020,1114-10,"Secretary-General, Environmental Protection Organization",1114,Senior Officials Of Special-Interest Organisations,1114-10,317,303,systematic_index_text_layer
2020,1114-11,"Secretary-General, Wildlife Protection Organization",1114,Senior Officials Of Special-Interest Organisations,1114-11,317,303,systematic_index_text_layer
2020,1114-12,Senior Officials of Special Interest Organization,1114,Senior Officials Of Special-Interest Organisations,1114-12,317,303,systematic_index_text_layer
2020,1114-13,Senior Officials of Humanitarian Organization,1114,Senior Officials Of Special-Interest Organisations,1114-13,317,303,systematic_index_text_layer
2020,1121-01,Chief Executive Officer,1121,Managing Directors And Chief Executives,1121-01,317,303,systematic_index_text_layer
2020,1121-02,Chief Operating Officer,1121,Managing Directors And Chief Executives,1121-02,317,303,systematic_index_text_layer
2020,1121-03,Chief Legal Officer,1121,Managing Directors And Chief Executives,1121-22,317,303,systematic_index_text_layer
2020,1121-04,Chief Technical Officer,1121,Managing Directors And Chief Executives,New,317,303,systematic_index_text_layer
2020,1121-05,Executive Director,1121,Managing Directors And Chief Executives,1121-03,317,303,systematic_index_text_layer
2020,1121-06,Company Director,1121,Managing Directors And Chief Executives,1121-04,317,303,systematic_index_text_layer
2020,1121-07,Deputy Executive Director,1121,Managing Directors And Chief Executives,1121-05,317,303,systematic_index_text_layer
2020,1121-08,Managing Director,1121,Managing Directors And Chief Executives,1121-06,317,303,systematic_index_text_layer
2020,1121-09,Enterprise Director,1121,Managing Directors And Chief Executives,1121-07,317,303,systematic_index_text_layer
2020,1121-10,Enterprise Chairman,1121,Managing Directors And Chief Executives,1121-08,317,303,systematic_index_text_layer
2020,1121-11,Airport Manager,1121,Managing Directors And Chief Executives,1121-09,317,303,systematic_index_text_layer
2020,1121-12,Harbour Manager,1121,Managing Directors And Chief Executives,1121-10,317,303,systematic_index_text_layer
2020,1121-13,"Radio and Television Manager, Broadcasting,",1121,Managing Directors And Chief Executives,1121-11,317,303,systematic_index_text_layer
2020,1121-14,"Radio & Television Manager, Programme",1121,Managing Directors And Chief Executives,1121-12,317,303,systematic_index_text_layer
2020,1121-15,Director-General of Enterprise,1121,Managing Directors And Chief Executives,1121-13,317,303,systematic_index_text_layer
2020,1121-16,Chief Executive of Organization,1121,Managing Directors And Chief Executives,1121-14,317,303,systematic_index_text_layer
