"role_id","masco_code","role_title","candidate_rank","candidate_esco_code","candidate_esco_title","candidate_esco_uri","retrieval_score","title_cosine","profile_cosine","matched_esco_label","exact_normalized_label","same_four_digit_group","selected_primary","query_masco_version","score_is_probability"
"M217310","217310","Aircraft Design Engineer","6","2149.4","Aviation Ground Systems Engineer","http://data.europa.eu/esco/occupation/4daee8bd-8400-4da6-ba52-30d4c193d1a9","0.690144","0.738983","0.558115","Airport Ground Systems Engineer","false","false","false","2020","false"
"M217310","217310","Aircraft Design Engineer","7","2144.1.9","Industrial Tool Design Engineer","http://data.europa.eu/esco/occupation/8bc48c43-d976-458a-9e3c-ee784572351d","0.664513","0.676391","0.544748","Tool Design Engineer","false","false","false","2020","false"
"M217310","217310","Aircraft Design Engineer","8","3115.1.1","Aerospace Engineering Technician","http://data.europa.eu/esco/occupation/05a55bb3-68d6-4ff0-83fd-46a68a45a598","0.656482","0.691707","0.570726","Aircraft Engineering Technician","false","false","false","2020","false"
"M217310","217310","Aircraft Design Engineer","9","7534.1","Aircraft Interior Technician","http://data.europa.eu/esco/occupation/c932109b-3e4f-43aa-b346-1ea421da0adb","0.64293","0.657157","0.570415","Aircraft Interior Design Technician","false","false","false","2020","false"
"M217310","217310","Aircraft Design Engineer","10","7232.2","Aircraft Engine Specialist","http://data.europa.eu/esco/occupation/0ac8fe65-32e6-4c25-8345-2b87bc7b2698","0.635191","0.659452","0.532736","Aircraft Engine Mechanic","false","false","false","2020","false"
"M217311","217311","Aeronautical Engineer","1","2144.1.1","Aerospace Engineer","http://data.europa.eu/esco/occupation/d7e663b2-f042-47d8-9fda-b5b8ba30ca04","0.985","0.877693","0.542858","Aeronautical Engineer","true","false","true","2020","false"
"M217311","217311","Aeronautical Engineer","2","3154.1.2","Aeronautical Information Specialist","http://data.europa.eu/esco/occupation/f470b785-643c-46f9-8b31-6085427ab7b8","0.725036","0.787906","0.583351","Aeronautical Information Manager","false","false","false","2020","false"
"M217311","217311","Aeronautical Engineer","3","2152.1.2","Flight Test Engineer","http://data.europa.eu/esco/occupation/608edf30-fe37-4ae5-bdd1-2d3a8fd347bd","0.71763","0.780942","0.538727","Aeroplane Test Engineer","false","false","false","2020","false"
"M217311","217311","Aeronautical Engineer","4","2144.1.1.1","Aerodynamics Engineer","http://data.europa.eu/esco/occupation/9e47c727-5718-48f1-a567-6a4c09397a21","0.709618","0.732474","0.545598","Aerodynamic Engineer","false","false","false","2020","false"
"M217311","217311","Aeronautical Engineer","5","3115.1.1","Aerospace Engineering Technician","http://data.europa.eu/esco/occupation/05a55bb3-68d6-4ff0-83fd-46a68a45a598","0.698339","0.755085","0.483321","Aeronautical Technologist","false","false","false","2020","false"
"M217311","217311","Aeronautical Engineer","6","2149.4","Aviation Ground Systems Engineer","http://data.europa.eu/esco/occupation/4daee8bd-8400-4da6-ba52-30d4c193d1a9","0.685349","0.757804","0.560036","Airport Ground Systems Engineer","false","false","false","2020","false"
"M217311","217311","Aeronautical Engineer","7","3153.1","Aircraft Maintenance Engineer","http://data.europa.eu/esco/occupation/81a1e1f5-cce3-444d-bfc3-9771236d57cd","0.671362","0.718446","0.601861","Aircraft Maintenance Engineer","false","false","false","2020","false"
"M217311","217311","Aeronautical Engineer","8","2141.4","Industrial Engineer","http://data.europa.eu/esco/occupation/53d2052f-edc0-4f44-8be1-164526412bfe","0.664806","0.749344","0.401162","Industrial Engineer","false","false","false","2020","false"
"M217311","217311","Aeronautical Engineer","9","2144.1","Mechanical Engineer","http://data.europa.eu/esco/occupation/579254cf-6d69-4889-9000-9c79dc568644","0.663665","0.749015","0.321526","Mechanical Engineer","false","false","false","2020","false"
"M217311","217311","Aeronautical Engineer","10","3154.1.1","Aeronautical Information Service Officer","http://data.europa.eu/esco/occupation/4be03a63-0423-4e50-acbf-aec405bb0741","0.653644","0.7155","0.461715","Aeronautical Information Officer","false","false","false","2020","false"
"M217312","217312","Pilot/Pilot Examiner Grade AT43","1","3153.2","Aircraft Pilot","http://data.europa.eu/esco/occupation/9a4ba556-e72b-49c2-834c-d6a03a2fc906","0.614624","0.710897","0.409761","Aircraft Pilot","false","false","false","2020","false"
"M217312","217312","Pilot/Pilot Examiner Grade AT43","2","3153.2.1","Co-Pilot","http://data.europa.eu/esco/occupation/807a1ac3-4f56-41f3-a68c-d653d558eb0a","0.612724","0.685485","0.460794","Co-Pilot","false","false","false","2020","false"
"M217312","217312","Pilot/Pilot Examiner Grade AT43","3","0310.1","Air Force Pilot","http://data.europa.eu/esco/occupation/c94dc5b2-6b23-4915-8de5-a4e6ae86d802","0.611173","0.68316","0.438535","Military Pilot","false","false","false","2020","false"
"M217312","217312","Pilot/Pilot Examiner Grade AT43","4","3154.2","Aviation Inspector","http://data.europa.eu/esco/occupation/b0473a10-e3de-480c-a841-171f2356a074","0.601058","0.625586","0.646046","Aircraft Quality Inspector","false","false","true","2020","false"
"M217312","217312","Pilot/Pilot Examiner Grade AT43","5","3153.2.2","Commercial Pilot","http://data.europa.eu/esco/occupation/523ab5a0-5e72-418d-9d61-a6126a446123","0.582017","0.67342","0.357832","Airline Pilot","false","false","false","2020","false"
"M217312","217312","Pilot/Pilot Examiner Grade AT43","6","3153.2.5","Private Pilot","http://data.europa.eu/esco/occupation/8a42240b-2b5c-4f6f-8787-f0547fbc46c5","0.551278","0.615291","0.323362","Pilot of Private Aircraft","false","false","false","2020","false"
"M217312","217312","Pilot/Pilot Examiner Grade AT43","7","3152.3","Maritime Pilot","http://data.europa.eu/esco/occupation/1ff5cf0d-e81f-4287-ba00-096816b16777","0.550404","0.635916","0.33235","Maritime Pilot","false","false","false","2020","false"
"M217312","217312","Pilot/Pilot Examiner Grade AT43","8","3153.2.3","Flight Instructor","http://data.europa.eu/esco/occupation/b3b32930-05f0-4b2e-93bf-34d1e3f89a3b","0.542562","0.509772","0.510597","Pilot Trainer","false","false","false","2020","false"
"M217312","217312","Pilot/Pilot Examiner Grade AT43","9","3119.3","Aviation Safety Officer","http://data.europa.eu/esco/occupation/c8ee6499-7613-4c02-9edf-2a0edcf47705","0.537335","0.576433","0.563267","Airport Safety Officer","false","false","false","2020","false"
"M217312","217312","Pilot/Pilot Examiner Grade AT43","10","3153.2.4","Helicopter Pilot","http://data.europa.eu/esco/occupation/476420bb-2577-4f79-ad32-186f19c4fd02","0.529293","0.57826","0.392121","Pilot of Helicopters","false","false","false","2020","false"
"M217313","217313","Pilot/Pilot Examiner Grade AT47","1","3153.2.1","Co-Pilot","http://data.europa.eu/esco/occupation/807a1ac3-4f56-41f3-a68c-d653d558eb0a","0.629002","0.685485","0.542185","Co-Pilot","false","false","false","2020","false"
"M217313","217313","Pilot/Pilot Examiner Grade AT47","2","3153.2","Aircraft Pilot","http://data.europa.eu/esco/occupation/9a4ba556-e72b-49c2-834c-d6a03a2fc906","0.625469","0.710897","0.463989","Aircraft Pilot","false","false","false","2020","false"
"M217313","217313","Pilot/Pilot Examiner Grade AT47","3","0310.1","Air Force Pilot","http://data.europa.eu/esco/occupation/c94dc5b2-6b23-4915-8de5-a4e6ae86d802","0.618741","0.68316","0.476378","Military Pilot","false","false","false","2020","false"
"M217313","217313","Pilot/Pilot Examiner Grade AT47","4","3154.2","Aviation Inspector","http://data.europa.eu/esco/occupation/b0473a10-e3de-480c-a841-171f2356a074","0.597529","0.625586","0.628405","Aircraft Quality Inspector","false","false","true","2020","false"
"M217313","217313","Pilot/Pilot Examiner Grade AT47","5","3153.2.2","Commercial Pilot","http://data.europa.eu/esco/occupation/523ab5a0-5e72-418d-9d61-a6126a446123","0.596933","0.67342","0.432411","Airline Pilot","false","false","false","2020","false"
"M217313","217313","Pilot/Pilot Examiner Grade AT47","6","3152.3","Maritime Pilot","http://data.europa.eu/esco/occupation/1ff5cf0d-e81f-4287-ba00-096816b16777","0.563415","0.635916","0.397406","Maritime Pilot","false","false","false","2020","false"
"M217313","217313","Pilot/Pilot Examiner Grade AT47","7","3153.2.5","Private Pilot","http://data.europa.eu/esco/occupation/8a42240b-2b5c-4f6f-8787-f0547fbc46c5","0.558692","0.615291","0.360433","Pilot of Private Aircraft","false","false","false","2020","false"
"M217313","217313","Pilot/Pilot Examiner Grade AT47","8","3153.2.3","Flight Instructor","http://data.europa.eu/esco/occupation/b3b32930-05f0-4b2e-93bf-34d1e3f89a3b","0.546561","0.509772","0.530593","Pilot Trainer","false","false","false","2020","false"
"M217313","217313","Pilot/Pilot Examiner Grade AT47","9","3153.2.4","Helicopter Pilot","http://data.europa.eu/esco/occupation/476420bb-2577-4f79-ad32-186f19c4fd02","0.539112","0.57826","0.441214","Pilot of Helicopters","false","false","false","2020","false"
"M217313","217313","Pilot/Pilot Examiner Grade AT47","10","3153.2.2.1","Airline Transport Pilot","http://data.europa.eu/esco/occupation/522c55ca-ee4a-407d-9fc6-f810c5266523","0.53778","0.584949","0.42418","Airline Pilot","false","false","false","2020","false"
"M217314","217314","Pilot/Pilot Examiner Grade AT51","1","3153.2","Aircraft Pilot","http://data.europa.eu/esco/occupation/9a4ba556-e72b-49c2-834c-d6a03a2fc906","0.634158","0.710897","0.507431","Aircraft Pilot","false","false","false","2020","false"
"M217314","217314","Pilot/Pilot Examiner Grade AT51","2","3153.2.1","Co-Pilot","http://data.europa.eu/esco/occupation/807a1ac3-4f56-41f3-a68c-d653d558eb0a","0.63339","0.685485","0.564123","Co-Pilot","false","false","false","2020","false"
"M217314","217314","Pilot/Pilot Examiner Grade AT51","3","0310.1","Air Force Pilot","http://data.europa.eu/esco/occupation/c94dc5b2-6b23-4915-8de5-a4e6ae86d802","0.624417","0.68316","0.504754","Military Pilot","false","false","false","2020","false"
"M217314","217314","Pilot/Pilot Examiner Grade AT51","4","3153.2.2","Commercial Pilot","http://data.europa.eu/esco/occupation/523ab5a0-5e72-418d-9d61-a6126a446123","0.600441","0.67342","0.449954","Airline Pilot","false","false","false","2020","false"
"M217314","217314","Pilot/Pilot Examiner Grade AT51","5","3154.2","Aviation Inspector","http://data.europa.eu/esco/occupation/b0473a10-e3de-480c-a841-171f2356a074","0.599454","0.625586","0.638027","Aircraft Quality Inspector","false","false","true","2020","false"
"M217314","217314","Pilot/Pilot Examiner Grade AT51","6","3152.3","Maritime Pilot","http://data.europa.eu/esco/occupation/1ff5cf0d-e81f-4287-ba00-096816b16777","0.568727","0.635916","0.423968","Maritime Pilot","false","false","false","2020","false"
"M217314","217314","Pilot/Pilot Examiner Grade AT51","7","3153.2.3","Flight Instructor","http://data.europa.eu/esco/occupation/b3b32930-05f0-4b2e-93bf-34d1e3f89a3b","0.562805","0.509772","0.61181","Pilot Trainer","false","false","false","2020","false"
"M217314","217314","Pilot/Pilot Examiner Grade AT51","8","3153.2.5","Private Pilot","http://data.europa.eu/esco/occupation/8a42240b-2b5c-4f6f-8787-f0547fbc46c5","0.557978","0.615291","0.356862","Pilot of Private Aircraft","false","false","false","2020","false"
"M217314","217314","Pilot/Pilot Examiner Grade AT51","9","3153.2.4","Helicopter Pilot","http://data.europa.eu/esco/occupation/476420bb-2577-4f79-ad32-186f19c4fd02","0.545622","0.57826","0.473766","Pilot of Helicopters","false","false","false","2020","false"
"M217314","217314","Pilot/Pilot Examiner Grade AT51","10","3119.3","Aviation Safety Officer","http://data.europa.eu/esco/occupation/c8ee6499-7613-4c02-9edf-2a0edcf47705","0.543403","0.576433","0.593606","Airport Safety Officer","false","false","false","2020","false"
"M217315","217315","Pilot/Pilot Examiner Grade AT53","1","3153.2","Aircraft Pilot","http://data.europa.eu/esco/occupation/9a4ba556-e72b-49c2-834c-d6a03a2fc906","0.628159","0.710897","0.477437","Aircraft Pilot","false","false","false","2020","false"
"M217315","217315","Pilot/Pilot Examiner Grade AT53","2","0310.1","Air Force Pilot","http://data.europa.eu/esco/occupation/c94dc5b2-6b23-4915-8de5-a4e6ae86d802","0.621101","0.68316","0.488179","Military Pilot","false","false","false","2020","false"
"M217315","217315","Pilot/Pilot Examiner Grade AT53","3","3153.2.1","Co-Pilot","http://data.europa.eu/esco/occupation/807a1ac3-4f56-41f3-a68c-d653d558eb0a","0.619221","0.685485","0.493275","Co-Pilot","false","false","false","2020","false"
"M217315","217315","Pilot/Pilot Examiner Grade AT53","4","3154.2","Aviation Inspector","http://data.europa.eu/esco/occupation/b0473a10-e3de-480c-a841-171f2356a074","0.606907","0.625586","0.675293","Aircraft Quality Inspector","false","false","true","2020","false"
"M217315","217315","Pilot/Pilot Examiner Grade AT53","5","3153.2.2","Commercial Pilot","http://data.europa.eu/esco/occupation/523ab5a0-5e72-418d-9d61-a6126a446123","0.593978","0.67342","0.417636","Airline Pilot","false","false","false","2020","false"
"M217315","217315","Pilot/Pilot Examiner Grade AT53","6","3152.3","Maritime Pilot","http://data.europa.eu/esco/occupation/1ff5cf0d-e81f-4287-ba00-096816b16777","0.561589","0.635916","0.388275","Maritime Pilot","false","false","false","2020","false"
"M217315","217315","Pilot/Pilot Examiner Grade AT53","7","3119.3","Aviation Safety Officer","http://data.europa.eu/esco/occupation/c8ee6499-7613-4c02-9edf-2a0edcf47705","0.556971","0.576433","0.661449","Airport Safety Officer","false","false","false","2020","false"
"M217315","217315","Pilot/Pilot Examiner Grade AT53","8","3153.2.5","Private Pilot","http://data.europa.eu/esco/occupation/8a42240b-2b5c-4f6f-8787-f0547fbc46c5","0.55672","0.615291","0.350571","Pilot of Private Aircraft","false","false","false","2020","false"
"M217315","217315","Pilot/Pilot Examiner Grade AT53","9","3153.2.3","Flight Instructor","http://data.europa.eu/esco/occupation/b3b32930-05f0-4b2e-93bf-34d1e3f89a3b","0.554726","0.509772","0.571416","Pilot Trainer","false","false","false","2020","false"
"M217315","217315","Pilot/Pilot Examiner Grade AT53","10","3153.2.2.1","Airline Transport Pilot","http://data.europa.eu/esco/occupation/522c55ca-ee4a-407d-9fc6-f810c5266523","0.54189","0.584949","0.444733","Airline Pilot","false","false","false","2020","false"
"M217322","217322","Marine Aviation Officer","1","3154.3","Flight Operations Officer","http://data.europa.eu/esco/occupation/e53e1bd8-7316-4fab-9338-c6a66f50e5b7","0.74473","0.788265","0.628457","Air Operations Officer","false","false","true","2020","false"
"M217322","217322","Marine Aviation Officer","2","3119.3","Aviation Safety Officer","http://data.europa.eu/esco/occupation/c8ee6499-7613-4c02-9edf-2a0edcf47705","0.743532","0.778293","0.666468","Aviation Safety Officer","false","false","false","2020","false"
"M217322","217322","Marine Aviation Officer","3","0110.11","Navy Officer","http://data.europa.eu/esco/occupation/262f21a3-ae78-46f4-a5f9-5a1f502caa90","0.734673","0.788978","0.637757","Navy Officer","false","false","false","2020","false"
"M217322","217322","Marine Aviation Officer","4","0110.1","Air Force Officer","http://data.europa.eu/esco/occupation/f2cc5978-e45c-4f28-b859-7f89221b0505","0.696524","0.748917","0.59864","Command and Control Officer","false","false","false","2020","false"
"M217322","217322","Marine Aviation Officer","5","7233.10","Marine Mechanic","http://data.europa.eu/esco/occupation/88589d68-b870-440e-8444-32e9935cbbbc","0.692687","0.747663","0.599319","Marine Mechanic","false","false","false","2020","false"
"M217322","217322","Marine Aviation Officer","6","3152.3","Maritime Pilot","http://data.europa.eu/esco/occupation/1ff5cf0d-e81f-4287-ba00-096816b16777","0.680326","0.736048","0.623761","Marine Pilot","false","false","false","2020","false"
"M217322","217322","Marine Aviation Officer","7","5411.1.2","Marine Firefighter","http://data.europa.eu/esco/occupation/9c3cdf9a-f62f-4d73-bb8d-4cfc85c2d271","0.680138","0.734946","0.609674","Marine Firefighter","false","false","false","2020","false"
"M217322","217322","Marine Aviation Officer","8","7421.4","Marine Electronics Technician","http://data.europa.eu/esco/occupation/1d196f32-05ca-4ea5-a347-4fccbb3da863","0.676748","0.714844","0.637421","Marine Inspector","false","false","false","2020","false"
"M217322","217322","Marine Aviation Officer","9","3151.2","Marine Chief Engineer","http://data.europa.eu/esco/occupation/cd19e8d1-6abd-4c99-a9bb-85e7c30aca31","0.670012","0.714014","0.620423","Marine Chief Engineer","false","false","false","2020","false"
"M217322","217322","Marine Aviation Officer","10","3154.1.3","Airport Operations Officer","http://data.europa.eu/esco/occupation/9967986b-570d-4db1-a179-aad7d1623ea8","0.668244","0.685148","0.602296","Operations Officer","false","false","false","2020","false"
"M217401","217401","Air Traffic Control Officer Grade A41","1","3154.1","Air Traffic Controller","http://data.europa.eu/esco/occupation/3c2da05f-eb24-41f7-8307-46c96660fee0","0.985","0.765927","0.566489","Air Traffic Control Officer","true","false","true","2020","false"
"M217401","217401","Air Traffic Control Officer Grade A41","2","1324.2","Air Traffic Manager","http://data.europa.eu/esco/occupation/0d442b70-5413-4820-bebf-36dd5ce437ac","0.806454","0.869104","0.596572","Air Traffic Control Manager","false","false","false","2020","false"
"M217401","217401","Air Traffic Control Officer Grade A41","3","2320.1.2","Air Traffic Instructor","http://data.europa.eu/esco/occupation/4553ecf8-1f0c-4bf1-8718-d8a6b95d6fc2","0.758935","0.802825","0.546604","Air Traffic Control Trainer","false","false","false","2020","false"
"M217401","217401","Air Traffic Control Officer Grade A41","4","3119.3","Aviation Safety Officer","http://data.europa.eu/esco/occupation/c8ee6499-7613-4c02-9edf-2a0edcf47705","0.728043","0.817866","0.522963","Airport Safety Officer","false","false","false","2020","false"
"M217401","217401","Air Traffic Control Officer Grade A41","5","3154.3","Flight Operations Officer","http://data.europa.eu/esco/occupation/e53e1bd8-7316-4fab-9338-c6a66f50e5b7","0.718832","0.790244","0.505459","Air Operations Officer","false","false","false","2020","false"
"M217401","217401","Air Traffic Control Officer Grade A41","6","3154.1.3","Airport Operations Officer","http://data.europa.eu/esco/occupation/9967986b-570d-4db1-a179-aad7d1623ea8","0.70128","0.776622","0.501247","Airport Operations Officer","false","false","false","2020","false"
"M217401","217401","Air Traffic Control Officer Grade A41","7","0110.1","Air Force Officer","http://data.europa.eu/esco/occupation/f2cc5978-e45c-4f28-b859-7f89221b0505","0.692647","0.779029","0.403611","Command and Control Officer","false","false","false","2020","false"
"M217401","217401","Air Traffic Control Officer Grade A41","8","3155.1","Air Traffic Safety Technician","http://data.europa.eu/esco/occupation/0022f466-426c-41a4-ac96-a235c945cf97","0.692405","0.768498","0.50986","Air Traffic Safety Electronics Engineer","false","false","false","2020","false"
"M217401","217401","Air Traffic Control Officer Grade A41","9","3154.1.1","Aeronautical Information Service Officer","http://data.europa.eu/esco/occupation/4be03a63-0423-4e50-acbf-aec405bb0741","0.630672","0.70469","0.456337","Aeronautical Information Officer","false","false","false","2020","false"
"M217401","217401","Air Traffic Control Officer Grade A41","10","5414.1.1","Airport Security Officer","http://data.europa.eu/esco/occupation/b00e9e89-fd8d-4655-b6a2-f58b17629473","0.627278","0.713439","0.435359","Airport Security Officer","false","false","false","2020","false"
"M217402","217402","Air Traffic Controller","1","3154.1","Air Traffic Controller","http://data.europa.eu/esco/occupation/3c2da05f-eb24-41f7-8307-46c96660fee0","0.995","1","0.816385","Air Traffic Controller","true","false","true","2020","false"
"M217402","217402","Air Traffic Controller","2","1324.2","Air Traffic Manager","http://data.europa.eu/esco/occupation/0d442b70-5413-4820-bebf-36dd5ce437ac","0.760898","0.746686","0.734903","Air Traffic Control Manager","false","false","false","2020","false"
"M217402","217402","Air Traffic Controller","3","2320.1.2","Air Traffic Instructor","http://data.europa.eu/esco/occupation/4553ecf8-1f0c-4bf1-8718-d8a6b95d6fc2","0.714269","0.702804","0.644376","Air Traffic Control Trainer","false","false","false","2020","false"
"M217402","217402","Air Traffic Controller","4","3155.1","Air Traffic Safety Technician","http://data.europa.eu/esco/occupation/0022f466-426c-41a4-ac96-a235c945cf97","0.657501","0.669225","0.653342","Air Traffic Safety Engineer","false","false","false","2020","false"
"M217402","217402","Air Traffic Controller","5","4323.13","Rail Traffic Controller","http://data.europa.eu/esco/occupation/f643bff3-74ef-48d1-b033-820e2d8659e9","0.653478","0.627484","0.528066","Rail Traffic Controller","false","false","false","2020","false"
"M217402","217402","Air Traffic Controller","6","1349.2","Airspace Manager","http://data.europa.eu/esco/occupation/cfda19c9-c7e1-497d-a18b-66e29c773745","0.594981","0.610319","0.546923","Air Traffic and Airspace Manager","false","false","false","2020","false"
"M217402","217402","Air Traffic Controller","7","4323.17","Taxi Controller","http://data.europa.eu/esco/occupation/61ed67cd-67d7-44d8-bc2d-47fc79110a59","0.589688","0.584183","0.522817","Taxi Controller","false","false","false","2020","false"
"M217402","217402","Air Traffic Controller","8","5112.3.1","Passenger Fare Controller","http://data.europa.eu/esco/occupation/7720f392-6ea0-4455-a805-7b7eef38a709","0.588238","0.587271","0.494098","Ticket Controller","false","false","false","2020","false"
"M217402","217402","Air Traffic Controller","9","3119.3","Aviation Safety Officer","http://data.europa.eu/esco/occupation/c8ee6499-7613-4c02-9edf-2a0edcf47705","0.557588","0.549636","0.626624","Airport Safety Officer","false","false","false","2020","false"
"M217402","217402","Air Traffic Controller","10","3154.3","Flight Operations Officer","http://data.europa.eu/esco/occupation/e53e1bd8-7316-4fab-9338-c6a66f50e5b7","0.551184","0.517051","0.666416","Air Operations Officer","false","false","false","2020","false"
"M217403","217403","Operation Centre Controller","1","3511.1","Data Centre Operator","http://data.europa.eu/esco/occupation/9729c0f3-c9bc-482e-ac59-a82ec3b67ba3","0.584066","0.598343","0.543022","Data Centre Administrator","false","false","false","2020","false"
"M217403","217403","Operation Centre Controller","2","1321.2.3","Operations Manager","http://data.europa.eu/esco/occupation/c6bd511a-d966-4df9-a48e-4f800354f268","0.566193","0.55535","0.536945","Operations Director","false","false","false","2020","false"
"M217403","217403","Operation Centre Controller","3","3154.1","Air Traffic Controller","http://data.europa.eu/esco/occupation/3c2da05f-eb24-41f7-8307-46c96660fee0","0.558718","0.587992","0.42343","Air Traffic Controller","false","false","false","2020","false"
"M217403","217403","Operation Centre Controller","4","2411.1.8","Financial Controller","http://data.europa.eu/esco/occupation/5e5b1b61-1351-4d3b-a293-deb3661715dd","0.517829","0.506791","0.399521","Corporate Controller","false","false","false","2020","false"
"M217403","217403","Operation Centre Controller","5","1330.5","ICT Operations Manager","http://data.europa.eu/esco/occupation/f0ca39a8-1e30-487c-95f9-ef2d5e734adc","0.508273","0.502408","0.502291","IT Operations Manager","false","false","false","2020","false"
"M217403","217403","Operation Centre Controller","6","1439.3","Contact Centre Manager","http://data.europa.eu/esco/occupation/f5166c6b-3467-4fc4-9343-d12e870d9def","0.505824","0.520763","0.438682","Contact Centre Manager","false","false","false","2020","false"
"M217403","217403","Operation Centre Controller","7","1439.1","Call Centre Manager","http://data.europa.eu/esco/occupation/dd25a2b0-add0-4ae2-bd85-bb644e0d0c39","0.501365","0.514392","0.410525","Contact Centre Coordinator","false","false","false","2020","false"
"M217403","217403","Operation Centre Controller","8","8131.11","Mine Control Room Operator","http://data.europa.eu/esco/occupation/7c64479f-7a76-49e9-ac42-bd925f2bf99d","0.489767","0.478516","0.440169","Panel Controller","false","false","false","2020","false"
"M217403","217403","Operation Centre Controller","9","1349.20","Rescue Centre Manager","http://data.europa.eu/esco/occupation/64b136da-aedf-48a2-96a0-72eb850bfcd0","0.488578","0.452762","0.52879","Rescue Coordination Centre Manager","false","false","false","2020","false"
"M217403","217403","Operation Centre Controller","10","4323.13","Rail Traffic Controller","http://data.europa.eu/esco/occupation/f643bff3-74ef-48d1-b033-820e2d8659e9","0.48541","0.452428","0.433402","Train Controller","false","false","false","2020","false"
"M217403","217403","Operation Centre Controller","11","3154.3","Flight Operations Officer","http://data.europa.eu/esco/occupation/e53e1bd8-7316-4fab-9338-c6a66f50e5b7","0.449232","0.417904","0.49001","Air Operations Officer","false","false","true","2020","false"
"M217501","217501","Railway and Locomotive Operation Officer","1","1324.3.1.3","Rail Operations Manager","http://data.europa.eu/esco/occupation/98ad0008-13d9-4e9b-94bf-4f4a5faae764","0.724508","0.759733","0.698865","Railway Operations Manager","false","false","true","2020","false"
"M217501","217501","Railway and Locomotive Operation Officer","2","8312.4","Train Dispatcher","http://data.europa.eu/esco/occupation/a2fa73d0-7e51-456f-95c6-90f126f52ab8","0.701463","0.753926","0.746713","Railway Dispatcher","false","false","false","2020","false"
"M217501","217501","Railway and Locomotive Operation Officer","3","1324.7","Railway Station Manager","http://data.europa.eu/esco/occupation/b39a74a2-37fe-4fdc-ba8e-5bbbbdce2d89","0.700194","0.748243","0.664417","Railway Station Manager","false","false","false","2020","false"
"M217501","217501","Railway and Locomotive Operation Officer","4","2320.1.20","Occupational Railway Instructor","http://data.europa.eu/esco/occupation/68dd0dfc-c8b0-4fd0-9a6e-b0864925fa56","0.659458","0.720016","0.582239","Railway Instruction Practitioner","false","false","false","2020","false"
"M217501","217501","Railway and Locomotive Operation Officer","5","3123.1.19","Rail Construction Supervisor","http://data.europa.eu/esco/occupation/2a226be5-6157-49e9-bd4b-e3b46d55c082","0.657169","0.683167","0.658409","Railway Maintenance Supervisor","false","false","false","2020","false"
"M217501","217501","Railway and Locomotive Operation Officer","6","5112.2","Railway Passenger Service Agent","http://data.europa.eu/esco/occupation/9653fb92-ad48-4865-a471-f270302fa93b","0.656835","0.707938","0.595141","Railway Transportation Service Representative","false","false","false","2020","false"
"M217501","217501","Railway and Locomotive Operation Officer","7","5112.3","Train Conductor","http://data.europa.eu/esco/occupation/ea034d66-0d35-4891-b82c-6434cad2c76f","0.656573","0.720758","0.624612","Railway Conductor","false","false","false","2020","false"
"M217501","217501","Railway and Locomotive Operation Officer","8","8311.1","Train Driver","http://data.europa.eu/esco/occupation/81f6a814-1f4e-47d4-9c75-47977c7267ee","0.653437","0.67889","0.69968","Train Operator","false","false","false","2020","false"
"M217501","217501","Railway and Locomotive Operation Officer","9","3112.9","Railway Infrastructure Inspector","http://data.europa.eu/esco/occupation/511c8e9f-b19e-4ae8-9959-c047e7410441","0.643114","0.670144","0.704266","Railway Infrastructure Inspector","false","false","false","2020","false"
"M217501","217501","Railway and Locomotive Operation Officer","10","4221.3.1","Railway Sales Agent","http://data.europa.eu/esco/occupation/9a99a5fe-875d-49b2-9b53-cc1b73be1659","0.63726","0.684786","0.532174","Railway Station Cashier","false","false","false","2020","false"
"M218101","218101","Mining Excecutive","1","9311.1","Mining Assistant","http://data.europa.eu/esco/occupation/efd5d3cb-3716-43b7-b21b-98e17f00e9eb","0.608984","0.633309","0.599571","Mining Laborer","false","false","false","2020","false"
"M218101","218101","Mining Excecutive","2","7412.9","Mining Electrician","http://data.europa.eu/esco/occupation/c07ab008-79c1-4516-8dcc-8289f797dc34","0.585309","0.564216","0.578555","Mining Electrician","false","false","false","2020","false"
"M218101","218101","Mining Excecutive","3","7233.11","Mining Equipment Mechanic","http://data.europa.eu/esco/occupation/955ae83a-4d91-4db8-a5d6-bd489e5058df","0.546018","0.501067","0.632872","Mining Mechanic","false","false","false","2020","false"
"M218101","218101","Mining Excecutive","4","2143.1.1","Environmental Mining Engineer","http://data.europa.eu/esco/occupation/32548f7e-8c25-4c49-9f22-78dee3543704","0.523258","0.481113","0.66137","Mining Environmental Engineer","false","false","false","2020","false"
"M218101","218101","Mining Excecutive","5","2142.1.6","Mining Geotechnical Engineer","http://data.europa.eu/esco/occupation/efc75d4e-dfbf-4178-929c-0ae198801c36","0.498911","0.470645","0.564958","Mining Geotechnical Engineer","false","false","false","2020","false"
"M218101","218101","Mining Excecutive","6","2146.8","Mine Planning Engineer","http://data.europa.eu/esco/occupation/7b99007f-c6bf-4703-85d3-f168bc6a9f28","0.487219","0.432865","0.644669","Mine Planning Engineer","false","false","false","2020","false"
"M218101","218101","Mining Excecutive","7","8111.3","Surface Miner","http://data.europa.eu/esco/occupation/4a215d87-8363-4db2-a661-3c0d816b2a70","0.483618","0.439488","0.550728","Surface Mining Operative","false","false","false","2020","false"
