"role_id","masco_code","role_title","unit_group_code","unit_group_title","source_current_role_ids","source_current_title","remap_method","remap_confidence","esco_code","masco2020_source_url"
"M132101","132101","Manufacturing Manager","1321","Manufacturing Managers","M132101","Manufacturing Manager","exact_normalized_title","high","1321.2","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=320"
"M132102","132102","Production and Operation Manager, Manufacturing","1321","Manufacturing Managers","M132104","Production Manager (Manufacturing)","reviewed_functional_equivalent","medium","1321.2.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=320"
"M132104","132104","Electrical Manager","1321","Manufacturing Managers","M132102","Electrical Manager","exact_normalized_title","high","3123.1.11","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=321"
"M132105","132105","Energy Manager","1321","Manufacturing Managers","M132103","Energy Manager","exact_normalized_title","high","1349.12","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=321"
"M132108","132108","Ship Hull Manager","1321","Manufacturing Managers","M132105","Ship Hull Manager","exact_normalized_title","high","1321.2.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=321"
"M132109","132109","Mechanical Manager","1321","Manufacturing Managers","M132106","Mechanical Manager","exact_normalized_title","high","1321.2","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=321"
"M132110","132110","Welding Manager","1321","Manufacturing Managers","M132107","Welding Manager","exact_normalized_title","high","7212.4","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=321"
"M132111","132111","Oil Mill Manager","1321","Manufacturing Managers","M132108","Oil Mill Manager","exact_normalized_title","high","1321.2.1.3","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=321"
"M132112","132112","Manager, Halal Food Manufacturing","1321","Manufacturing Managers","M132109","Manager (Halal Food Manufacturing)","exact_normalized_title","high","1321.2.1.3","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=321"
"M132126","132126","Power Generation Plant Manager","1321","Manufacturing Managers","M132111","Power Generation Plant Manager","exact_normalized_title","high","1219.5.3","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=321"
"M132201","132201","Production and Operation Manager, Mine","1322","Mining Managers","M132201","Production and Operation Manager (Mine)","exact_normalized_title","high","1322.1.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=321"
"M132203","132203","Production and Operation Manager, Oil and Gas Extraction","1322","Mining Managers","M132202","Production and Operation Manager (Oil and Gas Extraction)","exact_normalized_title","high","1322.1.2","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=321"
"M132207","132207","Offshore Installation Manager","1322","Mining Managers","M132203","Offshore Installation Manager","exact_normalized_title","high","1322.1.2","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=321"
"M132210","132210","Manager, Metallurgy","1322","Mining Managers","M132205","Metallurgy Manager","title_variant","high","1321.2.1.7","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=321"
"M132301","132301","Construction Manager","1323","Construction Managers","M132301","Construction Manager","exact_normalized_title","high","1323.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=321"
"M132310","132310","Building and Architecture Manager","1323","Construction Managers","M132302","Building and Architecture Manager","exact_normalized_title","high","1323.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=321"
"M132311","132311","Land Surveyor Manager","1323","Construction Managers","M132303","Land Surveyor Manager","exact_normalized_title","high","2165.4","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=321"
"M132401","132401","Railway Station Master","1324","Supply , Distribution And Related Managers","M132401","Railway Station Master","exact_normalized_title","high","1324.7","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=322"
"M132402","132402","Transport Manager","1324","Supply , Distribution And Related Managers","M132402","Transport Manager","exact_normalized_title","high","1324.3.1.5","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=322"
"M132405","132405","Logistics Manager","1324","Supply , Distribution And Related Managers","M121404","Supply Chain and Logistics Management Manager","combined_title_split","medium","1324.8","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=322"
"M132414","132414","Shipping Manager","1324","Supply , Distribution And Related Managers","M132404","Port/Shipping Operations Manager","reviewed_functional_equivalent","medium","4323.11","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=322"
"M132416","132416","Manager, Halal Logistics Operation","1324","Supply , Distribution And Related Managers","M132405","Halal Logistics Operation Manager","title_variant","high","1324.3","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=322"
"M151101","151101","Chief Information Officer","1511","Information And Communications Technology Managers","M151101","Chief Information Officer/Chief Data Officer/Chief Information Security Officer","combined_title_split","medium","1330.2","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=323"
"M151102","151102","Chief data officer","1511","Information And Communications Technology Managers","M151101","Chief Information Officer/Chief Data Officer/Chief Information Security Officer","combined_title_split","medium","1330.2","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=323"
"M151103","151103","Chief Information Security Officer","1511","Information And Communications Technology Managers","M151101","Chief Information Officer/Chief Data Officer/Chief Information Security Officer","combined_title_split","medium","1330.2","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=323"
"M151106","151106","Information Systems Manager","1511","Information And Communications Technology Managers","M151102","Information Systems Manager","exact_normalized_title","high","1330.5","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=323"
"M151108","151108","Village Community Center Manager","1511","Information And Communications Technology Managers","M151103","Village Community Center Manager (Information Technology)","reviewed_functional_equivalent","medium","1330.5","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=323"
"M151112","151112","Application Development Manager","1511","Information And Communications Technology Managers","M151113","Software and Applications Manager","combined_title_split","medium","1330.5.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=323"
"M151113","151113","Data Operations Manager","1511","Information And Communications Technology Managers","M151118","Data Manager","reviewed_functional_equivalent","medium","1330.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=323"
"M151116","151116","Internet Service Provider","1511","Information And Communications Technology Managers","M151104","Internet Service Provider","exact_normalized_title","high","1330.9","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=323"
"M151117","151117","Network Manager","1511","Information And Communications Technology Managers","M151105","Network/Communications/Infrastructure Manager","combined_title_split","medium","1330.5","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=323"
"M151119","151119","Audio Visual Manager","1511","Information And Communications Technology Managers","M151106","Audio Visual Manager","exact_normalized_title","high","2654.1.7","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=323"
"M151122","151122","Information Technology Project Manager","1511","Information And Communications Technology Managers","M151107","Information Technology Project Manager","exact_normalized_title","high","1330.7","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=323"
"M151123","151123","Information Technology Infrastructure Manager","1511","Information And Communications Technology Managers","M151105","Network/Communications/Infrastructure Manager","combined_title_split","medium","1330.5","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=323"
"M151124","151124","Information Technology Programme Manager","1511","Information And Communications Technology Managers","M151108","Information Technology Programme Manager","exact_normalized_title","high","1330.7","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=323"
"M151127","151127","Bioinformatics Manager","1511","Information And Communications Technology Managers","M151109","Bioinformatics Manager","exact_normalized_title","high","2131.3","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=323"
"M151128","151128","Creative Multimedia Manager","1511","Information And Communications Technology Managers","M151110","Creative Multimedia Manager","exact_normalized_title","high","2431.7","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=323"
"M151130","151130","Network Operations Manager","1511","Information And Communications Technology Managers","M151111","Network Operations Manager","exact_normalized_title","high","1330.5","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=323"
"M151132","151132","Information Technology Business Development Manager","1511","Information And Communications Technology Managers","M151112","Information Technology Business Development Manager","exact_normalized_title","high","2434.2","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=323"
"M151135","151135","Software Development Manager","1511","Information And Communications Technology Managers","M151113","Software and Applications Manager","combined_title_split","medium","1330.5.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=324"
"M161202","161202","Director, Nursing","1612","Health Services Managers","M161203","Chief Nurse","reviewed_functional_equivalent","medium","2221.2","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=324"
"M161210","161210","Phytonutrients Manager","1612","Health Services Managers","M161201","Phytonutrients Manager","exact_normalized_title","high","1223.2","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=324"
"M161211","161211","Health Educator","1612","Health Services Managers","M161202","Health Educator","exact_normalized_title","high","3253.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=324"
"M211101","211101","Physicist","2111","Physicists And Astronomers","M211101","Physicist","exact_normalized_title","high","2111.3","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=326"
"M211129","211129","Astronaut","2111","Physicists And Astronomers","M211102","Astronaut","exact_normalized_title","high","3153.3","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=327"
"M211201","211201","Meteorological Officer Grade C41","2112","Meteorologists And Seismologists","M211204","Meteorological Officer Grade C9","grade_reversion","high","2112.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=327"
"M211202","211202","Meteorologist","2112","Meteorologists And Seismologists","M211201","Meteorologist","exact_normalized_title","high","2112.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=327"
"M211210","211210","Meteorologist, Environmental","2112","Meteorologists And Seismologists","M211202","Meteorologist (Environmental)","exact_normalized_title","high","2112.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=327"
"M211211","211211","Meteorologist, Numerical Weather Prediction Modeling","2112","Meteorologists And Seismologists","M211203","Meteorologist (Numerical Weather Prediction Modelling)","title_variant","high","2112.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=327"
"M211302","211302","Chemist","2113","Chemists","M211301","Chemist","exact_normalized_title","high","2113.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=327"
"M211402","211402","Geologist","2114","Geologists And Geophysicists","M211401","Geologist","exact_normalized_title","high","2114.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=328"
"M211424","211424","Hydrologist","2114","Geologists And Geophysicists","M211402","Hydrologist","exact_normalized_title","high","2114.1.5","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=328"
"M211432","211432","Geoscientist","2114","Geologists And Geophysicists","M211403","Geoscientist","exact_normalized_title","high","2114.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=328"
"M212101","212101","Statistician Grade E41","2121","Mathematicians, Actuaries And Statisticians","M212105","Statistician Grade E9","grade_reversion","high","2120.6","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=328"
"M212102","212102","Mathematician","2121","Mathematicians, Actuaries And Statisticians","M212101","Mathematician","exact_normalized_title","high","2120.5","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=329"
"M212106","212106","Statistician, Applied Statistics","2121","Mathematicians, Actuaries And Statisticians","M212102","Statistician","reviewed_functional_equivalent","medium","2120.6","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=329"
"M212112","212112","Pricing Actuarie","2121","Mathematicians, Actuaries And Statisticians","M212103","Actuary","combined_title_split","medium","2120.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=329"
"M212113","212113","Valuation Actuarie","2121","Mathematicians, Actuaries And Statisticians","M212103","Actuary","combined_title_split","medium","2120.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=329"
"M212115","212115","Metrologist","2121","Mathematicians, Actuaries And Statisticians","M212104","Metrologist","exact_normalized_title","high","2112.2","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=329"
"M213101","213101","Wildlife Officer Grade G41","2131","Biologists, Botanists, Zoologists And Related Professionals","M213107","Wildlife Officer Grade G9","grade_reversion","high","2133.9","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=329"
"M213103","213103","Microbiologist","2131","Biologists, Botanists, Zoologists And Related Professionals","M213101","Microbiologist","exact_normalized_title","high","2131.4.10","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=329"
"M213104","213104","Serologist","2131","Biologists, Botanists, Zoologists And Related Professionals","M213102","Serologist","exact_normalized_title","high","2131.6","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=329"
"M213108","213108","Biologist","2131","Biologists, Botanists, Zoologists And Related Professionals","M213103","Biologist","exact_normalized_title","high","2131.4","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=329"
"M213117","213117","Cystologist","2131","Biologists, Botanists, Zoologists And Related Professionals","M213104","Cytologist","title_variant","high","2269.13.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=329"
"M213120","213120","Botanist","2131","Biologists, Botanists, Zoologists And Related Professionals","M213105","Botanist","exact_normalized_title","high","2131.4.6","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=329"
"M213151","213151","Ecologist","2131","Biologists, Botanists, Zoologists And Related Professionals","M213106","Ecologist","exact_normalized_title","high","2133.5","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=330"
"M213169","213169","Arborist","2131","Biologists, Botanists, Zoologists And Related Professionals","M213304","Horticulturist/Arborist","combined_title_split","medium","6112.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=330"
"M213202","213202","Conservator of Forests Grade G41","2132","Farming, Forestry Plantation And Fisheries Advisers","M213206","Conservator of Forests Grade G9","grade_reversion","high","2132.5","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=330"
"M213203","213203","Agricultural Officer Grade G41","2132","Farming, Forestry Plantation And Fisheries Advisers","M213207","Agricultural Officer Grade G9","grade_reversion","high","2132.2","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=330"
"M213204","213204","Land Planning Officer Grade G41","2132","Farming, Forestry Plantation And Fisheries Advisers","M213208","Land Planning Officer Grade G9","grade_reversion","high","2164.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=330"
"M213205","213205","Agricultural Officer","2132","Farming, Forestry Plantation And Fisheries Advisers","M213201","Agricultural Officer","exact_normalized_title","high","2132.2","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=330"
"M213209","213209","Farm Demonstrator","2132","Farming, Forestry Plantation And Fisheries Advisers","M213202","Farm Demonstrator","exact_normalized_title","high","2132.2","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=330"
"M213210","213210","Forestry Officer","2132","Farming, Forestry Plantation And Fisheries Advisers","M213203","Forestry Officer","exact_normalized_title","high","2132.5","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=330"
"M213214","213214","Aquaculture Executive","2132","Farming, Forestry Plantation And Fisheries Advisers","M213204","Aquaculture Executive","exact_normalized_title","high","1312.3","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=330"
"M213301","213301","Environmental Control Officer Grade C41","2133","Environmental Protection Professionals","M213310","Environmental Control Officer Grade C9","grade_reversion","high","3257.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=330"
"M213302","213302","Agronomist","2133","Environmental Protection Professionals","M213301","Agronomist","exact_normalized_title","high","2132.2","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=330"
"M213304","213304","Agricultural Scientist","2133","Environmental Protection Professionals","M213302","Agricultural Scientist","exact_normalized_title","high","2132.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=330"
"M213305","213305","Floriculturist","2133","Environmental Protection Professionals","M213303","Floriculturist","exact_normalized_title","high","6113.2","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=330"
"M213306","213306","Horticulturist","2133","Environmental Protection Professionals","M213304","Horticulturist/Arborist","combined_title_split","medium","6112.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=330"
"M213315","213315","Wood Analyst","2133","Environmental Protection Professionals","M213305","Wood Analyst","exact_normalized_title","high","2149.11.2","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=331"
"M213316","213316","Animal Scientist","2133","Environmental Protection Professionals","M213306","Animal Scientist","exact_normalized_title","high","2250.9","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=331"
"M213317","213317","Environmental Research Scientist","2133","Environmental Protection Professionals","M213307","Environmental Research Scientist","exact_normalized_title","high","2133.7","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=331"
"M213318","213318","Conservation Officer","2133","Environmental Protection Professionals","M213308","Conservation Officer","exact_normalized_title","high","2133.9","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=331"
"M213322","213322","Environmental Consultant","2133","Environmental Protection Professionals","M213309","Environmental Consultant","exact_normalized_title","high","2133.6","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=331"
"M213402","213402","Biochemist","2134","Pharmacologists, Pathologists And Related Professionals","M213401","Biochemist","exact_normalized_title","high","2131.4.2","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=331"
"M213409","213409","Endocrinologists","2134","Pharmacologists, Pathologists And Related Professionals","M213402","Endocrinologist","title_variant","high","2212.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=331"
"M213410","213410","Physiologists","2134","Pharmacologists, Pathologists And Related Professionals","M213403","Physiologist","title_variant","high","2131.4.11","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=331"
"M213416","213416","Pharmacologists","2134","Pharmacologists, Pathologists And Related Professionals","M213404","Pharmacologist","title_variant","high","2131.7","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=331"
"M213422","213422","Pathologist","2134","Pharmacologists, Pathologists And Related Professionals","M213405","Pathologist","exact_normalized_title","high","2212.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=331"
"M213433","213433","Bio-Fermentation Specialist","2134","Pharmacologists, Pathologists And Related Professionals","M213406","Bio-Fermentation Specialist","exact_normalized_title","high","2131.5","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=331"
"M213435","213435","Bee Cultivation Specialist","2134","Pharmacologists, Pathologists And Related Professionals","M213407","Bee Cultivation Specialist","exact_normalized_title","high","6123.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=331"
"M213436","213436","Embryologist","2134","Pharmacologists, Pathologists And Related Professionals","M213408","Embryologist","exact_normalized_title","high","2131.4.8","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=331"
"M214101","214101","Automation Engineer","2141","Industrial And Production Engineers","M214101","Automation Engineer","exact_normalized_title","high","2141.4.2.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=331"
"M214102","214102","Robotics Engineer","2141","Industrial And Production Engineers","M214102","Robotics Engineer","exact_normalized_title","high","2149.15","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=331"
"M214103","214103","Industrial Engineer","2141","Industrial And Production Engineers","M214103","Industrial Engineer","exact_normalized_title","high","2141.4","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=331"
"M214106","214106","Communication Analyst","2141","Industrial And Production Engineers","M214104","Communication Analyst","exact_normalized_title","high","1222.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=331"
"M214110","214110","Systems Engineer (Except Computers)","2141","Industrial And Production Engineers","M214105","Systems Engineer (except Computers)","exact_normalized_title","high","2141.4","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=331"
"M214111","214111","Systems Design Engineer (Except Computers)","2141","Industrial And Production Engineers","M214106","Systems Design Engineer (except Computers)","exact_normalized_title","high","2149.2.4","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=332"
"M214115","214115","Cost Evaluation Engineer","2141","Industrial And Production Engineers","M214107","Cost Evaluation Engineer","exact_normalized_title","high","2411.1.5","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=332"
"M214120","214120","Ceramics Technologist","2141","Industrial And Production Engineers","M214109","Ceramics Technologist","exact_normalized_title","high","2149.11","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=332"
"M214142","214142","Photonic Engineer","2141","Industrial And Production Engineers","M214110","Photonic Engineer","exact_normalized_title","high","2149.12.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=332"
"M214144","214144","SCADA Engineer","2141","Industrial And Production Engineers","M214111","Scada Engineer","exact_normalized_title","high","2141.4.2.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=332"
"M214155","214155","Energy Engineer","2141","Industrial And Production Engineers","M214112","Energy Engineer","exact_normalized_title","high","2149.9","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=332"
"M214156","214156","Renewable Energy Engineer","2141","Industrial And Production Engineers","M214113","Renewable Energy Engineer","exact_normalized_title","high","2149.9.7","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=332"
"M214157","214157","Environment Engineer","2141","Industrial And Production Engineers","M214114","Environment Engineer","exact_normalized_title","high","2143.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=332"
"M214159","214159","Energy Auditor","2141","Industrial And Production Engineers","M214115","Energy Auditor","exact_normalized_title","high","3112.5","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=332"
"M214169","214169","Materials Engineer","2141","Industrial And Production Engineers","M214116","Materials Engineer","exact_normalized_title","high","2149.11","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=332"
"M214202","214202","Engineer Grade J41","2142","Civil Engineers","M214206","Engineer Grade J9","grade_reversion","high","2142.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=333"
"M214206","214206","Civil Engineering Technologist","2142","Civil Engineers","M214201","Civil Engineering Technologist","exact_normalized_title","high","2142.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=333"
"M214207","214207","Civil Engineer","2142","Civil Engineers","M214202","Civil Engineer","exact_normalized_title","high","2142.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=333"
"M214238","214238","Foundation Engineer","2142","Civil Engineers","M214203","Foundation Engineer","exact_normalized_title","high","2142.1.4","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=333"
"M214245","214245","Quantity Surveyor Grade J41","2142","Civil Engineers","M214207","Quantity Surveyor Grade J9/J10","grade_reversion","high","2149.14","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=333"
"M214246","214246","Building Surveyor Grade J41","2142","Civil Engineers","M214208","Building Surveyor Grade J9/J10","grade_reversion","high","3315.8","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=333"
"M214248","214248","Quantity Surveyor","2142","Civil Engineers","M214204","Quantity Surveyor","exact_normalized_title","high","2149.14","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=333"
"M214301","214301","Environmental Engineer","2143","Environmental Engineers","M214301","Environmental Engineer","exact_normalized_title","high","2143.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=334"
"M214305","214305","Environmental Analyst","2143","Environmental Engineers","M214302","Environmental Analyst","exact_normalized_title","high","2133.7","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=334"
"M214402","214402","Mechanical Engineer","2144","Mechanical Engineers","M214401","Mechanical Engineer","exact_normalized_title","high","2144.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=334"
"M214404","214404","Lift Engineer","2144","Mechanical Engineers","M214402","Lift Engineer","exact_normalized_title","high","7412.7","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=334"
"M214413","214413","Internal Combustion Engine Engineer","2144","Mechanical Engineers","M214403","Competent Person (CP) - Internal Combustion Engine Engineer","reviewed_functional_equivalent","medium","2144.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=334"
"M214436","214436","Welding Engineer","2144","Mechanical Engineers","M214404","Welding Engineer","exact_normalized_title","high","2144.1.23","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=334"
"M214443","214443","Engineering Technologist","2144","Mechanical Engineers","M214405","Engineering Technologist","exact_normalized_title","high","2144.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=334"
"M214458","214458","Robotic Technologist","2144","Mechanical Engineers","M214406","Robotic Technologist","exact_normalized_title","high","3119.2.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=335"
"M214459","214459","Aerospace Engineer","2144","Mechanical Engineers","M214407","Aerospace Engineer","exact_normalized_title","high","2144.1.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=335"
"M214503","214503","Chemical Engineer","2145","Chemical Engineers","M214501","Chemical Engineer","exact_normalized_title","high","2145.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=335"
"M214601","214601","Mining Engineer","2146","Mining Engineers, Metallurgists And Related Professionals","M214601","Mining Engineer","exact_normalized_title","high","2146.8","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=335"
"M214606","214606","Petroleum Mining Engineer","2146","Mining Engineers, Metallurgists And Related Professionals","M214602","Petroleum Mining Engineer","exact_normalized_title","high","2146.10","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=335"
"M214609","214609","Metallurgist","2146","Mining Engineers, Metallurgists And Related Professionals","M214603","Metallurgist","exact_normalized_title","high","2146.5","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=335"
"M214616","214616","Assayer","2146","Mining Engineers, Metallurgists And Related Professionals","M214604","Assayer","exact_normalized_title","high","2146.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=335"
"M214624","214624","Marine Section Leader","2146","Mining Engineers, Metallurgists And Related Professionals","M214605","Marine Section Leader","exact_normalized_title","high","4323.19","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336"
"M214641","214641","Hydraulics Engineer","2146","Mining Engineers, Metallurgists And Related Professionals","M214606","Hydraulics Engineer","exact_normalized_title","high","2144.1.7","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336"
"M214642","214642","Water Management Engineer","2146","Mining Engineers, Metallurgists And Related Professionals","M214607","Water Management Engineer","exact_normalized_title","high","2142.1.11","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336"
