"role_id","masco_code","role_title","unit_group_code","unit_group_title","source_current_role_ids","source_current_title","remap_method","remap_confidence","esco_code","masco2020_source_url"
"M214645","214645","Pipeline Mechanical Engineer","2146","Mining Engineers, Metallurgists And Related Professionals","M214608","Pipeline Mechanical Engineer","exact_normalized_title","high","2142.1.7","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336"
"M214648","214648","Pipe Stress Engineer","2146","Mining Engineers, Metallurgists And Related Professionals","M214609","Pipe Stress Engineer","exact_normalized_title","high","2142.1.7","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336"
"M214649","214649","Blasting Expert","2146","Mining Engineers, Metallurgists And Related Professionals","M214610","Blasting Expert (Mine)","reviewed_functional_equivalent","medium","2146.3","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336"
"M214901","214901","Explosive Ordnance Engineer","2149","Engineering Professionals (Excluding Electrotechnology) Not Elsewhere Classified","M214901","Explosive Ordnance Engineer","exact_normalized_title","high","2146.3","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336"
"M214902","214902","Marine Salvage Engineer","2149","Engineering Professionals (Excluding Electrotechnology) Not Elsewhere Classified","M214902","Marine Salvage Engineer","exact_normalized_title","high","2144.1.10","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336"
"M214907","214907","Industrial Health and Safety Engineer","2149","Engineering Professionals (Excluding Electrotechnology) Not Elsewhere Classified","M214904","Industrial Health and Safety Engineer","exact_normalized_title","high","2149.10","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336"
"M214913","214913","Field Service Engineer","2149","Engineering Professionals (Excluding Electrotechnology) Not Elsewhere Classified","M214905","Field Service Engineer","exact_normalized_title","high","2144.1.6","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336"
"M214918","214918","Research Engineer","2149","Engineering Professionals (Excluding Electrotechnology) Not Elsewhere Classified","M214906","Research Engineer","exact_normalized_title","high","2149.2.8","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336"
"M214919","214919","Biomedical Engineer","2149","Engineering Professionals (Excluding Electrotechnology) Not Elsewhere Classified","M214907","Biomedical Engineer","exact_normalized_title","high","2149.5.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336"
"M214920","214920","Optical Engineer","2149","Engineering Professionals (Excluding Electrotechnology) Not Elsewhere Classified","M214908","Optical Engineer","exact_normalized_title","high","2149.12","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336"
"M214921","214921","Quality Assurance/Quality Control Inspection Engineer (QA/QC)","2149","Engineering Professionals (Excluding Electrotechnology) Not Elsewhere Classified","M214909","Quality Assurance/Quality Control Inspection Engineer (QA/QC)","exact_normalized_title","high","2149.2.7","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336"
"M214922","214922","Factories and Machinery Inspector Grade J41","2149","Engineering Professionals (Excluding Electrotechnology) Not Elsewhere Classified","M214913","Factories and Machinery Inspector Grade J9","grade_reversion","high","3257.5","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=337"
"M214923","214923","Commissioning Engineer","2149","Engineering Professionals (Excluding Electrotechnology) Not Elsewhere Classified","M214910","Commissioning Engineer","exact_normalized_title","high","2149.6","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=337"
"M215102","215102","Electrical Engineer","2151","Electrical Engineers","M215101","Electrical Engineer","exact_normalized_title","high","2151.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=337"
"M215135","215135","Electrical Energy Auditor","2151","Electrical Engineers","M215102","Electrical Energy Auditor","exact_normalized_title","high","3112.5","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=337"
"M215136","215136","Electrical Superintendent","2151","Electrical Engineers","M215103","Electrical Superintendent","exact_normalized_title","high","3123.1.11","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=337"
"M215202","215202","Electronics Engineer","2152","Electronic Engineers","M215201","Electronics Engineer","exact_normalized_title","high","2152.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=337"
"M215236","215236","Integrated Circuit Package Assembly Process Engineer (IC)","2152","Electronic Engineers","M215202","Integrated Circuit (IC) Package Assembly Process Engineer","title_variant","high","2152.1.7","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=338"
"M215301","215301","Telecommunications Engineer","2153","Telecommunications Engineers","M215301","Telecommunications Engineer","exact_normalized_title","high","2153.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=338"
"M215323","215323","Network and System Engineer","2153","Telecommunications Engineers","M215302","Network and Systems Engineer","title_variant","high","2523.3","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=338"
"M215330","215330","Acoustic Engineer","2153","Telecommunications Engineers","M215303","Acoustic Engineer","exact_normalized_title","high","2149.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=338"
"M216101","216101","Architect Grade J41","2161","Building Architects","M216102","Architect Grade J9/J10","grade_reversion","high","2161.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=338"
"M216102","216102","Architect","2161","Building Architects","M216101","Architect","exact_normalized_title","high","2161.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339"
"M216201","216201","Landscape Architect Grade J41","2162","Landscape Architects","M216202","Landscape Architect Grade J9","grade_reversion","high","2162.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339"
"M216202","216202","Landscape Architect","2162","Landscape Architects","M216201","Landscape Architect","exact_normalized_title","high","2162.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339"
"M216301","216301","Commercial Products Designer","2163","Product And Garment Designers","M216301","Commercial Products Designer","exact_normalized_title","high","2163.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339"
"M216326","216326","Green Technology Design Professional","2163","Product And Garment Designers","M216302","Green Technology Design Professional","exact_normalized_title","high","2143.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339"
"M216401","216401","Urban and Rural Planning Officer Grade J41","2164","Town And Traffic Planners","M216404","Urban and Rural Planning Officer Grade J9","grade_reversion","high","2164.4","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339"
"M216402","216402","Town Planner","2164","Town And Traffic Planners","M216401","Town Planner","exact_normalized_title","high","2164.4","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339"
"M216404","216404","Traffic Engineer","2164","Town And Traffic Planners","M216402","Traffic Engineer","exact_normalized_title","high","2164.3","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339"
"M216407","216407","Urban and Regional Planners","2164","Town And Traffic Planners","M216403","Urban and Regional Planner","title_variant","high","2164.4","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339"
"M216501","216501","Geospatialist Grade J41","2165","Cartographers And Surveyors","M216503","Geospatialist Grade J9","grade_reversion","high","2165.3","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339"
"M216502","216502","Surveyor Grade J41","2165","Cartographers And Surveyors","M216504","Surveyor Grade J9","grade_reversion","high","2165.4","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339"
"M216503","216503","Cartographer","2165","Cartographers And Surveyors","M216501","Cartographer","exact_normalized_title","high","2165.2","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339"
"M216507","216507","Surveyor","2165","Cartographers And Surveyors","M216502","Surveyor","exact_normalized_title","high","2165.4","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339"
"M216601","216601","Designer Grade B41","2166","Graphic And Mul Timedia Designers","M216603","Designer Grade B9","grade_reversion","high","2166.9","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=340"
"M217102","217102","Marine Engineer","2171","Ship Engineers","M217101","Marine Engineer","exact_normalized_title","high","2144.1.10","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=340"
"M217105","217105","Naval Architect","2171","Ship Engineers","M217102","Naval Architect","exact_normalized_title","high","2144.1.14","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=340"
"M217201","217201","Marine Officer Grade AL41","2172","Ship Deck Officers And Pilots","M217206","Marine Officer Grade AL9","grade_reversion","high","3115.1.9","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=340"
"M217203","217203","Hovercraft Pilot","2172","Ship Deck Officers And Pilots","M217201","Hovercraft Pilot","exact_normalized_title","high","3152.3","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=340"
"M217205","217205","Port Captain","2172","Ship Deck Officers And Pilots","M217202","Port Captain","exact_normalized_title","high","4323.11","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=340"
"M217207","217207","Ship Navigator","2172","Ship Deck Officers And Pilots","M217203","Ship Navigator","exact_normalized_title","high","3152.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=340"
"M217210","217210","Marine Superintendent (Deck)","2172","Ship Deck Officers And Pilots","M217204","Marine Superintendent (Deck)","exact_normalized_title","high","3152.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=340"
"M217211","217211","Shipping Executive","2172","Ship Deck Officers And Pilots","M217205","Shipping Executive","exact_normalized_title","high","3331.2.2","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=340"
"M217301","217301","Pilot/ Pilot Examiner Grade AT41","2173","Aircraft Pilots And Related Professionals","M217308","Pilot/Pilot Inspector Grade AT9","grade_reversion","high","3154.2","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=340"
"M217302","217302","Aircraft Examiner Grade AT41","2173","Aircraft Pilots And Related Professionals","M217309","Aircraft Examiner Grade AT9","grade_reversion","high","3154.2","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=340"
"M217303","217303","Pilot","2173","Aircraft Pilots And Related Professionals","M217301","Pilot","exact_normalized_title","high","3153.2","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=340"
"M217305","217305","Flight Instructor","2173","Aircraft Pilots And Related Professionals","M217302","Flight Instructor","exact_normalized_title","high","3153.2.3","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=340"
"M217310","217310","Aircraft Design Engineer","2173","Aircraft Pilots And Related Professionals","M217303","Aircraft Design Engineer","exact_normalized_title","high","2144.1.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=340"
"M217311","217311","Aeronautical Engineer","2173","Aircraft Pilots And Related Professionals","M217304","Aeronautical Engineer","exact_normalized_title","high","2144.1.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=340"
"M217312","217312","Pilot/Pilot Examiner Grade AT43","2173","Aircraft Pilots And Related Professionals","M217310","Pilot/Pilot Examiner Grade AT10","grade_reversion","high","3154.2","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=340"
"M217313","217313","Pilot/Pilot Examiner Grade AT47","2173","Aircraft Pilots And Related Professionals","M217311","Pilot/Pilot Examiner Grade AT12","grade_reversion","high","3154.2","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=340"
"M217314","217314","Pilot/Pilot Examiner Grade AT51","2173","Aircraft Pilots And Related Professionals","M217312","Pilot/Pilot Examiner Grade AT13","grade_reversion","high","3154.2","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=340"
"M217315","217315","Pilot/Pilot Examiner Grade AT53","2173","Aircraft Pilots And Related Professionals","M217313","Pilot/Pilot Examiner Grade AT14 (Flight Operation Director)","grade_reversion","high","3154.2","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=340"
"M217322","217322","Marine Aviation Officer","2173","Aircraft Pilots And Related Professionals","M217306","Marine Aviation Officer","exact_normalized_title","high","3154.3","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=341"
"M217401","217401","Air Traffic Control Officer Grade A41","2174","Air Traffic Controllers","M217404","Air Traffic Control Officer Grade A9","grade_reversion","high","3154.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=341"
"M217402","217402","Air Traffic Controller","2174","Air Traffic Controllers","M217401","Air Traffic Controller","exact_normalized_title","high","3154.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=341"
"M217403","217403","Operation Centre Controller","2174","Air Traffic Controllers","M217402","Operation Centre Controller","exact_normalized_title","high","3154.3","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=341"
"M217501","217501","Railway and Locomotive Operation Officer","2175","Train/ Locomotive Controllers","M217501","Railway and Locomotive Operation Officer","exact_normalized_title","high","1324.3.1.3","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=341"
"M218101","218101","Mining Excecutive","2181","Mining Professionals","M218101","Mining Executive","title_variant","high","1322.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=341"
"M218201","218201","Manufacturing Executive","2182","Manufacturing Professionals","M218201","Manufacturing Executive","exact_normalized_title","high","1321.2","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=341"
"M218202","218202","Quality Assurance Executive","2182","Manufacturing Professionals","M218202","Quality Assurance Executive","exact_normalized_title","high","1219.7","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=341"
"M218207","218207","Store Executive","2182","Manufacturing Professionals","M218203","Store Executive","exact_normalized_title","high","1324.3.4","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=341"
"M218229","218229","Technical Service Adviser","2182","Manufacturing Professionals","M218205","Technical Service Adviser","exact_normalized_title","high","1349.21","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=341"
"M218231","218231","Material Specialist","2182","Manufacturing Professionals","M218206","Material Specialist","exact_normalized_title","high","2149.11","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=341"
"M218301","218301","Construction Executive","2183","Construction Professionals","M218301","Construction Executive","exact_normalized_title","high","1323.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=342"
"M221101","221101","Medical Officer Grade UD41","2211","Generalist Medical Practitioners","M221111","Medical Officer Grade UD9, UD10","combined_title_split","medium","2211.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=342"
"M221102","221102","Medical Doctor","2211","Generalist Medical Practitioners","M221101","Medical Doctor","exact_normalized_title","high","2211.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=342"
"M221107","221107","Medical Doctor, Gynaecology","2211","Generalist Medical Practitioners","M221102","Medical Doctor (Gynaecology)","exact_normalized_title","high","2212.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=342"
"M221108","221108","Medical Doctor, Cardiology","2211","Generalist Medical Practitioners","M221103","Medical Doctor (Cardiology)","exact_normalized_title","high","2212.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=342"
"M221110","221110","Medical Doctor, Obstetrics","2211","Generalist Medical Practitioners","M221104","Medical Doctor (Obstetrics)","exact_normalized_title","high","2212.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=342"
"M221111","221111","Medical Doctor, Ophthalmology","2211","Generalist Medical Practitioners","M221105","Medical Doctor (Ophthalmology)","exact_normalized_title","high","2212.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=342"
"M221112","221112","Medical Doctor, Psychiatry","2211","Generalist Medical Practitioners","M221106","Medical Doctor (Psychiatry)","exact_normalized_title","high","2212.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=342"
"M221113","221113","Medical Doctor, Radiology","2211","Generalist Medical Practitioners","M221107","Medical Doctor (Radiology)","exact_normalized_title","high","2212.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=342"
"M221118","221118","Doctor, Skin","2211","Generalist Medical Practitioners","M221108","Medical Doctor (Skin)","title_variant","high","2212.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=342"
"M221120","221120","Medical Officer Grade UD43","2211","Generalist Medical Practitioners","M221111","Medical Officer Grade UD9, UD10","combined_title_split","medium","2211.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=342"
"M221201","221201","Ear, Nose and Throat Specialist","2212","Specialist Medical Practitioners","M221201","Ear, Nose and Throat Specialist","exact_normalized_title","high","2212.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=342"
"M221204","221204","Anaesthetist","2212","Specialist Medical Practitioners","M221202","Anaesthetist","exact_normalized_title","high","2212.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=342"
"M221206","221206","Medical Oncologist","2212","Specialist Medical Practitioners","M221203","Medical Oncologist","exact_normalized_title","high","2212.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=342"
"M221208","221208","Psychiatrist","2212","Specialist Medical Practitioners","M221204","Psychiatrist","exact_normalized_title","high","2212.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=342"
"M221209","221209","Ophthalmologist","2212","Specialist Medical Practitioners","M221205","Ophthalmologist","exact_normalized_title","high","2212.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=342"
"M221210","221210","Cardiologist","2212","Specialist Medical Practitioners","M221206","Cardiologist","exact_normalized_title","high","2212.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=342"
"M221211","221211","Neurologist","2212","Specialist Medical Practitioners","M221207","Neurologist","exact_normalized_title","high","2212.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=342"
"M221213","221213","Obstetrician and Gynaecologist","2212","Specialist Medical Practitioners","M221208","Obstetrician and Gynaecologist","exact_normalized_title","high","2212.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=342"
"M221217","221217","Surgeon","2212","Specialist Medical Practitioners","M221209","Surgeon","exact_normalized_title","high","2212.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=342"
"M221233","221233","Dermatologist","2212","Specialist Medical Practitioners","M221210","Dermatologist","exact_normalized_title","high","2212.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=343"
"M221234","221234","Orthopaedist","2212","Specialist Medical Practitioners","M221211","Orthopaedist","exact_normalized_title","high","2212.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=343"
"M221236","221236","Paediatrician","2212","Specialist Medical Practitioners","M221212","Paediatrician","exact_normalized_title","high","2212.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=343"
"M221244","221244","Physician","2212","Specialist Medical Practitioners","M221213","Physician","exact_normalized_title","high","2212.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=343"
"M221257","221257","Radiologist","2212","Specialist Medical Practitioners","M221214","Radiologist","exact_normalized_title","high","2212.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=343"
"M221262","221262","Urologist","2212","Specialist Medical Practitioners","M221215","Urologist","exact_normalized_title","high","2212.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=343"
"M221263","221263","Venereologist","2212","Specialist Medical Practitioners","M221216","Venereologist","exact_normalized_title","high","2212.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=343"
"M221266","221266","Application Specialist (Hematology)","2212","Specialist Medical Practitioners","M243302","Application Specialist (Haematology)","title_variant","high","3114.1.5","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=343"
"M222101","222101","Nurse Grade U41","2221","Nursing Professionals","M222104","Nurse Grade U9","grade_reversion","high","2221.2","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=343"
"M222102","222102","Professional Nurse","2221","Nursing Professionals","M222101","Professional Nurse","exact_normalized_title","high","2221.2","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=343"
"M222109","222109","Specialist Nurse","2221","Nursing Professionals","M222102","Specialist Nurse","exact_normalized_title","high","2221.3","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=343"
"M222110","222110","Nurse Instructor","2221","Nursing Professionals","M222103","Nurse Instructor","exact_normalized_title","high","2310.1.28","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=343"
"M222201","222201","Professional Midwife","2222","Midwifery Professionals","M222201","Professional Midwife","exact_normalized_title","high","2222.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=344"
"M224101","224101","Paramedic","2241","Paramedical Practitioners","M224101","Paramedic","exact_normalized_title","high","3258.2","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=344"
"M225101","225101","Veterinary Officer Grade GV41","2251","Veterinarians","M225102","Veterinary Officer Grade GV9","grade_reversion","high","2250.7","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=344"
"M225102","225102","Veterinarian","2251","Veterinarians","M225101","Veterinarian","exact_normalized_title","high","2250.6","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=344"
"M226101","226101","Dental Officer Grade UG41","2261","Dentists","M226102","Dental Officer Grade UG9","grade_reversion","high","2261.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=344"
"M226102","226102","Dentist","2261","Dentists","M226101","Dentist","exact_normalized_title","high","2261.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=344"
"M226201","226201","Pharmacist Grade UF41","2262","Pharmacists","M226202","Pharmacist Grade UF9","grade_reversion","high","2262.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=344"
"M226202","226202","Pharmacist","2262","Pharmacists","M226201","Pharmacist","exact_normalized_title","high","2262.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=345"
"M226207","226207","Pharmacist Grade UF44","2262","Pharmacists","M226203","Pharmacist Grade UF10","grade_reversion","high","2262.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=345"
"M226301","226301","Environmental Health Officer Grade U41","2263","Environmental And Occupational Health And Hygiene Professionals","M226312","Environmental Health Officer Grade U9","grade_reversion","high","3257.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=345"
"M226320","226320","Occupational Safety and Health Adviser","2263","Environmental And Occupational Health And Hygiene Professionals","M226301","Occupational Safety and Health Adviser","exact_normalized_title","high","2263.3","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=345"
"M226324","226324","Authorised Gas Tester","2263","Environmental And Occupational Health And Hygiene Professionals","M226311","Authorised Gas Tester and Entry Supervisor","reviewed_functional_equivalent","medium","3257.5","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=345"
"M226325","226325","Indoor Air Quality (IAQ) Assessor","2263","Environmental And Occupational Health And Hygiene Professionals","M226302","Competent Person (CP) - Assessor","combined_title_split","medium","3257.5","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=345"
"M226327","226327","Chemical Assessor","2263","Environmental And Occupational Health And Hygiene Professionals","M226302","Competent Person (CP) - Assessor","combined_title_split","medium","3257.5","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=345"
"M226328","226328","Waste Management Competence Person","2263","Environmental And Occupational Health And Hygiene Professionals","M226303","Competent Person (CP) - Waste Management","title_variant","high","1321.2.5","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=345"
"M226329","226329","Building Auditor","2263","Environmental And Occupational Health And Hygiene Professionals","M226304","Building Auditor","exact_normalized_title","high","3112.1.2","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=345"
"M226331","226331","Halal Executive","2263","Environmental And Occupational Health And Hygiene Professionals","M226305","Halal Executive","exact_normalized_title","high","2263.2","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=345"
"M226337","226337","Food and Drinks Technologist","2263","Environmental And Occupational Health And Hygiene Professionals","M226306","Food and Drinks Technologist","exact_normalized_title","high","2145.1.4","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=345"
"M226341","226341","Landfill Engineer","2263","Environmental And Occupational Health And Hygiene Professionals","M226307","Landfill Engineer","exact_normalized_title","high","2143.1.4","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=345"
"M226344","226344","Major Hazard Competent Person","2263","Environmental And Occupational Health And Hygiene Professionals","M226308","Competent Person (CP) - Major Hazard","title_variant","high","2149.10","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=345"
"M226401","226401","Medical Rehabilitation Officer Grade U41","2264","Physiotherapists","M226402","Medical Rehabilitation Officer Grade U9","grade_reversion","high","2264.2","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=345"
"M226411","226411","Orthopaedic Physical Therapist","2264","Physiotherapists","M226401","Orthopaedic Physical Therapist","exact_normalized_title","high","2264.2","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=346"
"M226501","226501","Dietetics Officer Grade U41","2265","Dieticians And Nutritionists","M226502","Dietetics Officer Grade U9","grade_reversion","high","2265.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=346"
"M226502","226502","Dietician","2265","Dieticians And Nutritionists","M226501","Dietitian","title_variant","high","2265.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=346"
"M226514","226514","Food Preparation Officer Grade C41","2265","Dieticians And Nutritionists","M226503","Food Preparation Officer Grade C9","grade_reversion","high","1321.2.1.3","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=346"
"M226601","226601","Audiologists","2266","Audiologists And Speech Therapists","M226601","Audiologist","title_variant","high","2266.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=346"
"M226602","226602","Speech Therapist","2266","Audiologists And Speech Therapists","M226602","Speech Therapist","exact_normalized_title","high","2266.2","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=346"
"M226603","226603","Orthoepist","2266","Audiologists And Speech Therapists","M226603","Orthoepist","exact_normalized_title","high","2266.2","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=346"
"M226701","226701","Optometry Officer Grade U41","2267","Optometrists And Ophthalmic Opticians","M226702","Optometry Officer Grade U9","grade_reversion","high","2267.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=346"
"M226702","226702","Optometrist","2267","Optometrists And Ophthalmic Opticians","M226701","Optometrist","exact_normalized_title","high","2267.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=346"
"M226703","226703","Optician","2267","Optometrists And Ophthalmic Opticians","M325401","Optician","exact_normalized_title","high","3254.1","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=346"
"M226801","226801","Occupational Therapist","2268","Occupational Therapists","M221217","Occupational Therapist","exact_normalized_title","high","2269.4","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=346"
