"role_id","role_title","masco_code","masco_source_page_pdf","rated_task_count","remote_capable_tasks","remote_onsite_tasks","remote_unclear_tasks","remote_pre_rating","ai_exposable_tasks","ai_exposure_share","ai_pre_rating","independent_raters_required","reconciliation_status","release_use","task_source_level","source_url","source_current_role_id","source_current_masco_code","source_current_role_title","source_current_url","masco_reference_version","masco2020_remap_method","masco2020_remap_confidence","masco2020_source_pdf_page","masco2020_source_url","profile_basis","source_current_task_source_level"
"M214202","Engineer Grade J41","214202","333","10","8","0","2","medium","5","0.5","medium","2","pending","research_pre_rating_only","inherited_current_emasco_profile","https://emasco.mohr.gov.my/masco/2142-06","M214206","214206","Engineer Grade J9","https://emasco.mohr.gov.my/masco/2142-06","2020","grade_reversion","high","333","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=333","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","exact_occupation"
"M214206","Civil Engineering Technologist","214206","333","10","4","0","6","medium","3","0.3","medium","2","pending","research_pre_rating_only","inherited_current_emasco_profile","https://emasco.mohr.gov.my/masco/2142-01","M214201","214201","Civil Engineering Technologist","https://emasco.mohr.gov.my/masco/2142-01","2020","exact_normalized_title","high","333","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=333","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","exact_occupation"
"M214207","Civil Engineer","214207","333","8","4","0","4","medium","4","0.5","medium","2","pending","research_pre_rating_only","inherited_current_emasco_profile","https://emasco.mohr.gov.my/masco/2142-02","M214202","214202","Civil Engineer","https://emasco.mohr.gov.my/masco/2142-02","2020","exact_normalized_title","high","333","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=333","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","exact_occupation"
"M214238","Foundation Engineer","214238","333","9","3","0","6","medium","5","0.5556","medium","2","pending","research_pre_rating_only","inherited_current_emasco_profile","https://emasco.mohr.gov.my/masco/2142-03","M214203","214203","Foundation Engineer","https://emasco.mohr.gov.my/masco/2142-03","2020","exact_normalized_title","high","333","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=333","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","exact_occupation"
"M214245","Quantity Surveyor Grade J41","214245","333","10","7","0","3","medium","6","0.6","high","2","pending","research_pre_rating_only","inherited_current_emasco_profile","https://emasco.mohr.gov.my/masco/2142-07","M214207","214207","Quantity Surveyor Grade J9/J10","https://emasco.mohr.gov.my/masco/2142-07","2020","grade_reversion","high","333","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=333","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","exact_occupation"
"M214246","Building Surveyor Grade J41","214246","333","10","6","1","3","low","2","0.2","low","2","pending","research_pre_rating_only","inherited_current_emasco_profile","https://emasco.mohr.gov.my/masco/2142-08","M214208","214208","Building Surveyor Grade J9/J10","https://emasco.mohr.gov.my/masco/2142-08","2020","grade_reversion","high","333","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=333","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","exact_occupation"
"M214248","Quantity Surveyor","214248","333","9","6","0","3","medium","4","0.4444","medium","2","pending","research_pre_rating_only","inherited_current_emasco_profile","https://emasco.mohr.gov.my/masco/2142-04","M214204","214204","Quantity Surveyor","https://emasco.mohr.gov.my/masco/2142-04","2020","exact_normalized_title","high","333","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=333","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","exact_occupation"
"M214301","Environmental Engineer","214301","334","10","3","0","7","medium","2","0.2","low","2","pending","research_pre_rating_only","inherited_current_emasco_profile","https://emasco.mohr.gov.my/masco/2143-01","M214301","214301","Environmental Engineer","https://emasco.mohr.gov.my/masco/2143-01","2020","exact_normalized_title","high","334","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=334","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","exact_occupation"
"M214305","Environmental Analyst","214305","334","9","5","0","4","medium","2","0.2222","low","2","pending","research_pre_rating_only","inherited_current_emasco_profile","https://emasco.mohr.gov.my/masco/2143-02","M214302","214302","Environmental Analyst","https://emasco.mohr.gov.my/masco/2143-02","2020","exact_normalized_title","high","334","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=334","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","exact_occupation"
"M214402","Mechanical Engineer","214402","334","8","4","2","2","low","6","0.75","high","2","pending","research_pre_rating_only","inherited_current_emasco_profile","https://emasco.mohr.gov.my/masco/2144-01","M214401","214401","Mechanical Engineer","https://emasco.mohr.gov.my/masco/2144-01","2020","exact_normalized_title","high","334","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=334","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","exact_occupation"
"M214404","Lift Engineer","214404","334","7","3","0","4","medium","2","0.2857","low","2","pending","research_pre_rating_only","inherited_current_emasco_profile","https://emasco.mohr.gov.my/masco/2144-02","M214402","214402","Lift Engineer","https://emasco.mohr.gov.my/masco/2144-02","2020","exact_normalized_title","high","334","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=334","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","exact_occupation"
"M214413","Internal Combustion Engine Engineer","214413","334","8","2","2","4","low","3","0.375","medium","2","pending","research_pre_rating_only","inherited_current_emasco_profile","https://emasco.mohr.gov.my/masco/2144-03","M214403","214403","Competent Person (CP) - Internal Combustion Engine Engineer","https://emasco.mohr.gov.my/masco/2144-03","2020","reviewed_functional_equivalent","medium","334","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=334","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","exact_occupation"
"M214436","Welding Engineer","214436","334","10","2","1","7","low","3","0.3","medium","2","pending","research_pre_rating_only","inherited_current_emasco_profile","https://emasco.mohr.gov.my/masco/2144-04","M214404","214404","Welding Engineer","https://emasco.mohr.gov.my/masco/2144-04","2020","exact_normalized_title","high","334","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=334","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","exact_occupation"
"M214443","Engineering Technologist","214443","334","10","6","2","2","low","6","0.6","high","2","pending","research_pre_rating_only","inherited_current_emasco_profile","https://emasco.mohr.gov.my/masco/2144-05","M214405","214405","Engineering Technologist","https://emasco.mohr.gov.my/masco/2144-05","2020","exact_normalized_title","high","334","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=334","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","exact_occupation"
"M214458","Robotic Technologist","214458","335","8","5","0","3","medium","5","0.625","high","2","pending","research_pre_rating_only","inherited_current_emasco_profile","https://emasco.mohr.gov.my/masco/2144-06","M214406","214406","Robotic Technologist","https://emasco.mohr.gov.my/masco/2144-06","2020","exact_normalized_title","high","335","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=335","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","exact_occupation"
"M214459","Aerospace Engineer","214459","335","8","7","0","1","medium","6","0.75","high","2","pending","research_pre_rating_only","inherited_current_emasco_profile","https://emasco.mohr.gov.my/masco/2144-07","M214407","214407","Aerospace Engineer","https://emasco.mohr.gov.my/masco/2144-07","2020","exact_normalized_title","high","335","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=335","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","exact_occupation"
"M214503","Chemical Engineer","214503","335","10","3","2","5","low","5","0.5","medium","2","pending","research_pre_rating_only","inherited_current_emasco_profile","https://emasco.mohr.gov.my/masco/2145-01","M214501","214501","Chemical Engineer","https://emasco.mohr.gov.my/masco/2145-01","2020","exact_normalized_title","high","335","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=335","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","exact_occupation"
"M214601","Mining Engineer","214601","335","10","3","2","5","low","3","0.3","medium","2","pending","research_pre_rating_only","inherited_current_emasco_profile","https://emasco.mohr.gov.my/masco/2146-01","M214601","214601","Mining Engineer","https://emasco.mohr.gov.my/masco/2146-01","2020","exact_normalized_title","high","335","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=335","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","exact_occupation"
"M214606","Petroleum Mining Engineer","214606","335","10","2","3","5","low","3","0.3","medium","2","pending","research_pre_rating_only","inherited_current_emasco_profile","https://emasco.mohr.gov.my/masco/2146-02","M214602","214602","Petroleum Mining Engineer","https://emasco.mohr.gov.my/masco/2146-02","2020","exact_normalized_title","high","335","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=335","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","exact_occupation"
"M214609","Metallurgist","214609","335","8","4","2","2","low","4","0.5","medium","2","pending","research_pre_rating_only","inherited_current_emasco_profile","https://emasco.mohr.gov.my/masco/2146-03","M214603","214603","Metallurgist","https://emasco.mohr.gov.my/masco/2146-03","2020","exact_normalized_title","high","335","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=335","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","exact_occupation"
"M214616","Assayer","214616","335","9","4","2","3","low","7","0.7778","high","2","pending","research_pre_rating_only","inherited_current_emasco_profile","https://emasco.mohr.gov.my/masco/2146-04","M214604","214604","Assayer","https://emasco.mohr.gov.my/masco/2146-04","2020","exact_normalized_title","high","335","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=335","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","exact_occupation"
"M214624","Marine Section Leader","214624","336","9","1","1","7","low","1","0.1111","low","2","pending","research_pre_rating_only","inherited_current_emasco_profile","https://emasco.mohr.gov.my/masco/2146-05","M214605","214605","Marine Section Leader","https://emasco.mohr.gov.my/masco/2146-05","2020","exact_normalized_title","high","336","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","exact_occupation"
"M214641","Hydraulics Engineer","214641","336","10","6","2","2","low","3","0.3","medium","2","pending","research_pre_rating_only","inherited_current_emasco_profile","https://emasco.mohr.gov.my/masco/2146-06","M214606","214606","Hydraulics Engineer","https://emasco.mohr.gov.my/masco/2146-06","2020","exact_normalized_title","high","336","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","exact_occupation"
"M214642","Water Management Engineer","214642","336","5","4","0","1","medium","2","0.4","medium","2","pending","research_pre_rating_only","inherited_current_emasco_profile","https://emasco.mohr.gov.my/masco/2146-07","M214607","214607","Water Management Engineer","https://emasco.mohr.gov.my/masco/2146-07","2020","exact_normalized_title","high","336","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","exact_occupation"
"M214645","Pipeline Mechanical Engineer","214645","336","9","2","1","6","low","4","0.4444","medium","2","pending","research_pre_rating_only","inherited_current_emasco_profile","https://emasco.mohr.gov.my/masco/2146-08","M214608","214608","Pipeline Mechanical Engineer","https://emasco.mohr.gov.my/masco/2146-08","2020","exact_normalized_title","high","336","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","exact_occupation"
"M214648","Pipe Stress Engineer","214648","336","8","5","0","3","medium","5","0.625","high","2","pending","research_pre_rating_only","inherited_current_emasco_profile","https://emasco.mohr.gov.my/masco/2146-09","M214609","214609","Pipe Stress Engineer","https://emasco.mohr.gov.my/masco/2146-09","2020","exact_normalized_title","high","336","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","exact_occupation"
"M214649","Blasting Expert","214649","336","10","3","0","7","medium","3","0.3","medium","2","pending","research_pre_rating_only","inherited_current_emasco_profile","https://emasco.mohr.gov.my/masco/2146-10","M214610","214610","Blasting Expert (Mine)","https://emasco.mohr.gov.my/masco/2146-10","2020","reviewed_functional_equivalent","medium","336","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","exact_occupation"
"M214901","Explosive Ordnance Engineer","214901","336","8","2","1","5","low","2","0.25","low","2","pending","research_pre_rating_only","inherited_current_emasco_profile","https://emasco.mohr.gov.my/masco/2149-01","M214901","214901","Explosive Ordnance Engineer","https://emasco.mohr.gov.my/masco/2149-01","2020","exact_normalized_title","high","336","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","exact_occupation"
"M214902","Marine Salvage Engineer","214902","336","10","2","1","7","low","1","0.1","low","2","pending","research_pre_rating_only","inherited_current_emasco_profile","https://emasco.mohr.gov.my/masco/2149-02","M214902","214902","Marine Salvage Engineer","https://emasco.mohr.gov.my/masco/2149-02","2020","exact_normalized_title","high","336","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","exact_occupation"
"M214907","Industrial Health and Safety Engineer","214907","336","8","4","0","4","medium","3","0.375","medium","2","pending","research_pre_rating_only","inherited_current_emasco_profile","https://emasco.mohr.gov.my/masco/2149-04","M214904","214904","Industrial Health and Safety Engineer","https://emasco.mohr.gov.my/masco/2149-04","2020","exact_normalized_title","high","336","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","exact_occupation"
"M214913","Field Service Engineer","214913","336","8","1","5","2","low","3","0.375","medium","2","pending","research_pre_rating_only","inherited_current_emasco_profile","https://emasco.mohr.gov.my/masco/2149-05","M214905","214905","Field Service Engineer","https://emasco.mohr.gov.my/masco/2149-05","2020","exact_normalized_title","high","336","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","exact_occupation"
"M214918","Research Engineer","214918","336","10","9","1","0","low","5","0.5","medium","2","pending","research_pre_rating_only","inherited_current_emasco_profile","https://emasco.mohr.gov.my/masco/2149-06","M214906","214906","Research Engineer","https://emasco.mohr.gov.my/masco/2149-06","2020","exact_normalized_title","high","336","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","exact_occupation"
"M214919","Biomedical Engineer","214919","336","9","1","4","4","low","3","0.3333","medium","2","pending","research_pre_rating_only","inherited_current_emasco_profile","https://emasco.mohr.gov.my/masco/2149-07","M214907","214907","Biomedical Engineer","https://emasco.mohr.gov.my/masco/2149-07","2020","exact_normalized_title","high","336","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","exact_occupation"
"M214920","Optical Engineer","214920","336","7","6","0","1","medium","4","0.5714","medium","2","pending","research_pre_rating_only","inherited_current_emasco_profile","https://emasco.mohr.gov.my/masco/2149-08","M214908","214908","Optical Engineer","https://emasco.mohr.gov.my/masco/2149-08","2020","exact_normalized_title","high","336","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","exact_occupation"
"M214921","Quality Assurance/Quality Control Inspection Engineer (QA/QC)","214921","336","8","3","0","5","medium","5","0.625","high","2","pending","research_pre_rating_only","inherited_current_emasco_profile","https://emasco.mohr.gov.my/masco/2149-09","M214909","214909","Quality Assurance/Quality Control Inspection Engineer (QA/QC)","https://emasco.mohr.gov.my/masco/2149-09","2020","exact_normalized_title","high","336","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=336","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","exact_occupation"
"M214922","Factories and Machinery Inspector Grade J41","214922","337","10","4","4","2","low","8","0.8","high","2","pending","research_pre_rating_only","inherited_current_emasco_profile","https://emasco.mohr.gov.my/masco/2149-13","M214913","214913","Factories and Machinery Inspector Grade J9","https://emasco.mohr.gov.my/masco/2149-13","2020","grade_reversion","high","337","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=337","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","exact_occupation"
"M214923","Commissioning Engineer","214923","337","8","5","0","3","medium","2","0.25","low","2","pending","research_pre_rating_only","inherited_current_emasco_profile","https://emasco.mohr.gov.my/masco/2149-10","M214910","214910","Commissioning Engineer","https://emasco.mohr.gov.my/masco/2149-10","2020","exact_normalized_title","high","337","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=337","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","exact_occupation"
"M215102","Electrical Engineer","215102","337","10","3","3","4","low","6","0.6","high","2","pending","research_pre_rating_only","inherited_current_emasco_profile","https://emasco.mohr.gov.my/masco/2151-01","M215101","215101","Electrical Engineer","https://emasco.mohr.gov.my/masco/2151-01","2020","exact_normalized_title","high","337","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=337","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","exact_occupation"
"M215135","Electrical Energy Auditor","215135","337","9","3","2","4","low","2","0.2222","low","2","pending","research_pre_rating_only","inherited_current_emasco_profile","https://emasco.mohr.gov.my/masco/2151-02","M215102","215102","Electrical Energy Auditor","https://emasco.mohr.gov.my/masco/2151-02","2020","exact_normalized_title","high","337","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=337","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","exact_occupation"
"M215136","Electrical Superintendent","215136","337","7","1","0","6","medium","2","0.2857","low","2","pending","research_pre_rating_only","inherited_current_emasco_profile","https://emasco.mohr.gov.my/masco/2151-03","M215103","215103","Electrical Superintendent","https://emasco.mohr.gov.my/masco/2151-03","2020","exact_normalized_title","high","337","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=337","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","exact_occupation"
"M215202","Electronics Engineer","215202","337","9","2","2","5","low","4","0.4444","medium","2","pending","research_pre_rating_only","inherited_current_emasco_profile","https://emasco.mohr.gov.my/masco/2152-01","M215201","215201","Electronics Engineer","https://emasco.mohr.gov.my/masco/2152-01","2020","exact_normalized_title","high","337","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=337","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","exact_occupation"
"M215236","Integrated Circuit Package Assembly Process Engineer (IC)","215236","338","7","5","0","2","medium","6","0.8571","high","2","pending","research_pre_rating_only","inherited_current_emasco_profile","https://emasco.mohr.gov.my/masco/2152-02","M215202","215202","Integrated Circuit (IC) Package Assembly Process Engineer","https://emasco.mohr.gov.my/masco/2152-02","2020","title_variant","high","338","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=338","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","exact_occupation"
"M215301","Telecommunications Engineer","215301","338","5","4","0","1","medium","3","0.6","high","2","pending","research_pre_rating_only","inherited_current_emasco_profile","https://emasco.mohr.gov.my/masco/2153-01","M215301","215301","Telecommunications Engineer","https://emasco.mohr.gov.my/masco/2153-01","2020","exact_normalized_title","high","338","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=338","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","exact_occupation"
"M215323","Network and System Engineer","215323","338","7","4","0","3","medium","3","0.4286","medium","2","pending","research_pre_rating_only","inherited_current_emasco_profile","https://emasco.mohr.gov.my/masco/2153-02","M215302","215302","Network and Systems Engineer","https://emasco.mohr.gov.my/masco/2153-02","2020","title_variant","high","338","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=338","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","exact_occupation"
"M215330","Acoustic Engineer","215330","338","9","5","2","2","low","2","0.2222","low","2","pending","research_pre_rating_only","inherited_current_emasco_profile","https://emasco.mohr.gov.my/masco/2153-03","M215303","215303","Acoustic Engineer","https://emasco.mohr.gov.my/masco/2153-03","2020","exact_normalized_title","high","338","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=338","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","exact_occupation"
"M216101","Architect Grade J41","216101","338","10","6","0","4","medium","3","0.3","medium","2","pending","research_pre_rating_only","inherited_current_emasco_profile","https://emasco.mohr.gov.my/masco/2161-02","M216102","216102","Architect Grade J9/J10","https://emasco.mohr.gov.my/masco/2161-02","2020","grade_reversion","high","338","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=338","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","exact_occupation"
"M216102","Architect","216102","339","10","6","1","3","low","9","0.9","high","2","pending","research_pre_rating_only","inherited_current_emasco_profile","https://emasco.mohr.gov.my/masco/2161-01","M216101","216101","Architect","https://emasco.mohr.gov.my/masco/2161-01","2020","exact_normalized_title","high","339","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","exact_occupation"
"M216201","Landscape Architect Grade J41","216201","339","11","11","0","0","high","5","0.4545","medium","2","pending","research_pre_rating_only","inherited_current_emasco_profile","https://emasco.mohr.gov.my/masco/2162-02","M216202","216202","Landscape Architect Grade J9","https://emasco.mohr.gov.my/masco/2162-02","2020","grade_reversion","high","339","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","exact_occupation"
"M216202","Landscape Architect","216202","339","8","6","0","2","medium","7","0.875","high","2","pending","research_pre_rating_only","inherited_current_emasco_profile","https://emasco.mohr.gov.my/masco/2162-01","M216201","216201","Landscape Architect","https://emasco.mohr.gov.my/masco/2162-01","2020","exact_normalized_title","high","339","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","exact_occupation"
"M216301","Commercial Products Designer","216301","339","9","9","0","0","high","9","1.0","high","2","pending","research_pre_rating_only","inherited_current_emasco_profile","https://emasco.mohr.gov.my/masco/2163-01","M216301","216301","Commercial Products Designer","https://emasco.mohr.gov.my/masco/2163-01","2020","exact_normalized_title","high","339","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","exact_occupation"
"M216326","Green Technology Design Professional","216326","339","10","8","0","2","medium","6","0.6","high","2","pending","research_pre_rating_only","inherited_current_emasco_profile","https://emasco.mohr.gov.my/masco/2163-02","M216302","216302","Green Technology Design Professional","https://emasco.mohr.gov.my/masco/2163-02","2020","exact_normalized_title","high","339","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","exact_occupation"
"M216401","Urban and Rural Planning Officer Grade J41","216401","339","11","8","0","3","medium","1","0.0909","low","2","pending","research_pre_rating_only","inherited_current_emasco_profile","https://emasco.mohr.gov.my/masco/2164-04","M216404","216404","Urban and Rural Planning Officer Grade J9","https://emasco.mohr.gov.my/masco/2164-04","2020","grade_reversion","high","339","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","exact_occupation"
"M216402","Town Planner","216402","339","9","8","0","1","medium","3","0.3333","medium","2","pending","research_pre_rating_only","inherited_current_emasco_profile","https://emasco.mohr.gov.my/masco/2164-01","M216401","216401","Town Planner","https://emasco.mohr.gov.my/masco/2164-01","2020","exact_normalized_title","high","339","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","exact_occupation"
"M216404","Traffic Engineer","216404","339","9","8","0","1","medium","3","0.3333","medium","2","pending","research_pre_rating_only","inherited_current_emasco_profile","https://emasco.mohr.gov.my/masco/2164-02","M216402","216402","Traffic Engineer","https://emasco.mohr.gov.my/masco/2164-02","2020","exact_normalized_title","high","339","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","exact_occupation"
"M216407","Urban and Regional Planners","216407","339","9","8","0","1","medium","1","0.1111","low","2","pending","research_pre_rating_only","inherited_current_emasco_profile","https://emasco.mohr.gov.my/masco/2164-03","M216403","216403","Urban and Regional Planner","https://emasco.mohr.gov.my/masco/2164-03","2020","title_variant","high","339","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","exact_occupation"
"M216501","Geospatialist Grade J41","216501","339","15","7","3","5","low","8","0.5333","medium","2","pending","research_pre_rating_only","inherited_current_emasco_profile","https://emasco.mohr.gov.my/masco/2165-03","M216503","216503","Geospatialist Grade J9","https://emasco.mohr.gov.my/masco/2165-03","2020","grade_reversion","high","339","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","exact_occupation"
"M216502","Surveyor Grade J41","216502","339","10","7","0","3","medium","7","0.7","high","2","pending","research_pre_rating_only","inherited_current_emasco_profile","https://emasco.mohr.gov.my/masco/2165-04","M216504","216504","Surveyor Grade J9","https://emasco.mohr.gov.my/masco/2165-04","2020","grade_reversion","high","339","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339","Current eMASCO D11 profile inherited for a MASCO 2020 identity; not 2020-specific task evidence; test only.","exact_occupation"
