skill_id,canonical_name,definition,skill_type,competence_area,level,source_framework,source_id,embedding_model,embedding_384
DIGCOMP_1_2,"Evaluating data, information and digital content","DigComp 2.2 competence 1.2: Evaluating data, information and digital content.",digital,Information and data literacy,intermediate,DigComp 2.2,1.2,sentence-transformers/all-MiniLM-L6-v2,"[-0.021022,-0.0099875,0.006494,-0.0387898,-0.0476175,-0.0474848,-0.0258026,0.0355463,-0.0517372,0.027549,-0.0407895,0.0110961,0.0022503,-0.0038443,-0.0126067,0.0047263,0.0668339,-0.0539613,0.044648,-0.062467,0.0217108,0.0401372,0.0345339,-0.116849,0.01381,0.0339495,-0.0522447,0.0325794,0.0470166,-0.0718348,4.16e-05,0.0969203,-0.0056379,0.0462463,0.001653,0.0313473,0.0691999,-0.0051202,-0.0402259,0.0041982,0.0264559,-0.0463692,-0.0537568,0.0127193,0.0466971,0.0069001,-0.0202982,-0.0268054,-0.0923084,0.038177,-0.0853839,0.0599165,0.0306413,-0.0105241,0.0022267,0.0286315,0.0382803,-0.0017779,-0.0356825,-0.0332198,0.0265692,-0.019716,-0.0529239,0.0877293,0.0414171,0.0023942,-0.0309018,0.0056947,0.0115675,-0.0779713,-0.0335068,-0.0223976,0.0279932,0.0668207,0.0375073,-0.0944564,0.0010616,-0.0688977,0.056368,-0.0431398,0.0620838,0.0862636,-0.0271637,0.1007472,-0.1001928,-0.0594495,-0.0122453,0.0132382,-0.0573289,-0.0536866,0.0463424,-0.0071594,0.0278906,0.0687102,0.0525668,-0.0308115,-0.0471745,-0.0546882,0.0236638,0.027897,-0.0332293,0.0619973,-0.0858214,-0.1083675,-0.0967169,-0.0440211,0.0345636,0.0220134,0.0590108,0.0566255,0.00851,0.0125677,-0.0592853,-0.0478254,0.0540261,-0.0052094,-0.0426877,0.0375968,0.0193083,-0.0062273,0.0463103,-0.0450181,-0.0064563,-0.0490863,-0.0092747,-0.1574306,-0.0264255,-0.0,0.0383278,0.0293232,0.0109241,0.0572833,-0.0293582,-0.0141841,0.0052325,0.0136338,-0.1245178,0.0856086,-0.0292521,0.1019205,-0.0524435,0.0461726,0.0095436,0.0082427,-0.0534988,0.1170169,0.0691796,0.0313698,0.0522375,-0.0055318,0.0278909,-0.0033562,0.0923401,-0.0252049,-0.0356759,0.0259183,0.0932488,0.006221,-0.036292,-0.0411121,0.0002968,-0.0290534,0.0507071,0.0228778,0.0011225,-0.0015382,0.0150909,-0.017114,0.0026494,0.0133224,-0.0039075,0.0090911,-0.0199532,0.0170721,0.0561873,-0.0787834,-0.0317631,0.0503452,0.0292782,-0.0295904,0.0297718,-0.0081354,0.0333936,0.0353454,0.0143776,-0.0232483,0.0547388,0.0412168,0.0277666,0.0501299,-0.0625435,-0.1048824,-0.0131379,0.0072976,0.0338079,-0.0379276,0.1214885,-0.0252827,-0.0252039,0.0347973,-0.0328752,-0.0502033,0.0067302,-0.046485,-0.0467782,0.017711,0.0428711,0.0541996,0.0317769,-0.0644916,0.0026511,-0.0328391,0.0405157,0.0018473,0.0425761,-0.0222648,-0.0219337,0.0799756,-0.0264626,0.0571789,-0.1270901,-0.0046102,0.0894836,0.0,-0.0750968,0.0086605,-0.1118692,0.1449396,-0.0053454,-0.0427428,0.0256833,-0.0170396,0.043988,0.005452,0.0080478,-0.0674364,-0.0009433,-0.0627833,-0.0622331,0.0016794,-0.0892826,-0.0939664,-0.0362907,0.0511882,-7.9e-06,-0.0099392,-0.0990357,0.0142773,-0.0024713,0.0408394,-0.0245505,-0.0540082,0.0534504,0.0554074,0.0669059,-0.0580979,-0.0683816,0.0136865,-0.0084882,-0.0329031,0.1175163,-0.0208454,-0.0236441,0.0638094,0.037883,0.0865437,-0.0613304,0.0467988,-0.05707,-0.0814623,-0.0256494,0.0494593,0.0246279,-0.0598248,0.124577,0.0025442,-0.0011475,-0.0286113,0.0181689,0.0563545,-0.0026785,-0.0305087,-0.0584662,0.0907613,0.0516064,0.0155026,-0.061832,0.0857305,0.0018355,-0.0256887,0.0100311,0.0567734,-0.1034917,0.0417095,-0.0460412,-0.01091,0.0297726,-0.1570631,-0.0456801,-0.0361385,-0.0662802,0.0928684,0.0203107,0.0729552,-0.0034894,-0.0110307,0.0089496,0.0699062,0.0317206,0.0922544,0.0389157,0.0016623,-0.0583191,-0.099982,-0.0651703,-0.0094651,-0.0926445,0.0133445,-0.0309011,-0.0,0.0097366,-0.0435325,0.0213356,0.0223086,-0.038407,0.0584504,-0.0197176,0.0372487,-0.005771,0.0327178,0.0165038,-0.0373224,-0.1115266,-0.0153552,0.1852211,-0.0147572,0.1123711,-8.77e-05,0.0091162,0.0220215,0.1105542,0.0298011,-0.0555491,-0.01936,-0.011355,0.0140708,-0.0079215,-0.0738904,0.0052781,-0.0014245,0.0066969,0.0080353,-0.0331989,-0.0678643,0.0539627,-0.0601741,0.0474169,-0.0167114,0.0326919,-0.025569,-0.0037503,0.0720516,-0.0071892,0.0383822,0.0124068,-0.0161363,0.0485467,-0.0064313,-0.0045146,-0.0234584,-0.0476021,-0.0205536,-0.037277,0.0154691,0.0814502,0.0048002,0.011886,0.0510039,-0.0708417,0.0941861,0.0141878,0.0078119,-0.0303505,0.0395902]"
DIGCOMP_1_3,"Managing data, information and digital content","DigComp 2.2 competence 1.3: Managing data, information and digital content.",digital,Information and data literacy,intermediate,DigComp 2.2,1.3,sentence-transformers/all-MiniLM-L6-v2,"[-0.0168888,-0.045039,0.0188194,-0.0030477,-0.0576669,-0.0545052,-0.0374669,0.0383332,-0.0556281,0.0608394,-0.0308456,0.0285128,0.0343221,-0.0186134,0.0125196,0.0109309,0.0025467,-0.0544798,0.0527265,-0.0670533,-0.0065397,0.0289966,0.0140695,-0.0850787,-0.0078296,0.0601586,-0.0257548,0.0174194,0.0275403,-0.0922463,0.0254977,0.0655439,0.009808,0.0614747,-0.0211178,0.0278961,0.0341699,-0.0093192,-0.0694522,-0.0043989,0.0354372,-0.0432386,-0.0943454,0.001474,0.0409415,0.0457237,0.0058213,-0.0257198,-0.0741702,0.0246565,-0.0788389,0.0327799,0.0018799,0.0149383,0.0257764,0.0145695,0.0922995,-0.0121203,-0.063819,-0.0635131,0.0310113,0.0037601,-0.0625651,0.0462477,0.0383603,0.0057979,0.0054708,0.0401954,0.0211708,-0.0721629,-0.0351431,-0.0695188,0.0080421,0.0638667,0.0170119,-0.0973267,-0.0098537,-0.0565255,0.0484506,-0.0423962,0.0618367,0.1086734,-0.0112413,0.1215615,-0.1368864,-0.0587324,-0.0241761,-0.0019648,-0.0324007,-0.0734056,0.024952,-0.0249471,0.0624033,0.0729192,0.0080141,-0.0628908,-0.0012681,-0.0290971,0.0404298,-0.0051007,-0.0189628,0.043869,-0.0683443,-0.0641149,-0.0791114,-0.0262864,0.0312029,0.0257583,0.0389874,0.0669155,-0.0054296,0.0260497,-0.1092938,-0.0593118,0.0073621,-0.0092709,-0.0697666,0.049736,0.0239347,0.0140668,0.0432954,-0.0096882,-0.0194424,-0.0418889,-0.0202132,-0.1307676,-0.0246567,-0.0,0.0465373,0.0285369,-0.0371267,0.0512797,0.0309556,0.0251634,-0.0134396,0.05636,-0.1208856,0.0659634,-0.0001764,0.0615184,-0.070415,0.0173027,0.0202889,-0.0328216,-0.0442807,0.1196842,0.084712,0.0086525,0.0262011,0.0091555,0.0035793,0.0113442,0.1178794,0.0131864,-0.0210717,0.0359166,0.1142079,-0.0171412,-0.0011345,-0.0626709,-0.0031909,-0.0328752,0.0583739,0.0122232,-0.0265065,-0.0380051,0.013359,-0.0023149,-0.003144,0.0267935,0.0071395,-0.0219743,-0.0068634,0.0047586,0.0787455,-0.0693879,-0.0490093,0.0413145,0.0754532,-0.0340738,0.0333588,0.0053369,0.0786449,-0.0100015,0.0071284,-0.0652334,0.064724,0.0208543,0.0127216,0.0156249,-0.0491305,-0.0540951,0.0234247,-0.0193494,0.0532124,-0.0253615,0.1162731,-0.0326944,-0.0169632,0.0407436,-0.0295582,-0.0431846,-0.0171538,-0.0210027,-0.0435374,-0.0037568,-0.0257067,0.0353119,0.0088308,-0.0456817,0.007339,0.0204377,0.0375659,0.0344646,0.0693171,0.0076458,-0.0227518,0.1018013,-0.0183743,0.0388638,-0.0761627,0.0399408,0.0697281,0.0,-0.0516173,-0.0253302,-0.1069739,0.1036257,0.0091647,-0.0139694,0.0084848,0.0064677,0.0173976,-0.0259217,0.0139713,-0.081794,0.0385892,-0.0610868,-0.0696832,0.0104853,-0.0698887,-0.096004,-0.0868997,0.054269,-0.0238698,-0.0570491,-0.1152043,0.0338491,0.0087848,0.0319423,-0.077016,-0.0269629,0.0469957,0.0577771,0.0361903,-0.0575224,-0.0569262,-0.051334,-0.0088367,-0.0680796,0.0560367,0.0119858,-0.0412001,0.0702677,0.029386,0.059803,-0.0318832,0.0635048,-0.0343935,-0.0658112,-0.0421827,0.0307647,0.0188971,-0.0600048,0.0894457,-0.0417564,-0.0006907,-0.064474,0.0399717,0.078805,-0.0093491,-0.0034693,-0.0844992,0.0287379,0.0442072,-0.0097874,-0.0351848,0.1064317,-0.0138961,-0.0119554,0.0259737,0.0479332,-0.1036867,0.0354927,-0.0204094,0.0044683,0.047478,-0.1405607,-0.0362403,-0.0655617,-0.0741484,0.0714743,0.0425773,0.0949237,0.0121823,0.0350432,0.0010737,0.0994485,0.0247402,0.0529745,0.0324359,-0.0027512,-0.0484401,-0.1219051,-0.0917975,-0.0163194,-0.0982878,0.0578751,0.0011188,-0.0,0.0143894,-0.0399575,-0.0099865,-0.0149351,0.004179,0.0486706,-0.0163684,0.0658918,0.0425587,0.0663848,0.0286098,-0.0456423,-0.097913,-0.0211746,0.1761728,0.0148307,0.1049612,-0.0070999,0.0404362,-0.0003337,0.1158673,0.0394054,-0.0443936,0.0033354,0.0186869,-0.0054666,0.0298932,-0.0523199,0.0125729,0.0536796,0.0172438,-0.0263861,-0.0093335,-0.0192394,0.0502418,-0.0589276,0.0900241,0.0167814,0.0360187,-0.0809762,0.0334851,0.0653803,0.0110943,0.0524694,-0.0003787,-0.0138695,0.0714563,0.0120394,0.0071551,-0.0556629,-0.0854123,0.0264437,-0.0056355,0.044433,0.0656067,0.0177998,0.0275231,0.0365593,-0.0569643,0.0500309,-0.0316833,-0.0060991,-0.0290957,0.0508159]"
DIGCOMP_2_1,Interacting through digital technologies,DigComp 2.2 competence 2.1: Interacting through digital technologies.,digital,Communication and collaboration,intermediate,DigComp 2.2,2.1,sentence-transformers/all-MiniLM-L6-v2,"[-0.0470763,-0.0383313,0.0358248,-0.0349531,-0.0592108,-0.0864754,0.0388738,0.0584379,-0.0545463,-0.0178064,-0.0313341,-0.0418122,-0.0001314,-0.0213073,0.0406165,-0.0094527,0.0219726,-0.0544313,0.0597603,0.0132314,0.0450083,-0.0094251,0.0302581,-0.0827936,-0.0328083,0.0027297,-0.0049888,0.0084875,0.0538414,-0.0146604,-0.0061108,0.1160442,-0.0327043,0.0677151,0.0154718,0.0232305,0.1008425,-0.0019528,-0.0697776,-0.0972971,-0.0064728,-0.0341716,-0.0307689,-0.026148,0.0414224,-0.0390562,-0.0045726,0.0160232,-0.1220849,-0.0160022,-0.1027178,0.0275545,0.0501089,0.0032933,-0.0036549,0.0171066,0.1005264,0.0139312,-0.0136417,-0.0205668,0.024378,-0.0061423,-0.0695491,0.0863699,0.0451384,0.0492314,-0.0059523,-0.0022941,0.019437,-0.0302654,-0.0793354,-0.0232704,0.0136086,0.055854,0.0616424,-0.0981888,0.0096927,-0.0601561,0.0897274,-0.0085868,0.0563852,0.1020343,-0.0217678,0.0489079,-0.1124434,-0.0007858,-0.0483273,0.0408073,-0.0228249,-0.0689286,-0.0146409,-0.0206653,-0.0081649,0.0538842,0.010772,-0.0842778,0.0154659,-0.0175582,0.00442,0.0178245,-0.008794,0.025046,-0.0929232,-0.0811551,-0.0980921,-0.0220328,0.0002714,0.0021232,0.060503,0.0053156,-0.0391911,-0.0306993,-0.0330287,-0.0044876,0.0032963,0.0676238,-0.0365503,0.0440398,0.0764306,0.0008588,0.0370632,-0.0037187,-0.0461221,-0.0440835,-0.0017137,-0.1709507,0.0063159,-0.0,0.0516781,0.0292138,-0.007844,0.097583,0.0150705,-0.0188999,0.0268444,0.0317979,-0.0995936,0.0494199,0.0134507,0.0472462,-0.0424353,0.058018,0.0049759,-0.0121022,-0.0728684,0.066073,0.0490369,-0.0200589,0.0069547,-0.0090263,-0.0073592,0.0489613,0.1088571,0.0126604,-0.0355262,0.0492724,0.1472143,0.0078753,-0.0226705,-0.0148394,-0.0491719,-0.0347112,0.0937984,0.0198822,0.0136314,-0.061215,0.0463572,-0.0185884,-0.0288637,-0.0158261,-0.0174041,-0.0004235,-0.0177607,0.0273271,0.055996,-0.0519805,-0.103706,0.0854904,-0.024122,-0.0020924,0.0447527,-0.0364433,0.0542147,-0.0353676,0.0273965,-0.0428447,0.0344191,0.0224484,0.0421217,-0.0106638,-0.0874497,-0.0403152,0.0113645,-0.0021663,0.0719363,0.0072327,0.067995,-0.0221266,-0.0293468,0.042874,-0.0515442,-0.0381271,-0.033139,-0.0553915,-0.0210281,0.0112521,0.0168035,0.0857019,-0.0308044,-0.008953,-0.0495149,-0.0114308,0.0388962,-0.0031379,0.0069241,-0.0330786,-0.043533,0.0839868,0.013067,0.0137162,-0.0378978,0.0725851,0.0637061,-0.0,-0.0178351,0.0129234,-0.0843171,0.0987218,0.0083258,-0.0689593,0.0586408,-0.0128223,0.0606293,-0.0058006,0.0216614,-0.0282786,0.0274403,-0.034221,0.002998,-0.0136605,-0.0608704,-0.0085276,-0.0018241,0.0418481,0.0317029,-0.0563044,-0.0924366,0.0107797,-0.0215721,-0.0094054,-0.0313798,-0.0199051,-0.0133845,0.0233246,0.0706857,-0.0211178,-0.0959976,0.0374597,0.028169,-0.0297587,0.0512692,-0.0106844,-0.0003718,-0.0043633,0.0404369,0.035835,-0.0945789,0.051727,-0.0066537,-0.0447311,-0.0141691,-0.0178892,0.0009158,-0.0249769,0.1206939,-0.024031,0.0348996,-0.0662014,-0.0228243,0.1185605,0.0373221,-0.0542971,-0.0431383,0.042997,0.0589369,-0.0589953,-0.0340994,0.0573607,-0.0114229,-0.0092443,0.0005493,0.0957496,-0.0449038,0.0596486,-0.0502274,0.0200598,0.0462793,-0.1457002,-0.0529118,-0.0795928,-0.1188343,0.0464818,-0.0046904,0.0748775,-0.0076552,0.0534407,0.0447372,0.0266966,-0.0166049,0.0991918,0.025127,0.0346155,-0.0791031,-0.1270805,-0.045537,0.0473291,-0.038493,0.0150977,-0.0542275,-0.0,0.0352354,0.0063081,0.0206595,-0.0455005,-0.0138822,0.0927076,-0.0113181,-0.0029322,-0.0047729,0.0551687,-0.0305847,-0.0769257,-0.0300398,-0.0132101,0.2259389,0.0005274,0.0529359,-0.0295276,-0.0221391,-0.0292765,0.1605129,-0.0175931,-0.033004,0.0615429,-0.0356563,-0.0028177,-0.0060595,-0.0422362,0.0016548,0.0482366,-0.0488466,0.017284,-0.0201678,-0.0484267,0.0042075,-0.0328248,0.0571806,-0.0571084,0.0486007,-0.0680608,-0.0365626,0.0412115,-0.0390269,0.0331877,-0.0002184,-0.0071025,0.0815215,-0.0373567,-0.033517,0.0369377,-0.0627023,0.0117831,-0.0132082,0.0179997,0.0812462,0.0216398,0.0201814,0.0523078,-0.0689657,0.1050808,-0.0173749,0.025869,-0.0455379,0.0566392]"
DIGCOMP_2_2,Sharing through digital technologies,DigComp 2.2 competence 2.2: Sharing through digital technologies.,digital,Communication and collaboration,intermediate,DigComp 2.2,2.2,sentence-transformers/all-MiniLM-L6-v2,"[-0.0764519,-0.0383748,0.0146682,-0.0452523,-0.0379075,-0.0183741,-0.0139882,0.0211261,-0.0596731,-0.009807,-0.0142358,0.0107952,-0.00642,-0.0146091,0.0337721,-0.0289959,-0.0105491,-0.080543,0.0441542,-0.0280132,0.0358937,-0.0160486,-0.0019323,-0.0724575,0.0323075,0.0140578,-0.0214142,-0.0003841,0.0342614,-0.0486243,0.024873,0.084756,-0.057132,0.0686266,-0.0070569,0.0058218,0.0403021,-0.0207884,-0.0557185,-0.0740606,0.0005594,-0.0204899,-0.0702601,0.020771,0.0380563,0.0323554,0.0183822,0.0056984,-0.0836967,0.0167377,-0.0890643,0.0154433,0.0361197,0.0081335,0.0053811,-0.003475,0.0807638,-0.0311082,-0.0587409,-0.0121335,-0.0143166,0.0119462,-0.0581067,0.0804812,0.0454341,0.0047298,0.0173823,0.0644252,-0.0046583,-0.0558244,-0.084711,-0.0147396,0.0481747,0.0371733,0.0491531,-0.0765577,0.01691,-0.0203413,0.0622825,-0.0662069,0.0314843,0.1312204,-0.0022448,0.0318315,-0.1454992,-0.0166558,-0.0486026,0.0006511,-0.0328794,-0.0819089,-0.038784,-0.0025944,0.0065336,0.0452558,0.0116482,-0.0888295,-0.0238091,0.0163758,-0.0154371,0.0030475,-0.0208915,0.0279684,-0.0692881,-0.0854853,-0.0701306,0.0017024,0.054064,-0.0104389,0.0972486,0.0406377,-0.0276204,0.0140794,-0.0690566,-0.0294016,0.0305008,0.0663459,-0.0584796,0.0553431,0.1157368,-0.0124502,0.0081227,-0.0418188,-0.0328732,-0.0464293,-0.0308518,-0.1656108,-0.0245745,-0.0,0.0339195,0.0321304,-0.0123179,0.0712435,0.0136223,-0.0030561,-0.0046356,0.0494253,-0.1636638,0.0223287,0.0174038,0.0149416,-0.0267683,0.0569196,0.028145,-0.0181619,-0.0283703,0.0685625,0.0968003,0.0235348,0.0166947,0.0173603,0.0130645,0.0308805,0.0820173,-0.0393461,-0.0369636,-0.0133336,0.1714177,0.0132049,0.0026816,-0.0186662,-0.0477634,-0.0165133,0.0777218,0.0327808,0.0198406,-0.0563505,0.0438507,-0.0026811,-0.0223489,-0.0365065,-0.0271532,-0.0544149,-0.0217503,0.0155626,0.0090538,-0.0216511,-0.0700347,0.0800614,2.82e-05,-0.0104905,0.0190775,-0.018981,0.0790299,-0.0105544,0.0245079,-0.0439094,0.0762363,-0.0022241,0.0200576,0.0032236,-0.0366352,-0.0277918,-0.0214294,-0.0021743,0.0556778,-0.0251473,0.0647126,-0.0029728,-0.0614336,0.0440449,-0.0946917,-0.0421381,-0.0311452,-0.0295908,-0.0505113,0.0522533,0.0645445,0.0740979,-0.045375,-0.0122265,-0.0338223,-0.0006523,0.0307178,0.0191915,0.008243,-0.0289616,-0.0675967,0.1403005,0.0105264,0.0193166,-0.0040834,0.0895245,0.0738359,-0.0,-0.0681708,0.0332533,-0.1130749,0.1063387,0.0249445,-0.0884839,0.0290072,-0.0057554,0.0038299,0.0931451,0.0059114,-0.0380314,0.0451229,-0.0271369,-0.0306753,-0.045468,0.0076148,-0.029886,-0.0176899,0.0390935,-0.0144506,-0.0188736,-0.0803854,0.0330665,0.0150565,0.0293784,-0.0746182,-0.0044351,0.0202938,0.0104144,0.0264133,-0.0281684,-0.1099702,-0.0147049,0.0145182,-0.0352114,0.0163774,0.0003507,-0.0139133,0.0108948,0.0355862,0.0085064,-0.0806695,0.071311,-0.0291792,-0.0688911,-0.00756,-0.0381801,-0.01059,-0.0286973,0.145853,-0.0242032,0.0459421,-0.0936899,-0.0080173,0.1234167,0.0184535,0.0023536,-0.0389699,0.0638351,0.073937,-0.0427875,-0.078876,0.0870602,0.0075868,-0.0052199,0.0259224,0.1168141,-0.0584097,0.0782209,-0.0527812,0.0244557,0.0508428,-0.1257653,-0.0515132,-0.0366074,-0.0561644,0.0644587,-0.0149157,0.1054055,0.0257157,0.0119093,0.0617284,0.0494681,-0.0061133,0.0386863,0.0761728,0.025672,-0.1028482,-0.1335738,-0.0780081,8.84e-05,-0.0507126,-0.0145988,-0.0079361,-0.0,0.0165086,-0.0105362,0.0169456,-0.0292865,-0.0412519,0.0810464,0.0103308,0.0284566,0.001821,0.1048506,-0.0405507,-0.0379654,-0.0497407,0.0081143,0.1464633,0.0068253,0.0572047,-0.0131717,-0.0053533,-0.0294211,0.1278923,-0.0187951,-0.0334687,0.0336822,-0.0289694,0.0044673,-0.0187881,-0.0591565,0.0266106,0.045361,-0.0428227,-0.0130893,-0.0330709,-0.006976,0.0236633,-0.0448769,0.0338593,-0.0050156,0.0477708,-0.065286,-0.0148327,0.0735128,-0.0087356,0.0403577,-0.0008938,-0.0313736,0.0727713,-0.0476989,-0.0567607,0.0283071,-0.0497875,0.0147853,0.022628,0.0113059,0.0756095,0.0157011,0.0003684,0.0342518,-0.0335169,0.0813589,0.0057816,0.0241875,-0.065516,0.0926945]"
DIGCOMP_2_4,Collaborating through digital technologies,DigComp 2.2 competence 2.4: Collaborating through digital technologies.,digital,Communication and collaboration,intermediate,DigComp 2.2,2.4,sentence-transformers/all-MiniLM-L6-v2,"[-0.031225,-0.0572899,0.012968,-0.0335388,-0.0836229,-0.0408355,-0.0222246,0.026631,-0.0624405,-0.010825,-0.0227082,0.0025649,0.0007616,0.0136995,0.0148584,-0.017821,-0.027916,-0.0387539,0.0466277,-0.0292959,-0.004456,-0.0339561,-0.0104417,-0.1030271,0.0280632,0.0177513,0.0102943,-0.0261936,0.0237623,-0.031998,-0.0063681,0.0869539,-0.0397997,0.0667057,0.0026611,0.0325115,0.0962194,0.0005029,-0.0230599,-0.1087108,-0.0205758,-0.0071515,-0.0577768,-0.0091783,0.017894,-0.0079248,-0.0037689,0.0141009,-0.0888462,0.0073442,-0.0708058,0.0160453,0.0325906,-0.0102592,-0.0194006,0.0389447,0.0939055,-0.0354496,-0.042911,-0.0258509,0.0054487,0.0042523,-0.0634673,0.0792294,0.0629965,0.0081058,0.0369188,0.0236248,-0.0038563,-0.0509467,-0.071122,-0.0296376,-0.0027697,0.0218851,0.0609857,-0.0652189,0.0285543,-0.0299943,0.10773,-0.0757339,0.0352299,0.1452083,-0.0215805,0.0476274,-0.1124996,-0.0119825,-0.0468089,0.0420316,-0.0274617,-0.0859715,-0.0198764,-0.0181636,-0.0046449,0.029135,0.007147,-0.060005,-0.0003571,0.0127132,0.0282492,0.0221307,-0.0341627,-0.0026785,-0.090966,-0.0831332,-0.0560532,-0.014621,0.0387939,-0.0147192,0.098193,0.0097701,-0.0295794,-0.0276435,-0.0537239,-0.0110819,-0.0110076,0.0673902,-0.0716919,0.0543255,0.0414515,-0.0084483,0.0114262,-0.0128844,-0.0449364,-0.0528151,0.0061681,-0.1561431,-0.0069659,-0.0,0.0638527,0.0660924,0.0009007,0.0875522,0.0474489,-0.0360534,0.0165326,0.0277938,-0.1495164,0.0351435,-0.0073484,0.0205473,-0.0203262,0.0681819,-0.0097758,-0.0605556,-0.0287077,0.0683423,0.0411174,0.0012902,0.0057021,-0.0007191,0.0166342,0.0627674,0.0655615,-0.0043084,-0.0356006,0.0327345,0.1670386,0.0183773,-0.0260203,-0.0152308,-0.035443,-0.0222811,0.0487197,0.037768,-8.88e-05,-0.0764453,0.0558723,0.0156032,-0.0275107,-0.018975,-0.0199022,-0.0635488,0.0140961,0.0375636,0.0210066,-0.0099005,-0.0323168,0.080382,-0.0137986,-0.0113012,0.0456908,-0.0296953,0.0704805,-0.0173898,0.024874,-0.0758377,0.0601759,0.0049044,0.0501864,0.017966,-0.1252268,-0.0249142,0.0263182,-0.0094695,0.0908872,0.0090935,0.0949957,-0.0522297,-0.0398602,0.0186626,-0.0738594,-0.0377988,-0.039569,-0.0587053,-0.0306781,0.0332452,0.0557286,0.074685,-0.0593994,0.0055243,-0.0519898,-0.0209553,0.0365522,0.0064227,0.0051966,0.0055368,-0.0438,0.14548,0.0030258,0.0279459,-0.0172252,0.0862517,0.0811475,-0.0,-0.0401547,0.0040904,-0.0407871,0.1076589,0.0422781,-0.0639965,0.0452964,-0.0592417,0.0284934,0.0424291,0.0269921,-0.0509643,0.0523587,-0.0456306,-0.0118057,-0.0120426,-0.0500484,0.0044128,-0.001407,0.0581061,0.0233367,-0.047055,-0.0564703,0.0412944,0.0198958,-0.007925,-0.0360882,-0.0280045,-0.0021619,0.0225515,0.0720055,-0.0293818,-0.1344308,-0.0192355,0.0103896,-0.0316215,0.0224508,-0.0195481,-0.0170169,-0.0108655,0.039498,0.0330564,-0.083319,0.0486197,-0.0164436,-0.0753666,-0.0141674,-0.0159436,-0.0225414,-0.0391641,0.1313074,0.0161709,0.0227896,-0.0878399,-0.0045588,0.10569,0.0619033,-0.0286396,-0.039003,0.0608432,0.0535982,-0.0641688,0.0037791,0.0730539,-0.0004385,-0.0129222,0.0283004,0.1447255,-0.0541921,0.0901016,-0.0660098,0.0066981,0.0445861,-0.1304649,-0.0397206,-0.0864375,-0.1035345,0.0146527,0.0043134,0.0617224,-0.0160855,0.0441058,0.0593371,0.0579854,-0.0225892,0.0555349,0.0520006,0.0459657,-0.0638974,-0.122488,-0.0773058,0.0092713,-0.0048893,0.028377,-0.0427751,-0.0,0.0368748,0.0336571,-0.0209075,-0.0408025,-0.0398572,0.0756071,-0.0147704,0.0165634,0.0169062,0.0589646,-0.01461,-0.069737,-0.0372607,0.0082054,0.190124,-0.0020775,0.0139341,0.003207,-0.0210087,-0.0763487,0.1230991,-0.0185124,-0.0463721,0.0483363,-0.0202333,0.0085469,0.0051296,-0.0258072,-0.0109646,0.0186078,-0.0336773,0.0055657,-0.0562588,-0.0235445,0.0602223,-0.0507784,0.0581575,-0.0122478,0.0529044,-0.0744472,-0.0225778,0.09129,-0.023302,0.0494912,-0.0156208,-0.050804,0.0591154,-0.0248628,-0.0325285,0.0105135,-0.0603004,0.0247692,-0.0009827,0.0066625,0.0745374,0.0400492,0.0106286,0.0329107,-0.0347197,0.0743967,0.0100006,0.0205436,-0.0409816,0.0483102]"
