role_id,role_title,masco_code,masco_unit_group_code,candidate_rank,candidate_esco_code,candidate_esco_title,candidate_esco_uri,matched_label,matched_label_type,title_similarity,candidate_status,mapping_status,review_decision,reviewer,review_notes
M214403,Competent Person (CP) - Internal Combustion Engine Engineer,214403,2144,2,2144.1.23,welding engineer,http://data.europa.eu/esco/occupation/16cb1f72-3d8c-4404-84ec-9c31fbd7c86c,construction welder engineer,altLabel,0.506024,review_only_not_used,no_unique_exact_esco_title_match,,,
M214403,Competent Person (CP) - Internal Combustion Engine Engineer,214403,2144,3,2144.1.7,fluid power engineer,http://data.europa.eu/esco/occupation/811595cc-3100-4ca0-b860-3a77349342ae,fluid power maintenance engineer,altLabel,0.505747,review_only_not_used,no_unique_exact_esco_title_match,,,
M214404,Welding Engineer,214404,2144,1,2144.1.23,welding engineer,http://data.europa.eu/esco/occupation/16cb1f72-3d8c-4404-84ec-9c31fbd7c86c,welding engineer,preferredLabel,1.000000,provisionally_used_pending_review,unique_exact_preferred_title_same_isco_group,,,
M214405,Engineering Technologist,214405,2144,1,2144.1.5,engine designer,http://data.europa.eu/esco/occupation/dbc88790-a8c1-4dc4-9507-8f9dcff9c990,engine design technologist,altLabel,0.880000,review_only_not_used,no_unique_exact_esco_title_match,,,
M214405,Engineering Technologist,214405,2144,2,2144.1.11,mechatronics engineer,http://data.europa.eu/esco/occupation/ab360abd-32e2-4e03-967d-a10758efffa7,engineer in mechatronics,altLabel,0.708333,review_only_not_used,no_unique_exact_esco_title_match,,,
M214405,Engineering Technologist,214405,2144,3,2144.1.21,steam engineer,http://data.europa.eu/esco/occupation/0ba95ace-bdf5-4ee6-92af-32e1ec9c0de6,steam engineering specialist,altLabel,0.692308,review_only_not_used,no_unique_exact_esco_title_match,,,
M214406,Robotic Technologist,214406,2144,1,2144.1.11,mechatronics engineer,http://data.europa.eu/esco/occupation/ab360abd-32e2-4e03-967d-a10758efffa7,robotics engineer,altLabel,0.648649,review_only_not_used,no_unique_exact_esco_title_match,,,
M214406,Robotic Technologist,214406,2144,2,2144.1.5,engine designer,http://data.europa.eu/esco/occupation/dbc88790-a8c1-4dc4-9507-8f9dcff9c990,engine design technologist,altLabel,0.608696,review_only_not_used,no_unique_exact_esco_title_match,,,
M214406,Robotic Technologist,214406,2144,3,2144.1.22,tooling engineer,http://data.europa.eu/esco/occupation/79fed799-ab3a-43d9-bd91-414c2c3b2f57,tooling technology engineer,altLabel,0.595745,review_only_not_used,no_unique_exact_esco_title_match,,,
M214407,Aerospace Engineer,214407,2144,1,2144.1.1,aerospace engineer,http://data.europa.eu/esco/occupation/d7e663b2-f042-47d8-9fda-b5b8ba30ca04,aerospace engineer,preferredLabel,1.000000,provisionally_used_pending_review,unique_exact_preferred_title_same_isco_group,,,
M214408,Mine Ventilation Engineer,214408,2144,1,2144.1.13,mine ventilation engineer,http://data.europa.eu/esco/occupation/b3855886-bfee-4fd9-827e-2a0b6b4b4441,mine ventilation engineer,preferredLabel,1.000000,provisionally_used_pending_review,unique_exact_preferred_title_same_isco_group,,,
M214501,Chemical Engineer,214501,2145,1,2145.1,chemical engineer,http://data.europa.eu/esco/occupation/ec21ce88-ce14-49b6-be0a-cc53cf5a3a67,chemical engineer,preferredLabel,1.000000,provisionally_used_pending_review,unique_exact_preferred_title_same_isco_group,,,
M214601,Mining Engineer,214601,2146,1,2146.11,quarry engineer,http://data.europa.eu/esco/occupation/03b2f112-a891-461d-a8d4-effb9dcf2df6,mining engineer,altLabel,1.000000,provisionally_used_pending_review,unique_exact_alternate_title_same_isco_group,,,
M214602,Petroleum Mining Engineer,214602,2146,1,2146.10,petroleum engineer,http://data.europa.eu/esco/occupation/7569f423-2c37-49aa-947e-41acb66ec909,petroleum engineer,preferredLabel,0.837209,review_only_not_used,no_unique_exact_esco_title_match,,,
M214602,Petroleum Mining Engineer,214602,2146,2,2146.11,quarry engineer,http://data.europa.eu/esco/occupation/03b2f112-a891-461d-a8d4-effb9dcf2df6,mining engineer,altLabel,0.750000,review_only_not_used,no_unique_exact_esco_title_match,,,
M214602,Petroleum Mining Engineer,214602,2146,3,2146.4,liquid fuel engineer,http://data.europa.eu/esco/occupation/47dd863b-b124-4bb1-bb42-a9498492a8cb,petrol engineer,altLabel,0.750000,review_only_not_used,no_unique_exact_esco_title_match,,,
M214603,Metallurgist,214603,2146,1,2146.5,metallurgist,http://data.europa.eu/esco/occupation/bcf8f332-c7e1-4a08-8651-28d668290eaf,metallurgist,preferredLabel,1.000000,provisionally_used_pending_review,unique_exact_preferred_title_same_isco_group,,,
M214604,Assayer,214604,2146,1,2146.1,assayer,http://data.europa.eu/esco/occupation/808b5940-8092-4f08-bc37-9b60ee5761d8,assayer,preferredLabel,1.000000,provisionally_used_pending_review,unique_exact_preferred_title_same_isco_group,,,
M214605,Marine Section Leader,214605,2146,1,2146.11,quarry engineer,http://data.europa.eu/esco/occupation/03b2f112-a891-461d-a8d4-effb9dcf2df6,mine engineer,altLabel,0.647059,review_only_not_used,no_unique_exact_esco_title_match,,,
M214605,Marine Section Leader,214605,2146,2,2146.7,mine health and safety engineer,http://data.europa.eu/esco/occupation/d6d1af75-7811-4914-b16f-50441bcb0e74,mine safety engineer,altLabel,0.634146,review_only_not_used,no_unique_exact_esco_title_match,,,
M214605,Marine Section Leader,214605,2146,3,2146.8,mine planning engineer,http://data.europa.eu/esco/occupation/7b99007f-c6bf-4703-85d3-f168bc6a9f28,mine project engineer,altLabel,0.619048,review_only_not_used,no_unique_exact_esco_title_match,,,
M214606,Hydraulics Engineer,214606,2146,1,2146.2,drilling engineer,http://data.europa.eu/esco/occupation/3f863faa-c045-4f05-a419-b19182aea866,drilling engineer,preferredLabel,0.722222,review_only_not_used,no_unique_exact_esco_title_match,,,
M214606,Hydraulics Engineer,214606,2146,2,2146.10,petroleum engineer,http://data.europa.eu/esco/occupation/7569f423-2c37-49aa-947e-41acb66ec909,gas engineer,altLabel,0.709677,review_only_not_used,no_unique_exact_esco_title_match,,,
M214606,Hydraulics Engineer,214606,2146,3,2146.4,liquid fuel engineer,http://data.europa.eu/esco/occupation/47dd863b-b124-4bb1-bb42-a9498492a8cb,fuel engineer,altLabel,0.687500,review_only_not_used,no_unique_exact_esco_title_match,,,
M214607,Water Management Engineer,214607,2146,1,2146.6,mine development engineer,http://data.europa.eu/esco/occupation/5fd69ee2-2042-4280-85e1-8f1462886987,development engineer,altLabel,0.666667,review_only_not_used,no_unique_exact_esco_title_match,,,
M214607,Water Management Engineer,214607,2146,2,2146.4,liquid fuel engineer,http://data.europa.eu/esco/occupation/47dd863b-b124-4bb1-bb42-a9498492a8cb,natural gas engineer,altLabel,0.622222,review_only_not_used,no_unique_exact_esco_title_match,,,
M214607,Water Management Engineer,214607,2146,3,2146.3,explosives engineer,http://data.europa.eu/esco/occupation/40b77b1b-6f9c-4d25-8b08-8b3cb0aaf7e7,blasting engineer,altLabel,0.619048,review_only_not_used,no_unique_exact_esco_title_match,,,
M214608,Pipeline Mechanical Engineer,214608,2146,1,2146.4,liquid fuel engineer,http://data.europa.eu/esco/occupation/47dd863b-b124-4bb1-bb42-a9498492a8cb,chemical engineer,altLabel,0.666667,review_only_not_used,no_unique_exact_esco_title_match,,,
M214608,Pipeline Mechanical Engineer,214608,2146,2,2146.11,quarry engineer,http://data.europa.eu/esco/occupation/03b2f112-a891-461d-a8d4-effb9dcf2df6,mine planning engineer,altLabel,0.640000,review_only_not_used,no_unique_exact_esco_title_match,,,
M214608,Pipeline Mechanical Engineer,214608,2146,3,2146.8,mine planning engineer,http://data.europa.eu/esco/occupation/7b99007f-c6bf-4703-85d3-f168bc6a9f28,mine planning engineer,preferredLabel,0.640000,review_only_not_used,no_unique_exact_esco_title_match,,,
M214609,Pipe Stress Engineer,214609,2146,1,2146.4,liquid fuel engineer,http://data.europa.eu/esco/occupation/47dd863b-b124-4bb1-bb42-a9498492a8cb,petrol engineer,altLabel,0.742857,review_only_not_used,no_unique_exact_esco_title_match,,,
M214609,Pipe Stress Engineer,214609,2146,2,2146.10,petroleum engineer,http://data.europa.eu/esco/occupation/7569f423-2c37-49aa-947e-41acb66ec909,petroleum engineer,preferredLabel,0.736842,review_only_not_used,no_unique_exact_esco_title_match,,,
M214609,Pipe Stress Engineer,214609,2146,3,2146.7,mine health and safety engineer,http://data.europa.eu/esco/occupation/d6d1af75-7811-4914-b16f-50441bcb0e74,mine safety engineer,altLabel,0.700000,review_only_not_used,no_unique_exact_esco_title_match,,,
M214610,Blasting Expert (Mine),214610,2146,1,2146.3,explosives engineer,http://data.europa.eu/esco/occupation/40b77b1b-6f9c-4d25-8b08-8b3cb0aaf7e7,blasting engineer,altLabel,0.702703,review_only_not_used,no_unique_exact_esco_title_match,,,
M214610,Blasting Expert (Mine),214610,2146,2,2146.2,drilling engineer,http://data.europa.eu/esco/occupation/3f863faa-c045-4f05-a419-b19182aea866,drilling expert,altLabel,0.628571,review_only_not_used,no_unique_exact_esco_title_match,,,
M214610,Blasting Expert (Mine),214610,2146,3,2146.11,quarry engineer,http://data.europa.eu/esco/occupation/03b2f112-a891-461d-a8d4-effb9dcf2df6,drilling & blasting engineer,altLabel,0.565217,review_only_not_used,no_unique_exact_esco_title_match,,,
M214901,Explosive Ordnance Engineer,214901,2149,1,2149.2.7.1,compliance engineer,http://data.europa.eu/esco/occupation/a950e88b-cb5e-4a7d-8a94-3f9460b487d7,compliance engineer,preferredLabel,0.695652,review_only_not_used,no_unique_exact_esco_title_match,,,
M214901,Explosive Ordnance Engineer,214901,2149,2,2149.11.1,nanoengineer,http://data.europa.eu/esco/occupation/949ed945-f697-415e-b4c5-51d8abf7cfdf,nanoscience engineer,altLabel,0.680851,review_only_not_used,no_unique_exact_esco_title_match,,,
M214901,Explosive Ordnance Engineer,214901,2149,3,2149.2,application engineer,http://data.europa.eu/esco/occupation/fde4372d-8293-42de-afbb-8b5a9b274fe7,applied engineer,altLabel,0.651163,review_only_not_used,no_unique_exact_esco_title_match,,,
M214902,Marine Salvage Engineer,214902,2149,1,2149.11,materials engineer,http://data.europa.eu/esco/occupation/4a375b68-88a0-4e5f-99ce-9b01341dfb81,material engineer,altLabel,0.750000,review_only_not_used,no_unique_exact_esco_title_match,,,
M214902,Marine Salvage Engineer,214902,2149,2,2149.9.5,offshore renewable energy engineer,http://data.europa.eu/esco/occupation/c44c37a2-88c3-4ac2-9cf9-959f42deb02b,marine renewable energy engineer,altLabel,0.690909,review_only_not_used,no_unique_exact_esco_title_match,,,
M214902,Marine Salvage Engineer,214902,2149,3,2149.2.5,installation engineer,http://data.europa.eu/esco/occupation/58c30193-d29f-4d22-8bf0-fd87346b91dd,installation engineer,preferredLabel,0.681818,review_only_not_used,no_unique_exact_esco_title_match,,,
M214904,Industrial Health and Safety Engineer,214904,2149,1,2149.10,health and safety engineer,http://data.europa.eu/esco/occupation/a1273779-d2d4-4708-a406-62f7cdd26aab,industrial health and safety engineer,altLabel,1.000000,provisionally_used_pending_review,unique_exact_alternate_title_same_isco_group,,,
M214905,Field Service Engineer,214905,2149,1,2149.9.1,alternative fuels engineer,http://data.europa.eu/esco/occupation/a75c740c-d8d9-41a7-ab1a-e69a6eb6eac1,fuel cell engineer,altLabel,0.750000,review_only_not_used,no_unique_exact_esco_title_match,,,
M214905,Field Service Engineer,214905,2149,2,2149.2,application engineer,http://data.europa.eu/esco/occupation/fde4372d-8293-42de-afbb-8b5a9b274fe7,applied research engineer,altLabel,0.723404,review_only_not_used,no_unique_exact_esco_title_match,,,
M214905,Field Service Engineer,214905,2149,3,2149.12.1,photonics engineer,http://data.europa.eu/esco/occupation/778c1d37-69f2-4184-ac98-03b7dbfba332,laser engineer,altLabel,0.722222,review_only_not_used,no_unique_exact_esco_title_match,,,
M214906,Research Engineer,214906,2149,1,2149.2.8,research engineer,http://data.europa.eu/esco/occupation/3dab5c3f-84d0-4d52-901d-dd262eaea509,research engineer,preferredLabel,1.000000,provisionally_used_pending_review,unique_exact_preferred_title_same_isco_group,,,
M214907,Biomedical Engineer,214907,2149,1,2149.5.1,biomedical engineer,http://data.europa.eu/esco/occupation/01ffb917-98dc-48c1-91ad-93c4104e791d,biomedical engineer,preferredLabel,1.000000,provisionally_used_pending_review,unique_exact_preferred_title_same_isco_group,,,
M214908,Optical Engineer,214908,2149,1,2149.12,optical engineer,http://data.europa.eu/esco/occupation/ab3c4d3e-3189-47ad-82af-57cdae3cb589,optical engineer,preferredLabel,1.000000,provisionally_used_pending_review,unique_exact_preferred_title_same_isco_group,,,
M214909,Quality Assurance/Quality Control Inspection Engineer (QA/QC),214909,2149,1,2149.2.7,quality engineer,http://data.europa.eu/esco/occupation/30c0943c-caa1-411d-b273-26f475971273,quality assurance engineer,altLabel,0.611765,review_only_not_used,no_unique_exact_esco_title_match,,,
M214909,Quality Assurance/Quality Control Inspection Engineer (QA/QC),214909,2149,2,2149.10,health and safety engineer,http://data.europa.eu/esco/occupation/a1273779-d2d4-4708-a406-62f7cdd26aab,health and safety consultant engineer,altLabel,0.541667,review_only_not_used,no_unique_exact_esco_title_match,,,
M214909,Quality Assurance/Quality Control Inspection Engineer (QA/QC),214909,2149,3,2149.2.1,calculation engineer,http://data.europa.eu/esco/occupation/fbceeac6-798b-4307-a825-626707a753ad,structural calculation engineer,altLabel,0.511111,review_only_not_used,no_unique_exact_esco_title_match,,,
M214910,Commissioning Engineer,214910,2149,1,2149.6,commissioning engineer,http://data.europa.eu/esco/occupation/76abbb82-c103-4d7a-a4c0-14dba4d6199a,commissioning engineer,preferredLabel,1.000000,provisionally_used_pending_review,unique_exact_preferred_title_same_isco_group,,,
M214911,Nano Engineer,214911,2149,1,2149.11.1,nanoengineer,http://data.europa.eu/esco/occupation/949ed945-f697-415e-b4c5-51d8abf7cfdf,nano-engineer,altLabel,1.000000,review_only_not_used,ambiguous_exact_title_same_isco_group,,,
M214911,Nano Engineer,214911,2149,2,2149.2.7,quality engineer,http://data.europa.eu/esco/occupation/30c0943c-caa1-411d-b273-26f475971273,QA engineer,altLabel,0.833333,review_only_not_used,ambiguous_exact_title_same_isco_group,,,
M214911,Nano Engineer,214911,2149,3,2149.3,autonomous driving specialist,http://data.europa.eu/esco/occupation/e8fca903-6590-48a8-8902-094bb41ee90c,AV engineer,altLabel,0.833333,review_only_not_used,ambiguous_exact_title_same_isco_group,,,
M214913,Factories and Machinery Inspector Grade J9,214913,2149,1,2149.11,materials engineer,http://data.europa.eu/esco/occupation/4a375b68-88a0-4e5f-99ce-9b01341dfb81,materials engineering specialist,altLabel,0.486486,review_only_not_used,no_unique_exact_esco_title_match,,,
M214913,Factories and Machinery Inspector Grade J9,214913,2149,2,2149.10,health and safety engineer,http://data.europa.eu/esco/occupation/a1273779-d2d4-4708-a406-62f7cdd26aab,health and safety engineering specialist,altLabel,0.463415,review_only_not_used,no_unique_exact_esco_title_match,,,
M214913,Factories and Machinery Inspector Grade J9,214913,2149,3,2149.12.1,photonics engineer,http://data.europa.eu/esco/occupation/778c1d37-69f2-4184-ac98-03b7dbfba332,photonics engineering specialist,altLabel,0.459459,review_only_not_used,no_unique_exact_esco_title_match,,,
M215101,Electrical Engineer,215101,2151,1,2151.1,electrical engineer,http://data.europa.eu/esco/occupation/86ca306c-ab99-420a-9e2a-aa73c5c4de22,electrical engineer,preferredLabel,1.000000,provisionally_used_pending_review,unique_exact_preferred_title_same_isco_group,,,
M215102,Electrical Energy Auditor,215102,2151,1,2151.1,electrical engineer,http://data.europa.eu/esco/occupation/86ca306c-ab99-420a-9e2a-aa73c5c4de22,electrical engineering adviser,altLabel,0.763636,review_only_not_used,no_unique_exact_esco_title_match,,,
M215102,Electrical Energy Auditor,215102,2151,2,2151.1.4,mine electrical engineer,http://data.europa.eu/esco/occupation/e69697d0-2639-4aad-b73a-05e0b98357b1,electrical engineer,altLabel,0.681818,review_only_not_used,no_unique_exact_esco_title_match,,,
M215102,Electrical Energy Auditor,215102,2151,3,2151.1.3,electromechanical engineer,http://data.europa.eu/esco/occupation/77abfaec-a250-4765-95fa-6091e8da1bba,electromechanical engineering adviser,altLabel,0.677419,review_only_not_used,no_unique_exact_esco_title_match,,,
M215103,Electrical Superintendent,215103,2151,1,2151.1.3,electromechanical engineer,http://data.europa.eu/esco/occupation/77abfaec-a250-4765-95fa-6091e8da1bba,electrical machinery engineer,altLabel,0.629630,review_only_not_used,no_unique_exact_esco_title_match,,,
M215103,Electrical Superintendent,215103,2151,2,2151.1.4,mine electrical engineer,http://data.europa.eu/esco/occupation/e69697d0-2639-4aad-b73a-05e0b98357b1,electrical technologist,altLabel,0.625000,review_only_not_used,no_unique_exact_esco_title_match,,,
M215103,Electrical Superintendent,215103,2151,3,2151.1,electrical engineer,http://data.europa.eu/esco/occupation/86ca306c-ab99-420a-9e2a-aa73c5c4de22,electrical engineering consultant,altLabel,0.620690,review_only_not_used,no_unique_exact_esco_title_match,,,
M215201,Electronics Engineer,215201,2152,1,2152.1,electronics engineer,http://data.europa.eu/esco/occupation/4d34a9ee-2653-4da0-bef7-f59294577224,electronics engineer,preferredLabel,1.000000,provisionally_used_pending_review,unique_exact_preferred_title_same_isco_group,,,
M215202,Integrated Circuit (IC) Package Assembly Process Engineer,215202,2152,1,2152.1.6,microelectronics designer,http://data.europa.eu/esco/occupation/7b4744a8-a4e3-4104-9b74-4ec54108af7b,integrated circuit hardware engineer,altLabel,0.681319,review_only_not_used,no_unique_exact_esco_title_match,,,
M215202,Integrated Circuit (IC) Package Assembly Process Engineer,215202,2152,2,2152.1.7.1,integrated circuit design engineer,http://data.europa.eu/esco/occupation/fd1c83b3-60d5-4a5f-86c5-94dc2842c246,integrated circuit design engineer,preferredLabel,0.674157,review_only_not_used,no_unique_exact_esco_title_match,,,
M215202,Integrated Circuit (IC) Package Assembly Process Engineer,215202,2152,3,2152.1.14,satellite engineer,http://data.europa.eu/esco/occupation/24161923-e3e6-4096-b377-f1ee8a7ea31b,satellite space system engineer,altLabel,0.558140,review_only_not_used,no_unique_exact_esco_title_match,,,
M215301,Telecommunications Engineer,215301,2153,1,2153.1,telecommunications engineer,http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,telecommunications engineer,preferredLabel,1.000000,provisionally_used_pending_review,unique_exact_preferred_title_same_isco_group,,,
M215302,Network and Systems Engineer,215302,2153,1,2153.1,telecommunications engineer,http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,information systems engineer,altLabel,0.785714,review_only_not_used,no_unique_exact_esco_title_match,,,
M215302,Network and Systems Engineer,215302,2153,2,2153.1.1,telecommunications analyst,http://data.europa.eu/esco/occupation/c5d36eef-df20-47a8-a332-5b4358fa83e3,network planner,altLabel,0.604651,review_only_not_used,no_unique_exact_esco_title_match,,,
M215303,Acoustic Engineer,215303,2153,1,2153.1,telecommunications engineer,http://data.europa.eu/esco/occupation/02eb0ae6-ecdd-4602-9c8e-60ffe6dbe1e2,broadcast engineer,altLabel,0.742857,review_only_not_used,no_unique_exact_esco_title_match,,,
M215303,Acoustic Engineer,215303,2153,2,2153.1.1,telecommunications analyst,http://data.europa.eu/esco/occupation/c5d36eef-df20-47a8-a332-5b4358fa83e3,telecommunications consultant,altLabel,0.347826,review_only_not_used,no_unique_exact_esco_title_match,,,
M216101,Architect,216101,2161,1,2161.1,architect,http://data.europa.eu/esco/occupation/8c3f536e-ba66-4321-ba40-363dc39f129b,architect,preferredLabel,1.000000,provisionally_used_pending_review,unique_exact_preferred_title_same_isco_group,,,
M216102,Architect Grade J9/J10,216102,2161,1,2161.1,architect,http://data.europa.eu/esco/occupation/8c3f536e-ba66-4321-ba40-363dc39f129b,architectural designer,altLabel,0.590909,review_only_not_used,no_unique_exact_esco_title_match,,,
M216102,Architect Grade J9/J10,216102,2161,2,2161.1.1,interior architect,http://data.europa.eu/esco/occupation/efa81635-9125-4276-8902-9deb12170ea7,architect,altLabel,0.580645,review_only_not_used,no_unique_exact_esco_title_match,,,
M216201,Landscape Architect,216201,2162,1,2162.1,landscape architect,http://data.europa.eu/esco/occupation/52207284-2681-40d3-a317-ec81ca1b3e41,landscape architect,preferredLabel,1.000000,provisionally_used_pending_review,unique_exact_preferred_title_same_isco_group,,,
M216202,Landscape Architect Grade J9,216202,2162,1,2162.1,landscape architect,http://data.europa.eu/esco/occupation/52207284-2681-40d3-a317-ec81ca1b3e41,landscape architect,preferredLabel,0.808511,review_only_not_used,no_unique_exact_esco_title_match,,,
M216202,Landscape Architect Grade J9,216202,2162,2,2162.1.1,landscape designer,http://data.europa.eu/esco/occupation/a424aa0f-b3f1-41fb-901f-85e05fed83ed,landscape advisor,altLabel,0.533333,review_only_not_used,no_unique_exact_esco_title_match,,,
M216301,Commercial Products Designer,216301,2163,1,2163.1,industrial designer,http://data.europa.eu/esco/occupation/ab7bccb2-6f81-4a3d-a0c0-fca5d47d2775,ceramic products designer,altLabel,0.830189,review_only_not_used,no_unique_exact_esco_title_match,,,
M216301,Commercial Products Designer,216301,2163,2,2163.1.3.1,clothing fashion designer,http://data.europa.eu/esco/occupation/d1a554d0-7ad6-4d42-897e-ed31d022fb0b,clothing product designer,altLabel,0.754717,review_only_not_used,no_unique_exact_esco_title_match,,,
M216301,Commercial Products Designer,216301,2163,3,2163.4,textile product developer,http://data.europa.eu/esco/occupation/6833077e-e521-4605-bc1a-893f4b3d811c,textile product engineer,altLabel,0.653846,review_only_not_used,no_unique_exact_esco_title_match,,,
M216302,Green Technology Design Professional,216302,2163,1,2163.1.8,textile designer,http://data.europa.eu/esco/occupation/0f7c84c5-1c0d-4fc1-8949-07dbe8bd34ef,design technology technician,altLabel,0.531250,review_only_not_used,no_unique_exact_esco_title_match,,,
M216302,Green Technology Design Professional,216302,2163,2,2163.1,industrial designer,http://data.europa.eu/esco/occupation/ab7bccb2-6f81-4a3d-a0c0-fca5d47d2775,3D CAD design specialist,altLabel,0.500000,review_only_not_used,no_unique_exact_esco_title_match,,,
M216302,Green Technology Design Professional,216302,2163,3,2163.1.1,automotive designer,http://data.europa.eu/esco/occupation/1d8f8111-79dd-41dc-aa2a-12f3192dde3c,motor vehicle clay model design specialist,altLabel,0.487179,review_only_not_used,no_unique_exact_esco_title_match,,,
M216401,Town Planner,216401,2164,1,2164.1,land planner,http://data.europa.eu/esco/occupation/44508e7b-f56b-4bfb-9cd6-879838aecd94,town planner,altLabel,1.000000,review_only_not_used,ambiguous_exact_title_same_isco_group,,,
M216401,Town Planner,216401,2164,2,2164.4,urban planner,http://data.europa.eu/esco/occupation/e14548c8-c2b9-4ef8-8670-d5967d7ad804,town planner,altLabel,1.000000,review_only_not_used,ambiguous_exact_title_same_isco_group,,,
M216401,Town Planner,216401,2164,3,2164.3,transport planner,http://data.europa.eu/esco/occupation/93e4e70b-aae4-4fdc-8037-e48e7077564e,transport planner,preferredLabel,0.689655,review_only_not_used,ambiguous_exact_title_same_isco_group,,,
M216402,Traffic Engineer,216402,2164,1,2164.3,transport planner,http://data.europa.eu/esco/occupation/93e4e70b-aae4-4fdc-8037-e48e7077564e,traffic engineer,altLabel,1.000000,provisionally_used_pending_review,unique_exact_alternate_title_same_isco_group,,,
M216403,Urban and Regional Planner,216403,2164,1,2164.1,land planner,http://data.europa.eu/esco/occupation/44508e7b-f56b-4bfb-9cd6-879838aecd94,urban land planner,altLabel,0.772727,review_only_not_used,no_unique_exact_esco_title_match,,,
M216403,Urban and Regional Planner,216403,2164,2,2164.4,urban planner,http://data.europa.eu/esco/occupation/e14548c8-c2b9-4ef8-8670-d5967d7ad804,regional planner,altLabel,0.761905,review_only_not_used,no_unique_exact_esco_title_match,,,
M216403,Urban and Regional Planner,216403,2164,3,2164.3,transport planner,http://data.europa.eu/esco/occupation/93e4e70b-aae4-4fdc-8037-e48e7077564e,road traffic planner,altLabel,0.608696,review_only_not_used,no_unique_exact_esco_title_match,,,
M216404,Urban and Rural Planning Officer Grade J9,216404,2164,1,2164.1,land planner,http://data.europa.eu/esco/occupation/44508e7b-f56b-4bfb-9cd6-879838aecd94,urban land planner,altLabel,0.576271,review_only_not_used,no_unique_exact_esco_title_match,,,
M216404,Urban and Rural Planning Officer Grade J9,216404,2164,2,2164.4,urban planner,http://data.europa.eu/esco/occupation/e14548c8-c2b9-4ef8-8670-d5967d7ad804,urban planning engineer,altLabel,0.562500,review_only_not_used,no_unique_exact_esco_title_match,,,
M216404,Urban and Rural Planning Officer Grade J9,216404,2164,3,2164.3,transport planner,http://data.europa.eu/esco/occupation/93e4e70b-aae4-4fdc-8037-e48e7077564e,road traffic planner,altLabel,0.459016,review_only_not_used,no_unique_exact_esco_title_match,,,
M216501,Cartographer,216501,2165,1,2165.2,cartographer,http://data.europa.eu/esco/occupation/ad8ab454-b506-46a5-afd3-66bbffd54115,cartographer,preferredLabel,1.000000,provisionally_used_pending_review,unique_exact_preferred_title_same_isco_group,,,
M216502,Surveyor,216502,2165,1,2165.4,land surveyor,http://data.europa.eu/esco/occupation/d8e502b4-1be6-4d10-a224-151688f8f0c8,surveyor,altLabel,1.000000,provisionally_used_pending_review,unique_exact_alternate_title_same_isco_group,,,
M216503,Geospatialist Grade J9,216503,2165,1,2165.3,geographic information systems specialist,http://data.europa.eu/esco/occupation/9af8907f-56a7-4170-83b1-3c6ba0997cfa,GIS specialist,altLabel,0.500000,review_only_not_used,no_unique_exact_esco_title_match,,,
M216503,Geospatialist Grade J9,216503,2165,2,2165.4,land surveyor,http://data.europa.eu/esco/occupation/d8e502b4-1be6-4d10-a224-151688f8f0c8,geomatics surveyor,altLabel,0.500000,review_only_not_used,no_unique_exact_esco_title_match,,,
M216503,Geospatialist Grade J9,216503,2165,3,2165.4.2,mine surveyor,http://data.europa.eu/esco/occupation/00ab29a3-6d4a-4df9-b46d-de31069e36e8,mine operations surveyor,altLabel,0.434783,review_only_not_used,no_unique_exact_esco_title_match,,,
M216504,Surveyor Grade J9,216504,2165,1,2165.4,land surveyor,http://data.europa.eu/esco/occupation/d8e502b4-1be6-4d10-a224-151688f8f0c8,surveyor,altLabel,0.640000,review_only_not_used,no_unique_exact_esco_title_match,,,
M216504,Surveyor Grade J9,216504,2165,2,2165.4.2,mine surveyor,http://data.europa.eu/esco/occupation/00ab29a3-6d4a-4df9-b46d-de31069e36e8,mine surveyor,preferredLabel,0.533333,review_only_not_used,no_unique_exact_esco_title_match,,,
M216504,Surveyor Grade J9,216504,2165,3,2165.1,cadastral technician,http://data.europa.eu/esco/occupation/2561879a-dd0a-454e-ae6e-9be6c488eb56,cadastral surveyor,altLabel,0.457143,review_only_not_used,no_unique_exact_esco_title_match,,,
M216602,Poster Designer,216602,2166,1,2166.15,web designer,http://data.europa.eu/esco/occupation/30ed83ba-cc89-4d9f-a59d-5c783c1da56e,website designer,altLabel,0.774194,review_only_not_used,no_unique_exact_esco_title_match,,,
M216602,Poster Designer,216602,2166,2,2166.10,illustrator,http://data.europa.eu/esco/occupation/1b949bae-882f-40ff-9fe7-3c8ede5e38b5,comic strip designer,altLabel,0.742857,review_only_not_used,no_unique_exact_esco_title_match,,,
M216602,Poster Designer,216602,2166,3,2166.12,performance video designer,http://data.europa.eu/esco/occupation/c995fe34-0909-4ce3-b7b7-97945efede56,projection designer,altLabel,0.705882,review_only_not_used,no_unique_exact_esco_title_match,,,
M216603,Designer Grade B9,216603,2166,1,2166.15,web designer,http://data.europa.eu/esco/occupation/30ed83ba-cc89-4d9f-a59d-5c783c1da56e,ux designer,altLabel,0.571429,review_only_not_used,no_unique_exact_esco_title_match,,,
M216603,Designer Grade B9,216603,2166,2,2166.3.1,3D animator,http://data.europa.eu/esco/occupation/52df9d56-efd4-48d0-ad93-59231943fc4c,3D designer,altLabel,0.571429,review_only_not_used,no_unique_exact_esco_title_match,,,
