masco_code,role_title,train_examples,embedding_model,centroid_embedding_384
231109,Tutor,39,sentence-transformers/all-MiniLM-L6-v2,"[-0.0064639,0.0124753,0.0375155,0.0579265,-0.1077676,0.0081307,-0.1047905,0.012203,-0.0893937,-0.0034646,-0.0070718,-0.046723,0.0128178,0.0202504,-0.0410726,0.0131639,0.0292058,-0.0700824,0.0463512,-0.0685854,0.0340532,-0.0146326,0.0033093,-0.0280924,-0.0229005,6.44e-05,0.0514316,-0.0690843,-0.0208558,-0.005531,0.0196096,-0.0357228,0.0611798,0.0596056,0.0660083,0.0864381,0.0352751,0.0427623,0.0040579,-0.0262754,-0.0219937,-0.054892,-0.0299889,-0.0357298,0.0198605,-0.0460159,0.0022825,-0.1097296,-0.0404551,-0.0116781,-0.0472236,-0.0863737,0.0514459,-0.0247302,-0.0082322,0.0298969,-0.0437603,0.0299529,-0.0418099,0.053991,-0.0590431,0.0736635,-0.0719472,0.0023331,-0.0049703,-0.0701395,-0.0584088,0.0687936,0.0265701,-0.0379915,0.0199663,-0.0209847,-0.078894,0.0309178,0.0675303,-0.0580112,0.0496266,0.0286592,0.0512294,-0.1264731,-0.0282923,0.007804,0.0054823,0.0622996,-0.0921091,-0.035312,-0.046142,0.0426767,0.0088468,0.0053866,0.0554408,-0.0815931,-0.0229064,0.0157229,0.0196744,0.0175265,-0.0557861,-0.0098804,0.036933,0.0138498,-0.0403195,-0.0533641,-0.0496524,0.0477205,-0.0693665,0.0678374,0.0271157,0.0398426,-0.0490675,-0.0004903,0.0086343,0.0158776,-0.0909446,0.0107668,0.0249688,0.0886461,-0.0546345,0.0130069,0.0865119,0.0166817,0.0333012,0.0544173,-0.0144339,-0.0622414,-0.0725778,-0.0291846,0.0489513,0.0,0.0150131,0.0545213,-0.0313293,0.1183526,-0.0252888,0.020519,0.0494366,0.0181379,0.0256159,0.0626723,0.0946868,0.0355862,-0.0361124,-0.0536638,0.007965,0.0492023,0.0204034,0.0628864,0.024524,0.0373839,-0.0041825,0.0046836,-0.0130464,0.051902,0.0632028,-0.0141571,-0.02655,0.0240948,0.0772965,-0.0006549,0.0603269,-0.0079023,-0.0909265,-0.0602364,0.0196204,0.0190958,0.0367934,-0.041937,0.0177796,-0.0312081,-0.0263143,-0.0328699,0.0853328,0.0267011,-0.0179713,-0.0134933,0.0728625,-0.0042258,0.0860977,0.1120641,-0.0216338,-0.0862175,-0.0629443,-0.0037301,0.0485124,0.0695856,0.0366946,0.047707,-0.0238168,-0.0208471,0.0531851,-0.0317053,-0.0684279,0.0155293,0.0274135,-0.0025079,0.0307345,0.004965,0.1469586,-0.0900179,-0.0704018,-0.0473945,0.0447392,0.0179873,0.0321905,-0.10125,-0.0014783,-0.0793004,0.0276676,0.1204368,-0.011626,0.0377278,0.0175511,-0.0296081,0.0805913,-0.0695732,0.0091854,-0.0536219,0.0389721,0.0452402,-0.0151917,0.041402,-0.0480721,0.1370318,0.0053179,-0.0,0.0628842,0.026648,-0.0380155,0.0303965,0.0800265,-0.014303,-0.0107124,0.114996,-0.030128,-0.0699859,-0.0722054,-0.0217352,-0.0597225,0.0235668,-0.1349557,0.0227964,-0.06181,-0.0551002,-0.0445464,-0.0170447,0.0001327,0.0542624,-0.0316951,0.0470663,0.0429648,-0.006316,-0.0170825,0.0223925,-0.0303882,0.0485486,0.0426739,-0.0679541,0.0163568,0.0365115,-0.0705726,-0.043579,0.0284446,-0.050074,-0.0197868,0.1119692,0.041021,-0.0532647,0.0752756,-0.0411442,0.0267012,-0.0106212,0.0113377,-0.0144802,0.0264689,-0.0407097,0.0072974,-0.0351615,-0.0609456,-0.0245738,0.1090198,-0.0439258,0.075625,-0.0519901,-0.011716,-0.0059903,0.1348516,0.0039239,0.0226686,0.0880839,0.0064586,-0.0393259,-0.0024601,0.0270168,-0.0860009,0.0027507,0.0275701,0.0197744,0.005294,-0.0406925,-0.1171516,-0.0096757,0.000215,-0.030367,0.0044972,-0.0162979,-0.1422197,-0.0532937,-0.0014861,0.0203209,-0.0026846,0.0677202,0.0584073,-0.0623509,0.0666171,-0.0676417,0.0319151,-0.0433774,0.0198055,-0.0194705,-0.0284822,-0.0,-0.0188977,0.0171983,-0.049169,0.0025716,0.0395073,0.0256695,-0.0190269,-0.0672714,0.06282,0.0382705,-0.0644236,-0.0408986,-0.0243693,-0.0744344,0.1110351,-0.048037,0.0127881,0.0793936,0.0165168,0.0198927,0.066905,-0.0050121,-0.0897494,-0.0454077,-0.1070313,-0.0436636,-0.0424241,0.0448302,-0.0364272,0.0094709,-0.0022611,0.0446791,0.0169135,-0.0452922,0.0397213,0.0044262,0.0051368,-0.0576433,-0.0301948,0.0876392,-0.0502851,0.0379464,0.0250455,0.005074,0.0337934,0.1082117,-0.0325989,0.0867385,0.014147,0.0181684,0.0392547,-0.0180425,-0.0365334,-0.1024953,0.0087088,0.0834231,0.0699817,-0.0549307,-0.0770001,-0.0183755,0.0367274,-0.0269307,-0.0550136,0.0310173]"
242321,Talent Acquisition Consultant,35,sentence-transformers/all-MiniLM-L6-v2,"[-0.0285471,0.0037798,0.0246323,0.0605714,-0.1105846,-0.0075223,-0.11081,-0.0083078,-0.109033,-0.0237231,-0.0317743,-0.0704416,0.0266884,-0.0032314,-0.0455145,0.0117925,0.0547928,-0.064225,0.0472019,-0.0650794,0.0173044,-0.0008356,0.0262989,-0.0542528,-0.059051,-0.0247816,0.0567295,-0.0497479,-0.0266147,-0.0215826,0.0290665,0.0177967,0.0789383,0.0692343,0.0831239,0.0948554,0.0070938,0.0273519,0.0153982,-0.0268906,-0.0349722,-0.0865578,-0.0567007,-0.0539693,0.0188438,-0.0556395,0.0052943,-0.0439031,-0.0358524,0.0002669,-0.0413226,-0.0757982,0.038313,-0.0245175,-0.0231892,0.0327447,-0.0576961,0.0467411,-0.0619494,0.0195419,-0.0677475,0.0783421,-0.0726084,0.0167996,-0.0104494,-0.0492404,-0.0491185,0.070713,0.0339112,-0.0630804,0.0340303,-0.0297889,-0.1041718,0.04386,0.0740948,-0.0398708,0.0493523,0.0122978,0.0619671,-0.0991128,-0.0092668,-0.0040149,-0.0143152,0.078978,-0.1003876,-0.0423812,-0.0407964,0.0322888,0.007236,0.0088085,0.0591314,-0.0934982,-0.013062,0.0207102,0.0055587,0.0138646,-0.0425683,0.0176732,0.0418906,0.01804,-0.0256758,-0.0552189,-0.038248,0.0570529,-0.1264629,0.0696327,0.0099475,0.0384815,-0.0376085,0.0163816,-0.0123819,0.0074374,-0.1014383,-0.0217661,0.034715,0.0768459,-0.0790541,0.0457425,0.074417,0.0125388,0.0174333,0.076867,-0.0491751,-0.0594707,-0.0597498,-0.0273245,0.0199512,0.0,0.0207038,0.0703275,-0.0207582,0.1374461,-0.0188912,0.0381193,0.0340918,0.0396065,0.0386215,0.0889044,0.0886605,0.0594377,-0.0513114,-0.0608063,0.0054441,0.0497313,0.0499559,0.0659438,0.0234847,0.0270811,-0.027366,0.0065586,-0.0411341,0.0576733,0.0824213,0.0099159,-0.0231118,0.0358539,0.0895418,0.0072907,0.0426229,0.0015773,-0.0904026,-0.0412413,0.0183492,0.0248471,-0.002294,-0.0881049,0.012308,-0.0279523,-0.0705562,0.0028359,0.0688638,0.0030383,-0.0270032,0.0098295,0.0789986,0.0045505,0.0924418,0.1400617,-0.0329547,-0.0792433,-0.0308809,0.0381146,0.0469074,0.0474785,0.0488819,0.0184556,-0.0041466,-0.0091653,0.0322053,-0.0007673,-0.0563362,0.0094164,-0.0103336,-0.0292822,0.0189751,0.0090328,0.1617919,-0.0702065,-0.0474592,-0.0101171,0.0563827,0.0133814,0.0248495,-0.0758906,0.004625,-0.0376836,0.0206381,0.1106944,-0.0120732,0.0314954,0.0234949,-0.0019739,0.1191969,-0.0270201,0.0304796,-0.0682341,0.044822,0.0677667,-0.0185117,0.0314098,-0.0791092,0.1413897,0.011272,-0.0,0.0674089,0.0077582,-0.0434216,0.0229376,0.0737251,0.0012604,-0.0190734,0.085299,-0.0166982,-0.07514,-0.0943778,-0.0001344,-0.0554775,0.0033362,-0.1243833,0.0182575,-0.0298009,-0.0491856,-0.0644741,0.0102724,-0.0065039,0.0114231,-0.0465048,0.0425455,0.0306399,-0.007003,0.0023108,-0.0005136,0.0005199,0.0701324,0.0236339,-0.0614073,-0.0297439,0.0508071,-0.0836131,-0.0498496,0.0416464,-0.0397897,0.0138423,0.0808144,0.0313845,-0.0338627,0.0758027,-0.0437996,-0.0002198,-0.0523404,0.0336423,-0.0068425,0.047547,-0.0776988,-0.0047358,-0.0117583,-0.0608077,-0.019098,0.0506733,-0.0430551,0.0665556,-0.0359953,0.0085204,0.0107105,0.105808,0.0458346,0.0470639,0.068851,-0.0232505,-0.0458521,0.0171143,0.0137913,-0.0760687,-0.0122264,0.0436205,0.0020278,0.014583,-0.0101796,-0.101791,-0.0315969,-0.0127799,-0.0472962,-0.0041775,0.0046404,-0.1268303,-0.0379246,-0.0124989,0.063301,-0.0051984,0.0848324,0.0436423,-0.0599448,0.058173,-0.0864178,0.0142664,-0.0255926,-0.0158638,0.0159134,-0.0539153,-0.0,-0.0429804,0.0285098,-0.0380319,-0.0025745,0.0235797,0.0143377,-0.0204991,-0.0331713,0.0636489,0.0187353,-0.0305085,-0.0345141,-0.0406712,-0.0562365,0.1105848,-0.0430837,0.0003322,0.0949945,0.0106184,-0.0047572,0.0604742,0.0061595,-0.097195,-0.0323424,-0.0691504,-0.0507935,-0.0701582,0.0035209,-0.0238314,0.0236827,0.0006836,0.0561054,0.0288016,-0.0501135,0.049203,-0.0058789,0.0157793,-0.0547432,-0.0496411,0.0514802,-0.0600198,0.0464645,0.0194764,0.0112043,0.045764,0.0812219,-0.0121815,0.0672688,0.0071796,0.0040836,0.0425785,-0.007282,-0.0233245,-0.0657184,0.0374715,0.0507829,0.0873898,-0.0500553,-0.0467005,0.0156263,0.0193239,-0.0427659,-0.0570883,0.0393251]"
242323,Human Resource Officer,7,sentence-transformers/all-MiniLM-L6-v2,"[-0.0229723,0.0257213,0.040466,0.0570688,-0.0951661,0.0112026,-0.0970444,0.0008007,-0.1198628,-0.0244465,-0.0067295,-0.0702058,0.0199832,0.0100717,-0.0584025,0.0231705,0.0404498,-0.0467741,0.0520897,-0.0511749,0.0336006,0.0174074,0.0412476,-0.0132401,-0.0644055,-0.0157072,0.0150063,-0.0481248,-0.0220771,-0.008447,0.0360398,-0.0189058,0.0935816,0.0550541,0.0566661,0.0935873,0.0180804,0.0127784,-0.0111952,-0.0082595,-0.0118799,-0.064666,-0.0716117,-0.0499675,0.0461467,-0.048837,0.0238576,-0.0723593,-0.0532117,0.0316787,-0.0541566,-0.0840419,0.039326,-0.0259159,-0.0177817,0.0358703,-0.0552923,0.0520609,-0.0391675,0.0261639,-0.0698164,0.0546188,-0.0694648,0.0022026,-0.0027768,-0.0571796,-0.0297083,0.0756254,0.0214145,-0.0758449,0.065196,-0.0470451,-0.1081024,0.0394988,0.0604092,-0.0415723,0.0464093,0.0058097,0.0504555,-0.0821211,-0.022618,-0.004501,-0.003843,0.0447834,-0.0746963,-0.0230484,-0.0704994,0.0317578,0.0039137,-0.0071664,0.0261696,-0.1049552,-0.0253592,0.0104219,0.0225456,0.0202673,-0.0439838,-0.0049278,0.0189437,0.003567,-0.0058141,-0.0601055,-0.0644917,0.0340778,-0.0715403,0.0857136,-0.0226774,0.0569725,-0.0399115,0.0030542,-0.0317174,0.0004608,-0.09391,0.0045929,0.0584354,0.0848482,-0.101124,0.029376,0.0958059,0.0032333,0.0273173,0.0578576,-0.0089841,-0.0342071,-0.062485,-0.0364473,0.0409816,-0.0,0.0239461,0.0401763,-0.001383,0.1136506,-0.0182742,0.0236971,0.0179243,0.036519,0.0345984,0.0558733,0.0977183,0.0528819,-0.0506638,-0.0669906,0.0077627,0.063366,0.0258144,0.0682876,0.0464218,0.0433945,-0.0316725,0.0264804,-0.0351279,0.0656683,0.0724936,0.0002088,-0.0389124,0.0197317,0.0900789,0.0009631,0.040884,-0.0145043,-0.072164,-0.0865895,-0.0132312,0.0023987,-0.013399,-0.0741296,0.0154426,-0.0276822,-0.0509741,-0.0076162,0.0808002,0.0024822,-0.0214927,0.028797,0.0859986,6.75e-05,0.0757972,0.1573101,-0.0285441,-0.0891855,-0.0384714,0.0082057,0.0360768,0.0386879,0.0341596,0.058689,-0.0054078,-0.0329288,0.0782251,0.0112022,-0.0473807,0.0318813,0.037777,-0.0172658,0.0199604,0.0047942,0.1306586,-0.0579797,-0.0678804,-0.0066171,0.0353302,-0.0021377,0.0473159,-0.0877853,-0.0084267,-0.0506134,0.0027272,0.1188822,-0.0315323,0.0502558,0.0081954,0.0015891,0.0908327,-0.0318512,0.0083941,-0.0569554,0.0472969,0.0623976,0.013313,0.0341016,-0.0579196,0.1318235,-0.0029748,-0.0,0.0805204,-0.0008823,-0.0289158,0.0469146,0.0583245,-0.010717,-0.0397795,0.1345892,-0.0441692,-0.086996,-0.0710867,0.0018235,-0.0464921,0.0185589,-0.116641,0.0219619,-0.0356726,-0.042914,-0.0560737,-0.0169629,0.0114404,0.0319607,-0.0181255,0.0374431,-0.0077011,-0.0105534,-0.010206,0.0030032,-0.0043565,0.0425244,0.0284259,-0.0595252,0.0126107,0.0278861,-0.0646719,-0.0487874,0.0256404,-0.0472171,0.0217813,0.0931224,0.0479946,-0.0438784,0.0698012,-0.039789,0.0058702,-0.0417233,0.0176298,-0.0235832,0.0419024,-0.0425066,-0.0349987,-0.021503,-0.0618525,-0.0559149,0.0665584,-0.0448777,0.0578812,-0.0473034,0.0075134,-0.0141446,0.0981749,0.0566131,-0.0037172,0.0716737,-0.0449406,-0.0203912,0.0194363,-0.0041442,-0.0666031,-0.0042639,0.0729225,0.0385077,0.0024402,0.0030117,-0.1075966,-0.0138979,0.0096012,-0.0484594,0.0098202,-0.0448048,-0.1493174,-0.0592897,0.0137285,0.0666927,0.0113126,0.091937,0.015932,-0.0506951,0.0666798,-0.0767375,0.0497532,-0.0452788,0.0076557,0.011363,-0.0435128,-0.0,-0.0535961,0.0314491,-0.0272175,-0.0105577,0.035005,0.0345982,-0.0203387,-0.0333251,0.0614559,0.027504,-0.0160323,-0.037631,-0.0408988,-0.0657534,0.1165869,-0.0640075,0.0301669,0.1049447,0.033984,0.0155208,0.0655994,-0.0049041,-0.0541445,-0.0370512,-0.101783,-0.0632566,-0.043461,0.0387854,-0.0302499,-0.0009923,0.0132879,0.0652837,0.0136501,-0.0199914,0.0525527,-0.0462935,0.0040158,-0.0501154,-0.0655745,0.0742955,-0.0672694,0.0402629,0.0220099,0.0005016,0.0537643,0.0989364,0.0311563,0.0349193,-0.0010607,0.0074092,0.0189536,0.0022531,-0.0014497,-0.0884306,0.0145274,0.057781,0.0892818,-0.0829944,-0.0651782,-0.005923,0.0366959,-0.0479758,-0.0595469,0.0301295]"
243110,Marketing Communications Specialist,7,sentence-transformers/all-MiniLM-L6-v2,"[-0.0005223,-0.0064603,0.0285208,0.0442397,-0.0835914,-0.0111074,-0.0848904,0.017074,-0.1054053,-0.0183952,-0.0296796,-0.0591063,0.0227437,-0.0143605,-0.0278628,-0.0155958,0.0273457,-0.0722595,0.0576445,-0.0491533,0.0483839,0.0035938,0.0203832,-0.0244812,-0.0595086,-0.0255976,0.0391581,-0.0180495,-0.0386154,-0.0363797,0.037503,0.0130857,0.0924132,0.0638826,0.0551412,0.0849963,0.0300134,0.045859,-0.0161279,-0.0258499,-0.0299901,-0.0657254,-0.0319063,-0.054219,0.0317588,-0.0262703,0.0085894,-0.0288683,-0.0520929,0.0565162,-0.0778432,-0.0849752,0.0536051,-0.0219518,0.0235127,0.0408453,-0.0233895,0.0246319,-0.058676,0.0269573,-0.0612064,0.0286813,-0.0737011,0.0206478,-0.0097597,-0.0368505,-0.0251388,0.0969873,0.0147526,-0.0577054,0.0386892,-0.0741724,-0.0972878,0.0438355,0.0465974,-0.0556602,0.0486089,0.0134127,0.0537288,-0.0657945,-0.0117891,0.0176899,-0.0136615,0.0633901,-0.0962525,-0.037827,-0.0573594,0.0247248,0.0073909,0.0161685,0.0197775,-0.0618461,-0.0221386,0.0437196,-0.0383702,-0.0050706,-0.0252912,-0.0199478,0.0380355,0.0215203,-0.0251394,-0.0325838,-0.0446944,0.0176703,-0.1007928,0.02852,0.0205706,0.0765799,-0.0341584,-0.0029974,0.0082921,0.0284801,-0.1085816,-0.0143577,0.0422224,0.0753528,-0.1060571,0.0247784,0.0941013,0.0076191,0.0018443,0.0661929,-0.0425116,-0.0547738,-0.1125965,-0.0500578,-0.0140889,0.0,-0.0160034,0.0606163,-0.0019094,0.1170043,0.0111944,0.0292598,0.0275234,0.0556926,0.0214663,0.0529582,0.1167726,0.0457131,-0.0538685,-0.0247509,0.008228,0.0224667,0.0103761,0.0725984,0.030218,0.0110604,-0.0215334,0.0106772,-0.0336325,0.0512229,0.0861198,0.0188684,-0.023375,0.0521029,0.1221213,0.0024023,0.0309755,-0.02546,-0.0442923,-0.0606629,0.0120744,0.0145084,-0.0222092,-0.0808834,0.0022829,-0.0224753,-0.0748359,-0.0224809,0.0469853,0.019193,-0.0320468,0.035382,0.0790465,-0.0158005,0.0905537,0.1181385,-0.0364235,-0.0714776,-0.017507,-0.0023116,0.0352799,0.0172523,0.0269197,0.0029865,-0.0227101,-0.0439608,0.054707,0.0138505,-0.0625757,0.013109,0.0184129,0.0239398,0.0692786,-0.0056746,0.1562981,-0.0783698,-0.062198,-0.0075818,0.041604,0.013672,0.0507402,-0.0628016,-0.0015247,-0.0341714,0.0060831,0.1315491,-0.0083811,0.0549495,0.0279473,-0.0004168,0.0890988,-0.0075286,0.0295347,-0.0206151,0.0484913,0.0882257,-0.0520591,0.0214558,-0.0755093,0.1603265,-0.0092482,-0.0,0.033879,0.0214203,-0.0314286,0.0464676,0.080248,-0.0208309,-0.0541881,0.103038,0.0003964,-0.0956676,-0.0937807,-0.0015938,-0.0681974,0.0356242,-0.1281374,0.0387652,-0.0463542,-0.0782533,-0.0912824,-0.0302319,0.0214629,0.0373708,-0.0251832,0.0598473,-0.0150028,0.0171203,0.0065285,0.033531,-0.0202951,0.0538871,0.0372368,-0.0883705,-0.0052041,-0.0046544,-0.0633234,-0.0345616,0.0296509,-0.0312658,-0.004256,0.1327309,0.0615345,-0.0369384,0.0689158,-0.0371044,-7.86e-05,-0.0396952,0.0020864,-0.0337819,0.0466828,-0.0514492,-0.0231803,-0.036503,-0.0544994,-0.0605883,0.0609615,-0.0380187,0.0562823,-0.036713,-0.0038028,-0.0072188,0.0722832,0.0258618,0.0323784,0.0757109,-0.0279798,-0.0392842,0.0519037,0.001572,-0.0895686,0.0241227,0.0437397,0.0531159,-0.0090016,-0.0146374,-0.1356053,-0.0177889,-0.0244189,-0.0269293,-0.0006707,-0.0035983,-0.122621,-0.0368185,0.0168378,0.0566731,0.0077374,0.0728006,0.0403998,-0.0607432,0.0417497,-0.0739313,0.0337218,-0.0428154,-0.0119591,0.0084202,-0.060972,-0.0,-0.0111503,0.0086495,-0.03523,-0.0045097,0.0312722,0.0459952,-0.0083326,-0.0626863,0.0769907,0.0264246,-0.0165011,-0.0528932,-0.047324,-0.0508756,0.1191256,-0.0880459,0.0024388,0.10247,0.0186034,0.001908,0.081864,-0.005776,-0.0550665,-0.0222587,-0.062616,-0.0331289,-0.0350503,0.0047724,-0.0308518,0.0144476,-0.003811,0.0727699,-0.0079882,-0.0304667,0.0347131,-0.0217826,0.0092149,-0.0694536,-0.0495285,0.0773655,-0.0494803,0.0304238,0.0101382,0.0342889,0.0205187,0.0747456,0.0115699,0.0735449,0.0242223,0.0160484,0.017442,0.0146241,-0.0007843,-0.0877239,-0.0010195,0.0468958,0.0760427,-0.0460264,-0.0898002,-0.0015006,0.0385716,-0.0583975,-0.0567712,0.0563414]"
243121,Business Development Executive,30,sentence-transformers/all-MiniLM-L6-v2,"[-0.0115169,0.014303,0.0315201,0.0399988,-0.1083101,0.0127291,-0.0803242,0.0287646,-0.1255829,-0.0364513,-0.0240404,-0.0548555,0.0309487,0.0005816,-0.0400535,0.0173241,0.0334437,-0.0660672,0.0465483,-0.0472842,0.0224117,0.0122422,0.0148382,-0.051452,-0.0488706,-0.0097812,0.0293003,-0.0461947,-0.0100179,-0.0336068,0.0408208,0.0175071,0.0862267,0.0743118,0.0781833,0.0751547,0.0231566,0.0250897,0.0232315,-0.0305964,-0.0157694,-0.0906907,-0.0682021,-0.0500767,0.0375684,-0.045224,0.013197,-0.0775668,-0.0318335,0.0108065,-0.059356,-0.0777169,0.0372352,-0.0268004,-0.0188314,0.0173126,-0.0410302,0.0474846,-0.0263009,0.0147067,-0.0380485,0.0501713,-0.0688716,0.0015192,0.0128033,-0.046488,-0.0464357,0.0839284,-0.0010454,-0.0470822,0.0289363,-0.0297362,-0.0983721,0.0584539,0.0410204,-0.0558026,0.0503852,0.0007687,0.0476928,-0.0917934,-0.0267572,0.0195389,-0.0357307,0.0551599,-0.1159579,-0.0225557,-0.0393906,0.0496071,0.011218,0.0057364,0.0430678,-0.0989759,-0.0087397,0.0293874,0.0042986,-0.0052568,-0.0508282,-0.0206376,0.03707,0.0206689,-0.0238295,-0.0380826,-0.0530999,0.0311073,-0.1184633,0.0565024,-0.0094334,0.0699504,-0.0403424,-0.0020619,-0.0031526,0.0104095,-0.1052394,-0.0112321,0.0349559,0.0874023,-0.0796373,0.0281685,0.11497,0.0072595,0.0412806,0.0901957,-0.0283666,-0.0721223,-0.0747209,-0.0332234,0.028581,0.0,-0.0106028,0.0709125,-0.0323645,0.1450892,0.0080354,0.0332077,0.0341066,0.0247042,0.0144362,0.0818058,0.0951665,0.0492643,-0.0546734,-0.0456554,0.0164664,0.0547945,0.0075831,0.0438962,0.0317764,0.0171415,-0.0302788,0.0014052,-0.0274946,0.0712305,0.0731892,-0.0070853,-0.0257267,0.0376106,0.1125738,0.0010694,0.0800354,-0.0013853,-0.0804878,-0.0365471,0.0140764,0.0406647,-0.0080217,-0.0704297,0.0069474,-0.051655,-0.0673251,-0.021431,0.0561377,0.0400072,-0.0160868,0.0076516,0.0684604,-0.0125073,0.1002254,0.117544,-0.0408402,-0.0571284,-0.0419095,0.005589,0.0418046,0.038841,0.0219146,0.0193642,-0.0243419,-0.0308453,0.0500335,0.003461,-0.0612499,0.0395191,-0.003605,-0.0051752,0.0347812,0.0059058,0.1594095,-0.0858944,-0.0589059,-0.0194437,0.0525479,0.0076688,0.0184729,-0.0618205,-0.0187561,-0.03909,0.0239911,0.0994445,-0.0257184,0.0407464,0.02833,-0.013237,0.0797641,-0.0379241,0.0349915,-0.0615717,0.0349067,0.0625924,-0.0311403,0.0459451,-0.0927322,0.1464819,0.0012092,-0.0,0.0739185,-0.0002593,-0.0429553,0.06083,0.0649153,-0.0002292,-0.0233293,0.0962533,-0.0186651,-0.065172,-0.0861606,0.001072,-0.0470066,0.0342867,-0.0983023,0.0105583,-0.044044,-0.0501311,-0.0624765,-0.0036895,-0.0027977,0.0365907,-0.0437966,0.0509152,-0.0065347,0.0050843,-0.001566,0.0032246,-0.02037,0.0402159,0.0276154,-0.0612501,-0.0103073,0.0406139,-0.0835948,-0.0577399,0.04182,-0.050972,0.0211336,0.0901586,0.0491076,-0.0331336,0.0702446,-0.0243671,-0.0032976,-0.0501044,0.0234544,-0.0320927,0.0759185,-0.0475821,-0.0024084,-0.0028372,-0.0520105,-0.0527756,0.063278,-0.0170381,0.075939,-0.067013,-0.0021646,0.0217808,0.1104325,0.0520801,0.053343,0.07434,-0.0095243,-0.0599013,0.0302343,0.0089257,-0.0700549,-0.0180508,0.0488848,0.0235916,-0.0006706,-0.0436604,-0.1284456,-0.0192556,-0.0164277,-0.0236984,-0.0117096,-0.03778,-0.1177296,-0.0361865,0.002172,0.0828073,0.0061035,0.0669138,0.0460095,-0.0650213,0.0757779,-0.0762376,0.018579,-0.0338751,-0.0096849,0.0009674,-0.0682667,-0.0,-0.0488577,0.0200445,-0.0475699,0.006775,0.0149076,0.0411113,-0.0005152,-0.0244831,0.0492397,0.0327706,-0.0446895,-0.0654265,-0.0544686,-0.0340886,0.1162745,-0.0699204,0.009098,0.0819788,0.0115784,0.01378,0.0841218,-0.0103335,-0.0451397,-0.0247348,-0.107905,-0.0446495,-0.0478018,0.0136673,-0.0208866,0.0174673,0.0037798,0.0700506,0.0225569,-0.0410032,0.0335713,-0.0114947,0.0338995,-0.0478998,-0.0536948,0.0767671,-0.0644057,0.0247526,0.0010554,0.0043351,0.0385832,0.0768244,-0.0510329,0.073287,0.0190883,0.0166442,0.0424743,-0.0137748,-0.0237547,-0.0779838,0.0225115,0.0575255,0.0644795,-0.051689,-0.0523094,0.0033062,0.0252658,-0.0452885,-0.0564451,0.0336241]"
