"role_id","masco_code","role_title","candidate_rank","candidate_esco_code","candidate_esco_title","candidate_esco_uri","retrieval_score","title_cosine","profile_cosine","same_four_digit_group","selected_primary","status","score_is_probability"
"M254201","254201","Game Designer (Digital)","3","2166.8","gambling games designer","http://data.europa.eu/esco/occupation/11830794-108c-48fe-a282-2cd7a2945344","0.692746","0.688962","0.676676","False","False","alternative_not_used","False"
"M254201","254201","Game Designer (Digital)","4","2166.7","digital media designer","http://data.europa.eu/esco/occupation/d5a43cd3-230e-46d0-ba05-d67d61e5cfbb","0.685339","0.720073","0.6703","False","False","alternative_not_used","False"
"M254201","254201","Game Designer (Digital)","5","2166.9","graphic designer","http://data.europa.eu/esco/occupation/69bcbb0a-8d80-4ecd-b0a4-9adea2a40de2","0.617203","0.64928","0.581068","False","False","alternative_not_used","False"
"M254201","254201","Game Designer (Digital)","6","1223.2.1.3","games development manager","http://data.europa.eu/esco/occupation/62001bb7-4611-4b61-903e-d98589c0821a","0.611483","0.643669","0.608722","False","False","alternative_not_used","False"
"M254201","254201","Game Designer (Digital)","7","2519.7.1","digital games tester","http://data.europa.eu/esco/occupation/33e4f026-a823-4ffc-99e4-60d3fe597a1e","0.602299","0.643386","0.603929","False","False","alternative_not_used","False"
"M254201","254201","Game Designer (Digital)","8","2120.3","gambling games developer","http://data.europa.eu/esco/occupation/18552245-3c36-4a52-b4c6-295cabb5c93b","0.593328","0.586335","0.586924","False","False","alternative_not_used","False"
"M254202","254202","QA Tester/Game Tester (Digital)","1","2519.7.1","digital games tester","http://data.europa.eu/esco/occupation/33e4f026-a823-4ffc-99e4-60d3fe597a1e","0.768992","0.837676","0.743296","False","True","selected","False"
"M254202","254202","QA Tester/Game Tester (Digital)","2","2519.7","software tester","http://data.europa.eu/esco/occupation/106f79e4-6264-45f1-9e7a-297435cd684b","0.590314","0.648085","0.56597","False","False","alternative_not_used","False"
"M254202","254202","QA Tester/Game Tester (Digital)","3","2519.7.4","ICT system tester","http://data.europa.eu/esco/occupation/52d5edc9-7902-4cd3-8b06-6bd77c98d440","0.535706","0.600878","0.529333","False","False","alternative_not_used","False"
"M254202","254202","QA Tester/Game Tester (Digital)","4","2519.7.5","ICT usability tester","http://data.europa.eu/esco/occupation/5f50290d-f520-4a69-85c7-1390d2a4a8b6","0.531253","0.563981","0.544475","False","False","alternative_not_used","False"
"M254202","254202","QA Tester/Game Tester (Digital)","5","2513.1","digital games developer","http://data.europa.eu/esco/occupation/9ebaf3f0-0be0-47b7-b2b1-b3b04130fa81","0.517114","0.529847","0.526474","False","False","alternative_not_used","False"
"M254202","254202","QA Tester/Game Tester (Digital)","6","2519.7.3","ICT integration tester","http://data.europa.eu/esco/occupation/731f38f1-b08f-4dd5-a25e-f8627c038273","0.511918","0.570506","0.4869","False","False","alternative_not_used","False"
"M254202","254202","QA Tester/Game Tester (Digital)","7","2120.4","gambling quality assurance engineer","http://data.europa.eu/esco/occupation/491cf76d-eb0d-4f15-90f0-3f5c9b11472a","0.473454","0.443991","0.527976","False","False","alternative_not_used","False"
"M254202","254202","QA Tester/Game Tester (Digital)","8","2166.6","digital games designer","http://data.europa.eu/esco/occupation/d68ff35f-e34d-4e32-88ab-d6c06a6c25b9","0.467923","0.474832","0.444305","False","False","alternative_not_used","False"
"M254203","254203","Game Producer (Digital)","1","2513.1","digital games developer","http://data.europa.eu/esco/occupation/9ebaf3f0-0be0-47b7-b2b1-b3b04130fa81","0.678696","0.771957","0.604677","False","False","alternative_not_used","False"
"M254203","254203","Game Producer (Digital)","2","2166.6","digital games designer","http://data.europa.eu/esco/occupation/d68ff35f-e34d-4e32-88ab-d6c06a6c25b9","0.628722","0.732055","0.583308","False","False","alternative_not_used","False"
"M254203","254203","Game Producer (Digital)","3","1223.2.1.3","games development manager","http://data.europa.eu/esco/occupation/62001bb7-4611-4b61-903e-d98589c0821a","0.610294","0.616643","0.658088","False","True","selected","False"
"M254203","254203","Game Producer (Digital)","4","2654.3","producer","http://data.europa.eu/esco/occupation/52b9e8dc-de6c-41dd-b29a-e1291c273f6f","0.591562","0.607723","0.569901","False","False","alternative_not_used","False"
"M254203","254203","Game Producer (Digital)","5","2654.3.2","video and motion picture producer","http://data.europa.eu/esco/occupation/3b6bea7d-36f4-44fb-ac73-d1cc8a198dcb","0.548814","0.56795","0.487297","False","False","alternative_not_used","False"
"M254203","254203","Game Producer (Digital)","6","2519.7.1","digital games tester","http://data.europa.eu/esco/occupation/33e4f026-a823-4ffc-99e4-60d3fe597a1e","0.542893","0.629063","0.498616","False","False","alternative_not_used","False"
"M254203","254203","Game Producer (Digital)","7","2120.3","gambling games developer","http://data.europa.eu/esco/occupation/18552245-3c36-4a52-b4c6-295cabb5c93b","0.540463","0.580648","0.512086","False","False","alternative_not_used","False"
"M254203","254203","Game Producer (Digital)","8","2654.3.1","music producer","http://data.europa.eu/esco/occupation/5ff7a990-a306-40c2-9224-b2bf7f15b2f9","0.531392","0.567731","0.462319","False","False","alternative_not_used","False"
"M254204","254204","Concept Artist","1","2651.5","conceptual artist","http://data.europa.eu/esco/occupation/969f8af0-3c0d-403a-9c16-a6fb76c6b443","0.92","0.829574","0.596945","False","False","alternative_not_used","False"
"M254204","254204","Concept Artist","2","2651.6","drawing artist","http://data.europa.eu/esco/occupation/42ff9e52-1f56-427d-b772-b9328c39b98a","0.668901","0.662397","0.658741","False","False","alternative_not_used","False"
"M254204","254204","Concept Artist","3","2166.5","digital artist","http://data.europa.eu/esco/occupation/d5c4ab26-c293-4f4d-ad89-fe776f49a67f","0.629683","0.639567","0.589862","False","True","selected","False"
"M254204","254204","Concept Artist","4","2651.1","artistic painter","http://data.europa.eu/esco/occupation/374d925a-107b-4c99-bc8b-75483441f062","0.601706","0.641395","0.536871","False","False","alternative_not_used","False"
"M254204","254204","Concept Artist","5","2166.2","animation layout artist","http://data.europa.eu/esco/occupation/951b9d94-9bf1-4771-877d-3a26b75d9e53","0.593573","0.57962","0.58218","False","False","alternative_not_used","False"
"M254204","254204","Concept Artist","6","5241.1","art model","http://data.europa.eu/esco/occupation/d0341f2c-f797-4306-b847-411dee1058a9","0.577602","0.643573","0.540426","False","False","alternative_not_used","False"
"M254204","254204","Concept Artist","7","2652.5","sound artist","http://data.europa.eu/esco/occupation/ce8145f5-d7ea-40ea-b12e-ef168f11184a","0.577239","0.587191","0.513706","False","False","alternative_not_used","False"
"M254204","254204","Concept Artist","8","3435.5","body artist","http://data.europa.eu/esco/occupation/40da2fc6-8cb4-4cd3-8fe3-899715905070","0.577201","0.64934","0.447231","False","False","alternative_not_used","False"
"M254205","254205","Technical Artist","1","2166.5","digital artist","http://data.europa.eu/esco/occupation/d5c4ab26-c293-4f4d-ad89-fe776f49a67f","0.671499","0.736309","0.580984","False","True","selected","False"
"M254205","254205","Technical Artist","2","2651.1","artistic painter","http://data.europa.eu/esco/occupation/374d925a-107b-4c99-bc8b-75483441f062","0.615984","0.659481","0.522272","False","False","alternative_not_used","False"
"M254205","254205","Technical Artist","3","2654.1.7","technical director","http://data.europa.eu/esco/occupation/00030d09-2b3a-4efd-87cc-c4ea39d27c34","0.611914","0.583493","0.603078","False","False","alternative_not_used","False"
"M254205","254205","Technical Artist","4","2651.6","drawing artist","http://data.europa.eu/esco/occupation/42ff9e52-1f56-427d-b772-b9328c39b98a","0.603185","0.660088","0.514391","False","False","alternative_not_used","False"
"M254205","254205","Technical Artist","5","2652.5","sound artist","http://data.europa.eu/esco/occupation/ce8145f5-d7ea-40ea-b12e-ef168f11184a","0.599754","0.650924","0.538795","False","False","alternative_not_used","False"
"M254205","254205","Technical Artist","6","2651.11","video artist","http://data.europa.eu/esco/occupation/7beefadd-ea05-4f59-bc4b-01075f27b937","0.587552","0.566302","0.584003","False","False","alternative_not_used","False"
"M254205","254205","Technical Artist","7","2166.2","animation layout artist","http://data.europa.eu/esco/occupation/951b9d94-9bf1-4771-877d-3a26b75d9e53","0.586966","0.58234","0.583227","False","False","alternative_not_used","False"
"M254205","254205","Technical Artist","8","2166.13","special effects artist","http://data.europa.eu/esco/occupation/b1c0714d-77f1-4732-8fd8-9f0739fb9974","0.585301","0.573105","0.582891","False","False","alternative_not_used","False"
"M254206","254206","Creative, Performing and Media Production Directors","1","2431.7","creative director","http://data.europa.eu/esco/occupation/d2db926b-8b14-4686-9c98-fb0dc3a38cbb","0.729561","0.806117","0.715379","False","True","selected","False"
"M254206","254206","Creative, Performing and Media Production Directors","2","1349.3","artistic director","http://data.europa.eu/esco/occupation/db4f28ff-c208-4830-ab8b-4b07776db134","0.647866","0.708552","0.613263","False","False","alternative_not_used","False"
"M254206","254206","Creative, Performing and Media Production Directors","3","2654.1.5","production designer","http://data.europa.eu/esco/occupation/4d4b243f-6c3b-48c3-a564-2e7f2d592a3c","0.644785","0.65685","0.686888","False","False","alternative_not_used","False"
"M254206","254206","Creative, Performing and Media Production Directors","4","2654.1","art director","http://data.europa.eu/esco/occupation/cb93fd23-1f51-4495-867a-936c1967066b","0.60548","0.662389","0.563596","False","False","alternative_not_used","False"
"M254206","254206","Creative, Performing and Media Production Directors","5","2654.3.2","video and motion picture producer","http://data.europa.eu/esco/occupation/3b6bea7d-36f4-44fb-ac73-d1cc8a198dcb","0.593059","0.644036","0.589337","False","False","alternative_not_used","False"
"M254206","254206","Creative, Performing and Media Production Directors","6","2652.2","music director","http://data.europa.eu/esco/occupation/13d8b1be-d711-4bbc-a45e-cad605162f41","0.577306","0.687873","0.503505","False","False","alternative_not_used","False"
"M254206","254206","Creative, Performing and Media Production Directors","7","2654.1.3","director of photography","http://data.europa.eu/esco/occupation/6ba25e0f-7fb8-4879-a1f9-d4f8945966be","0.56326","0.565461","0.559754","False","False","alternative_not_used","False"
"M254206","254206","Creative, Performing and Media Production Directors","8","2654.3.1","music producer","http://data.europa.eu/esco/occupation/5ff7a990-a306-40c2-9224-b2bf7f15b2f9","0.553742","0.632655","0.506899","False","False","alternative_not_used","False"
"M254207","254207","Graphics Programmer","1","2166.9","graphic designer","http://data.europa.eu/esco/occupation/69bcbb0a-8d80-4ecd-b0a4-9adea2a40de2","0.69322","0.766401","0.600057","False","False","alternative_not_used","False"
"M254207","254207","Graphics Programmer","2","2512.4","software developer","http://data.europa.eu/esco/occupation/f2b15a0e-e65a-438a-affb-29b9d50b77d1","0.540934","0.589641","0.389593","False","False","alternative_not_used","False"
"M254207","254207","Graphics Programmer","3","2513.1","digital games developer","http://data.europa.eu/esco/occupation/9ebaf3f0-0be0-47b7-b2b1-b3b04130fa81","0.539571","0.521342","0.454","False","True","selected","False"
"M254207","254207","Graphics Programmer","4","8132.2","photographic developer","http://data.europa.eu/esco/occupation/7180a7be-68cd-4636-8c12-706722ad8862","0.537651","0.595254","0.454123","False","False","alternative_not_used","False"
"M254207","254207","Graphics Programmer","5","2512.5","user interface developer","http://data.europa.eu/esco/occupation/866c7813-2c03-47d7-9bdc-192cfbace57c","0.533524","0.570587","0.387801","False","False","alternative_not_used","False"
"M254207","254207","Graphics Programmer","6","2166.12","performance video designer","http://data.europa.eu/esco/occupation/c995fe34-0909-4ce3-b7b7-97945efede56","0.525992","0.490794","0.536394","False","False","alternative_not_used","False"
"M254207","254207","Graphics Programmer","7","2511.2","computer vision engineer","http://data.europa.eu/esco/occupation/1c5a45b9-440e-4726-b565-16a952abd341","0.520056","0.635091","0.410533","False","False","alternative_not_used","False"
"M254207","254207","Graphics Programmer","8","2166.6","digital games designer","http://data.europa.eu/esco/occupation/d68ff35f-e34d-4e32-88ab-d6c06a6c25b9","0.495913","0.533722","0.483005","False","False","alternative_not_used","False"
"M254208","254208","Graphics Creator","1","2166.9","graphic designer","http://data.europa.eu/esco/occupation/69bcbb0a-8d80-4ecd-b0a4-9adea2a40de2","0.684375","0.714299","0.675191","False","True","selected","False"
"M254208","254208","Graphics Creator","2","2166.2","animation layout artist","http://data.europa.eu/esco/occupation/951b9d94-9bf1-4771-877d-3a26b75d9e53","0.581898","0.609662","0.58256","False","False","alternative_not_used","False"
"M254208","254208","Graphics Creator","3","7115.7","frame maker","http://data.europa.eu/esco/occupation/2dc86f3d-a90e-4e7a-8a94-0bd728f22d7b","0.559515","0.601425","0.42515","False","False","alternative_not_used","False"
"M254208","254208","Graphics Creator","4","2166.12","performance video designer","http://data.europa.eu/esco/occupation/c995fe34-0909-4ce3-b7b7-97945efede56","0.542557","0.523802","0.582093","False","False","alternative_not_used","False"
"M254208","254208","Graphics Creator","5","2166.10","illustrator","http://data.europa.eu/esco/occupation/1b949bae-882f-40ff-9fe7-3c8ede5e38b5","0.538325","0.620881","0.42421","False","False","alternative_not_used","False"
"M254208","254208","Graphics Creator","6","2654.1.1","animation director","http://data.europa.eu/esco/occupation/30b25ee4-da97-4167-8592-460217f6bdcc","0.53083","0.507955","0.570598","False","False","alternative_not_used","False"
"M254208","254208","Graphics Creator","7","2651.11","video artist","http://data.europa.eu/esco/occupation/7beefadd-ea05-4f59-bc4b-01075f27b937","0.528481","0.444572","0.620017","False","False","alternative_not_used","False"
"M254208","254208","Graphics Creator","8","2166.5","digital artist","http://data.europa.eu/esco/occupation/d5c4ab26-c293-4f4d-ad89-fe776f49a67f","0.528442","0.550517","0.546912","False","False","alternative_not_used","False"
"M254301","254301","Web Designer","1","2166.15","web designer","http://data.europa.eu/esco/occupation/30ed83ba-cc89-4d9f-a59d-5c783c1da56e","0.933208","1","0.809164","False","True","selected","False"
"M254301","254301","Web Designer","2","2513.5","web developer","http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d","0.720706","0.787385","0.612895","False","False","alternative_not_used","False"
"M254301","254301","Web Designer","3","2513.3","user interface designer","http://data.europa.eu/esco/occupation/96e20037-0a25-4bf6-a25e-808d1605d890","0.657234","0.638827","0.629797","False","False","alternative_not_used","False"
"M254301","254301","Web Designer","4","2166.7","digital media designer","http://data.europa.eu/esco/occupation/d5a43cd3-230e-46d0-ba05-d67d61e5cfbb","0.6052","0.609109","0.5447","False","False","alternative_not_used","False"
"M254301","254301","Web Designer","5","2163.1.4","furniture designer","http://data.europa.eu/esco/occupation/bc4d1659-6860-488e-bc13-e87eb0e36f67","0.586739","0.588211","0.493238","False","False","alternative_not_used","False"
"M254301","254301","Web Designer","6","2166.9","graphic designer","http://data.europa.eu/esco/occupation/69bcbb0a-8d80-4ecd-b0a4-9adea2a40de2","0.583858","0.634961","0.484582","False","False","alternative_not_used","False"
"M254301","254301","Web Designer","7","2359.10","instructional designer","http://data.europa.eu/esco/occupation/a9c30651-ccbc-4a80-900c-7880615cdf6e","0.582065","0.599384","0.540771","False","False","alternative_not_used","False"
"M254301","254301","Web Designer","8","2163.1.3","fashion designer","http://data.europa.eu/esco/occupation/77bfd6e7-5598-4818-84cb-31e2651eb046","0.578002","0.5849","0.490741","False","False","alternative_not_used","False"
"M254302","254302","Graphics Designer","1","2166.9","graphic designer","http://data.europa.eu/esco/occupation/69bcbb0a-8d80-4ecd-b0a4-9adea2a40de2","0.92","0.927828","0.759867","False","True","selected","False"
"M254302","254302","Graphics Designer","2","2166.6","digital games designer","http://data.europa.eu/esco/occupation/d68ff35f-e34d-4e32-88ab-d6c06a6c25b9","0.654478","0.685572","0.612558","False","False","alternative_not_used","False"
"M254302","254302","Graphics Designer","3","2166.15","web designer","http://data.europa.eu/esco/occupation/30ed83ba-cc89-4d9f-a59d-5c783c1da56e","0.649294","0.616364","0.591148","False","False","alternative_not_used","False"
"M254302","254302","Graphics Designer","4","2513.3","user interface designer","http://data.europa.eu/esco/occupation/96e20037-0a25-4bf6-a25e-808d1605d890","0.648826","0.673589","0.585397","False","False","alternative_not_used","False"
"M254302","254302","Graphics Designer","5","2166.7","digital media designer","http://data.europa.eu/esco/occupation/d5a43cd3-230e-46d0-ba05-d67d61e5cfbb","0.629015","0.617079","0.65191","False","False","alternative_not_used","False"
"M254302","254302","Graphics Designer","6","2654.1.5","production designer","http://data.europa.eu/esco/occupation/4d4b243f-6c3b-48c3-a564-2e7f2d592a3c","0.626241","0.675504","0.56235","False","False","alternative_not_used","False"
"M254302","254302","Graphics Designer","7","2163.1","industrial designer","http://data.europa.eu/esco/occupation/ab7bccb2-6f81-4a3d-a0c0-fca5d47d2775","0.625221","0.638121","0.579178","False","False","alternative_not_used","False"
"M254302","254302","Graphics Designer","8","2359.10","instructional designer","http://data.europa.eu/esco/occupation/a9c30651-ccbc-4a80-900c-7880615cdf6e","0.618808","0.622936","0.575594","False","False","alternative_not_used","False"
"M254303","254303","UX Designer (User Experience)","1","2513.3","user interface designer","http://data.europa.eu/esco/occupation/96e20037-0a25-4bf6-a25e-808d1605d890","0.677722","0.737336","0.657448","False","True","selected","False"
"M254303","254303","UX Designer (User Experience)","2","2166.15","web designer","http://data.europa.eu/esco/occupation/30ed83ba-cc89-4d9f-a59d-5c783c1da56e","0.619868","0.657952","0.582999","False","False","alternative_not_used","False"
"M254303","254303","UX Designer (User Experience)","3","2511.19","user experience analyst","http://data.europa.eu/esco/occupation/faed411a-f920-4100-86a8-b877928b429c","0.557704","0.571523","0.519836","False","False","alternative_not_used","False"
"M254303","254303","UX Designer (User Experience)","4","2149.2.4","design engineer","http://data.europa.eu/esco/occupation/6fc8f605-98b9-4218-b5e2-91c4c9c55c4d","0.550207","0.589074","0.535681","False","False","alternative_not_used","False"
"M254303","254303","UX Designer (User Experience)","5","2163.1","industrial designer","http://data.europa.eu/esco/occupation/ab7bccb2-6f81-4a3d-a0c0-fca5d47d2775","0.538365","0.543382","0.508678","False","False","alternative_not_used","False"
"M254303","254303","UX Designer (User Experience)","6","2512.5","user interface developer","http://data.europa.eu/esco/occupation/866c7813-2c03-47d7-9bdc-192cfbace57c","0.530288","0.582379","0.507312","False","False","alternative_not_used","False"
"M254303","254303","UX Designer (User Experience)","7","2359.10","instructional designer","http://data.europa.eu/esco/occupation/a9c30651-ccbc-4a80-900c-7880615cdf6e","0.53021","0.582938","0.486627","False","False","alternative_not_used","False"
"M254303","254303","UX Designer (User Experience)","8","2521.2","database designer","http://data.europa.eu/esco/occupation/8d9ec84d-cf2d-4179-87bc-335cda54a427","0.507493","0.592925","0.412468","False","False","alternative_not_used","False"
"M254304","254304","Digital Designer","1","2166.15","web designer","http://data.europa.eu/esco/occupation/30ed83ba-cc89-4d9f-a59d-5c783c1da56e","0.92","0.689101","0.634559","False","False","alternative_not_used","False"
"M254304","254304","Digital Designer","2","2166.7","digital media designer","http://data.europa.eu/esco/occupation/d5a43cd3-230e-46d0-ba05-d67d61e5cfbb","0.845935","0.872289","0.80993","False","True","selected","False"
"M254304","254304","Digital Designer","3","2166.6","digital games designer","http://data.europa.eu/esco/occupation/d68ff35f-e34d-4e32-88ab-d6c06a6c25b9","0.789712","0.819928","0.71434","False","False","alternative_not_used","False"
"M254304","254304","Digital Designer","4","2166.5","digital artist","http://data.europa.eu/esco/occupation/d5c4ab26-c293-4f4d-ad89-fe776f49a67f","0.732965","0.784432","0.668806","False","False","alternative_not_used","False"
"M254304","254304","Digital Designer","5","2166.9","graphic designer","http://data.europa.eu/esco/occupation/69bcbb0a-8d80-4ecd-b0a4-9adea2a40de2","0.693687","0.729628","0.645759","False","False","alternative_not_used","False"
"M254304","254304","Digital Designer","6","2163.1","industrial designer","http://data.europa.eu/esco/occupation/ab7bccb2-6f81-4a3d-a0c0-fca5d47d2775","0.666175","0.733057","0.537765","False","False","alternative_not_used","False"
"M254304","254304","Digital Designer","7","2359.10","instructional designer","http://data.europa.eu/esco/occupation/a9c30651-ccbc-4a80-900c-7880615cdf6e","0.662214","0.692838","0.609038","False","False","alternative_not_used","False"
"M254304","254304","Digital Designer","8","3521.1.7","sound designer","http://data.europa.eu/esco/occupation/790c8dca-f624-4bdc-ac16-27bc13ead188","0.645027","0.689158","0.544136","False","False","alternative_not_used","False"
"M254305","254305","Creative Team Leader","1","2431.7","creative director","http://data.europa.eu/esco/occupation/d2db926b-8b14-4686-9c98-fb0dc3a38cbb","0.698169","0.670172","0.727855","False","True","selected","False"
"M254305","254305","Creative Team Leader","2","6112.2","fruit production team leader","http://data.europa.eu/esco/occupation/5aeaea2f-6585-4d3d-8f3e-1fdd9903aa32","0.574781","0.583416","0.523066","False","False","alternative_not_used","False"
"M254305","254305","Creative Team Leader","3","6113.3","horticulture production team leader","http://data.europa.eu/esco/occupation/8e24c53a-9dc6-46d1-986b-48a93f20df2a","0.529563","0.542662","0.472871","False","False","alternative_not_used","False"
"M254305","254305","Creative Team Leader","4","2654.1.5","production designer","http://data.europa.eu/esco/occupation/4d4b243f-6c3b-48c3-a564-2e7f2d592a3c","0.522169","0.499997","0.535871","False","False","alternative_not_used","False"
"M254305","254305","Creative Team Leader","5","6111.1","agronomic crop production team leader","http://data.europa.eu/esco/occupation/f5e80af5-eebe-4133-878a-5dc5ef34fe93","0.520633","0.483714","0.463169","False","False","alternative_not_used","False"
"M254305","254305","Creative Team Leader","6","3422.1","artistic coach","http://data.europa.eu/esco/occupation/58f3f9fc-c9f6-4e14-bedf-a71ace5f27c5","0.512408","0.571374","0.439983","False","False","alternative_not_used","False"
"M254305","254305","Creative Team Leader","7","3423.1","activity leader","http://data.europa.eu/esco/occupation/234be692-befb-41df-bdf0-e1b2f4eaf5e7","0.508704","0.556341","0.364789","False","False","alternative_not_used","False"
"M254305","254305","Creative Team Leader","8","1349.3","artistic director","http://data.europa.eu/esco/occupation/db4f28ff-c208-4830-ab8b-4b07776db134","0.495049","0.503607","0.523559","False","False","alternative_not_used","False"
"M254306","254306","Character Rigger","1","7215.2","rigger","http://data.europa.eu/esco/occupation/b05f53db-b6b0-49bc-aa0c-1790c8c7012b","0.694356","0.806128","0.495527","False","False","alternative_not_used","False"
"M254306","254306","Character Rigger","2","7215.2.1","boat rigger","http://data.europa.eu/esco/occupation/26a86453-4236-49a3-ae3a-313c1cacb5ff","0.626882","0.707935","0.473634","False","False","alternative_not_used","False"
"M254306","254306","Character Rigger","3","7215.2.3","high rigger","http://data.europa.eu/esco/occupation/19cb84ca-952e-4f33-b31a-c918db074a6e","0.567746","0.596196","0.474855","False","False","alternative_not_used","False"
"M254306","254306","Character Rigger","4","7215.2.2","ground rigger","http://data.europa.eu/esco/occupation/cadbf9af-1da0-406f-8282-b6d27a7e1a74","0.556655","0.650123","0.425243","False","False","alternative_not_used","False"
"M254306","254306","Character Rigger","5","7215.3","rigging supervisor","http://data.europa.eu/esco/occupation/a4c5fb46-1d72-47de-b349-f579a0f1edfb","0.483374","0.543059","0.439371","False","False","alternative_not_used","False"
"M254306","254306","Character Rigger","6","7531.1","costume maker","http://data.europa.eu/esco/occupation/b3b79192-f6e0-4aa0-92d1-f876508e05b3","0.424988","0.411465","0.483587","False","False","alternative_not_used","False"
"M254306","254306","Character Rigger","7","7231.2","coachbuilder","http://data.europa.eu/esco/occupation/5ab842f6-1f75-4d84-bf41-b8a9799347df","0.417872","0.431271","0.431477","False","False","alternative_not_used","False"
"M254306","254306","Character Rigger","8","7222.2","gunsmith","http://data.europa.eu/esco/occupation/12dc4509-7d36-46d8-aca0-c147c7ecd806","0.403909","0.425654","0.360621","False","False","alternative_not_used","False"
"M261906","261906","Coroner","1","2619.2","coroner","http://data.europa.eu/esco/occupation/c6c48286-2037-47e3-a132-b745dce858e2","0.973743","1","0.882124","True","True","selected","False"
"M261906","261906","Coroner","2","5163.4","funeral services director","http://data.europa.eu/esco/occupation/857ed740-f4ae-43d0-8295-d6181f1d7eed","0.559547","0.594897","0.558376","False","False","alternative_not_used","False"
"M261906","261906","Coroner","3","3355.1","criminal investigator","http://data.europa.eu/esco/occupation/3cee6bea-4a19-4511-9bbb-fdf820857555","0.505447","0.526648","0.505445","False","False","alternative_not_used","False"
"M261906","261906","Coroner","4","5163.3","funeral attendant","http://data.europa.eu/esco/occupation/d7607255-746f-4ad4-bb4e-812e73d24983","0.500859","0.563478","0.454628","False","False","alternative_not_used","False"
"M261906","261906","Coroner","5","5412.1","police officer","http://data.europa.eu/esco/occupation/5793c124-c037-47b2-85b6-dd4a705968dc","0.485367","0.534442","0.408988","False","False","alternative_not_used","False"
"M261906","261906","Coroner","6","2612.1","judge","http://data.europa.eu/esco/occupation/07bd65d7-c13f-443a-bdf6-88903f3822be","0.48493","0.498807","0.387218","False","False","alternative_not_used","False"
"M261906","261906","Coroner","7","5163.2","embalmer","http://data.europa.eu/esco/occupation/dc34c345-caf9-4ab7-b496-e18a572194ba","0.484446","0.512658","0.523192","False","False","alternative_not_used","False"
"M261906","261906","Coroner","8","3355.2","police detective","http://data.europa.eu/esco/occupation/3880e9e8-bc2b-48d9-8afc-a0f258c1c4b0","0.478934","0.54473","0.458328","False","False","alternative_not_used","False"
"M282203","282203","Archaeologist","1","2632.2","archaeologist","http://data.europa.eu/esco/occupation/203ea2ee-bbee-4aaf-83d7-2f2225f916e3","0.921393","1","0.77541","False","True","selected","False"
"M282203","282203","Archaeologist","2","2310.1.2","archaeology lecturer","http://data.europa.eu/esco/occupation/bff7e8a3-6206-4d38-b25f-fcb6e634c7af","0.672081","0.740649","0.5245","False","False","alternative_not_used","False"
"M282203","282203","Archaeologist","3","2633.1","historian","http://data.europa.eu/esco/occupation/0cd729a6-ed11-4338-ac4b-d4b924390128","0.613048","0.64615","0.554208","False","False","alternative_not_used","False"
"M282203","282203","Archaeologist","4","2632.1","anthropologist","http://data.europa.eu/esco/occupation/acf69cab-8629-45c8-ae10-c8fb15f474b6","0.612622","0.678714","0.495043","False","False","alternative_not_used","False"
"M282203","282203","Archaeologist","5","2114.1","geologist","http://data.europa.eu/esco/occupation/c6196b21-20f9-4608-83fb-6f143afc740d","0.607716","0.632478","0.511361","False","False","alternative_not_used","False"
"M282203","282203","Archaeologist","6","2114.1.9","palaeontologist","http://data.europa.eu/esco/occupation/82e37849-30ec-4461-a40e-263d4c984f88","0.603632","0.664087","0.454538","False","False","alternative_not_used","False"
"M282203","282203","Archaeologist","7","2114.1.2","exploration geologist","http://data.europa.eu/esco/occupation/ad14ec64-128c-4a72-9c1a-257a5f3b180c","0.599019","0.617957","0.576587","False","False","alternative_not_used","False"
"M282203","282203","Archaeologist","8","2621.8","museum scientist","http://data.europa.eu/esco/occupation/a63733fa-f7ff-4733-8961-1ec4eeaab00b","0.583513","0.66675","0.566897","False","False","alternative_not_used","False"
"M282204","282204","Geographer","1","2632.5","geographer","http://data.europa.eu/esco/occupation/bac64fa2-dcd6-47bb-8e5c-04e04a86a199","0.92","1","0.609112","False","True","selected","False"
"M282204","282204","Geographer","2","2165.3","geographic information systems specialist","http://data.europa.eu/esco/occupation/9af8907f-56a7-4170-83b1-3c6ba0997cfa","0.6281","0.69739","0.61593","False","False","alternative_not_used","False"
"M282204","282204","Geographer","3","2165.2","cartographer","http://data.europa.eu/esco/occupation/ad8ab454-b506-46a5-afd3-66bbffd54115","0.608819","0.655426","0.491471","False","False","alternative_not_used","False"
"M282204","282204","Geographer","4","2120.2","demographer","http://data.europa.eu/esco/occupation/ff656b3a-65a8-4b4f-b04e-9db12936519b","0.588502","0.661989","0.368389","False","False","alternative_not_used","False"
"M282204","282204","Geographer","5","3117.2","geotechnician","http://data.europa.eu/esco/occupation/e9665bdf-2989-4dc5-9aa9-7b791e489779","0.564616","0.667747","0.405295","False","False","alternative_not_used","False"
"M282204","282204","Geographer","6","2330.1.7","geography teacher secondary school","http://data.europa.eu/esco/occupation/89a3b3af-7264-4e00-9a14-21e5fbd4ee87","0.559054","0.573898","0.459982","False","False","alternative_not_used","False"
"M282204","282204","Geographer","7","2114.2","geophysicist","http://data.europa.eu/esco/occupation/a92a3e24-93f0-42b3-9ebb-d2d7d8a72cc5","0.555217","0.674663","0.422529","False","False","alternative_not_used","False"
