"role_id","masco_code","role_title","candidate_rank","candidate_esco_code","candidate_esco_title","candidate_esco_uri","retrieval_score","title_cosine","profile_cosine","same_four_digit_group","selected_primary","status","score_is_probability"
"M212102","212102","Statistician","8","2131.4.11","physiologist","http://data.europa.eu/esco/occupation/25829508-63f3-41c3-affc-ddbb5c077930","0.379279","0.419488","0.280303","False","False","alternative_not_used","False"
"M212103","212103","Actuary","1","2120.1","actuarial consultant","http://data.europa.eu/esco/occupation/068c2787-58ff-468e-bbb6-c4e5dd6ee482","0.92","0.588745","0.72614","False","True","selected","False"
"M212103","212103","Actuary","2","3314.1","actuarial assistant","http://data.europa.eu/esco/occupation/160c1469-bbb6-48d3-b2a7-db8b30d724b5","0.606031","0.568108","0.675037","False","False","alternative_not_used","False"
"M212103","212103","Actuary","3","2411.1","accountant","http://data.europa.eu/esco/occupation/eda0d957-3c3c-4139-b89a-a18bc9e18897","0.488211","0.527802","0.439204","False","False","alternative_not_used","False"
"M212103","212103","Actuary","4","2411.1.9","financial fraud examiner","http://data.europa.eu/esco/occupation/a04eedcf-8424-475a-8dc5-f30a9da4b151","0.440362","0.515112","0.359039","False","False","alternative_not_used","False"
"M212103","212103","Actuary","5","2411.1.1","accounting analyst","http://data.europa.eu/esco/occupation/caafca69-9faa-4850-8930-a3fa07fea4e6","0.429845","0.511261","0.31142","False","False","alternative_not_used","False"
"M212103","212103","Actuary","6","2412.4","financial planner","http://data.europa.eu/esco/occupation/21de0f3b-a71a-4263-a9ba-90c5f3721b4d","0.428711","0.482224","0.372732","False","False","alternative_not_used","False"
"M212103","212103","Actuary","7","2411.1.7","financial auditor","http://data.europa.eu/esco/occupation/1ad59946-d13e-441e-9b36-56e1df055e21","0.419387","0.447061","0.375916","False","False","alternative_not_used","False"
"M212103","212103","Actuary","8","3313.1","accounting assistant","http://data.europa.eu/esco/occupation/bfe142b9-a049-4d41-89c4-fd2f34ac56b6","0.3929","0.476618","0.298832","False","False","alternative_not_used","False"
"M212104","212104","Metrologist","1","2112.2","metrologist","http://data.europa.eu/esco/occupation/fa5b9075-3796-4e86-be0a-b5e6d725c25a","0.93837","1","0.823914","False","True","selected","False"
"M212104","212104","Metrologist","2","3111.9","metrology technician","http://data.europa.eu/esco/occupation/e6a3ce2e-c0f2-47a7-937a-61ae9abfe1fa","0.92","0.845238","0.758905","False","False","alternative_not_used","False"
"M212104","212104","Metrologist","3","2114.1.5","hydrologist","http://data.europa.eu/esco/occupation/55167849-82cf-484e-b818-fa702a4e69e9","0.55125","0.576994","0.439034","False","False","alternative_not_used","False"
"M212104","212104","Metrologist","4","2141.1","clothing technologist","http://data.europa.eu/esco/occupation/2bf5169b-2c89-451a-9274-e2b4bc1f9487","0.519221","0.514386","0.472155","False","False","alternative_not_used","False"
"M212104","212104","Metrologist","5","2112.1","meteorologist","http://data.europa.eu/esco/occupation/1c862e14-80f8-4aa8-8f1c-fd2ca95b63ad","0.509115","0.441549","0.430974","False","False","alternative_not_used","False"
"M212104","212104","Metrologist","6","3117.2","geotechnician","http://data.europa.eu/esco/occupation/e9665bdf-2989-4dc5-9aa9-7b791e489779","0.506485","0.459861","0.447298","False","False","alternative_not_used","False"
"M212104","212104","Metrologist","7","2643.1","graphologist","http://data.europa.eu/esco/occupation/757da94f-d1f3-48ad-ac61-74e22bc18cca","0.505326","0.533477","0.383542","False","False","alternative_not_used","False"
"M212104","212104","Metrologist","8","2114.3","mineralogist","http://data.europa.eu/esco/occupation/86a0c9ab-c3fa-41a3-ad3e-d0083036b3d6","0.504923","0.504695","0.386242","False","False","alternative_not_used","False"
"M212105","212105","Statistician Grade E9","1","2120.6","statistician","http://data.europa.eu/esco/occupation/ac8b3cd1-a127-4e6a-8208-5cfcf7111955","0.92","1","0.698516","False","True","selected","False"
"M212105","212105","Statistician Grade E9","2","3314.2","statistical assistant","http://data.europa.eu/esco/occupation/d2e63d7e-2605-4af1-bb7d-b1ed9ad08825","0.92","0.513861","0.542206","False","False","alternative_not_used","False"
"M212105","212105","Statistician Grade E9","3","2511.4","data scientist","http://data.europa.eu/esco/occupation/258e46f9-0075-4a2e-adae-1ff0477e0f30","0.481272","0.51237","0.445304","False","False","alternative_not_used","False"
"M212105","212105","Statistician Grade E9","4","2120.6.1","biometrician","http://data.europa.eu/esco/occupation/b0f3f595-4965-4f13-ba5c-f6049b62469f","0.443845","0.48304","0.363786","False","False","alternative_not_used","False"
"M212105","212105","Statistician Grade E9","5","2511.3","data analyst","http://data.europa.eu/esco/occupation/d3edb8f8-3a06-47a0-8fb9-9b212c006aa2","0.443173","0.478748","0.448355","False","False","alternative_not_used","False"
"M212105","212105","Statistician Grade E9","6","2519.1","data quality specialist","http://data.europa.eu/esco/occupation/7086d0ca-1e77-4690-89c9-7ed1a0478fa3","0.42791","0.398329","0.477089","False","False","alternative_not_used","False"
"M212105","212105","Statistician Grade E9","7","1330.1","chief data officer","http://data.europa.eu/esco/occupation/e297ec12-4712-40a4-ad98-ba004cacb205","0.426165","0.421256","0.49337","False","False","alternative_not_used","False"
"M212105","212105","Statistician Grade E9","8","2631.2","economist","http://data.europa.eu/esco/occupation/99492920-e5a5-4dba-9e5a-93193147198c","0.411902","0.499356","0.265695","False","False","alternative_not_used","False"
"M213101","213101","Microbiologist","1","2131.4.10","microbiologist","http://data.europa.eu/esco/occupation/a7a74a05-3dd0-46c6-99af-92df8042520c","0.94","1.000001","0.783272","True","True","selected","False"
"M213101","213101","Microbiologist","2","2131.5","food biotechnologist","http://data.europa.eu/esco/occupation/68ffc53b-6067-4fe7-bd85-c96f4a6c1e45","0.618718","0.619822","0.587346","True","False","alternative_not_used","False"
"M213101","213101","Microbiologist","3","3141.2.1","bacteriology technician","http://data.europa.eu/esco/occupation/f3b99acc-b212-45cf-bb4f-7b83cc6f0d71","0.613434","0.621339","0.529639","False","False","alternative_not_used","False"
"M213101","213101","Microbiologist","4","2131.6","immunologist","http://data.europa.eu/esco/occupation/b5d1912e-89c7-4a66-ab96-0dc5f4f6c426","0.608478","0.644839","0.510717","True","False","alternative_not_used","False"
"M213101","213101","Microbiologist","5","2131.4","biologist","http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217","0.598184","0.613737","0.454069","True","False","alternative_not_used","False"
"M213101","213101","Microbiologist","6","2269.13","biomedical scientist","http://data.europa.eu/esco/occupation/2e8820ba-5b2d-4572-92a1-942dbd02a6d6","0.580769","0.6184","0.531013","False","False","alternative_not_used","False"
"M213101","213101","Microbiologist","7","3141.2.3","biology technician","http://data.europa.eu/esco/occupation/31cc4199-703c-4f8a-9b46-a2070a6d35df","0.578869","0.574299","0.498081","False","False","alternative_not_used","False"
"M213101","213101","Microbiologist","8","2131.4.13","toxicologist","http://data.europa.eu/esco/occupation/3f7b7ce5-94b6-4e0c-98e7-a4ee5a6accf4","0.563552","0.569235","0.457396","True","False","alternative_not_used","False"
"M213102","213102","Serologist","1","2131.6","immunologist","http://data.europa.eu/esco/occupation/b5d1912e-89c7-4a66-ab96-0dc5f4f6c426","0.565491","0.558123","0.502785","True","True","selected","False"
"M213102","213102","Serologist","2","2131.4.13","toxicologist","http://data.europa.eu/esco/occupation/3f7b7ce5-94b6-4e0c-98e7-a4ee5a6accf4","0.536778","0.596433","0.366021","True","False","alternative_not_used","False"
"M213102","213102","Serologist","3","2114.1.10","seismologist","http://data.europa.eu/esco/occupation/b79cfd33-6e46-4b71-b180-c9a84422f047","0.526667","0.580467","0.324874","False","False","alternative_not_used","False"
"M213102","213102","Serologist","4","2131.4.10","microbiologist","http://data.europa.eu/esco/occupation/a7a74a05-3dd0-46c6-99af-92df8042520c","0.522891","0.499167","0.395164","True","False","alternative_not_used","False"
"M213102","213102","Serologist","5","3255.4","sophrologist","http://data.europa.eu/esco/occupation/ceda6443-e1dd-4890-b018-42318e3abac2","0.518947","0.55092","0.345028","False","False","alternative_not_used","False"
"M213102","213102","Serologist","6","2131.4.11","physiologist","http://data.europa.eu/esco/occupation/25829508-63f3-41c3-affc-ddbb5c077930","0.516408","0.491485","0.418785","True","False","alternative_not_used","False"
"M213102","213102","Serologist","7","2131.4.7","epidemiologist","http://data.europa.eu/esco/occupation/b73c752b-9858-4f53-82de-f3a340cbcae9","0.506221","0.530827","0.359451","True","False","alternative_not_used","False"
"M213102","213102","Serologist","8","2269.13","biomedical scientist","http://data.europa.eu/esco/occupation/2e8820ba-5b2d-4572-92a1-942dbd02a6d6","0.505536","0.472762","0.520165","False","False","alternative_not_used","False"
"M213103","213103","Biologist","1","2131.4","biologist","http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217","0.953097","1","0.823135","True","True","selected","False"
"M213103","213103","Biologist","2","3141.2.1","bacteriology technician","http://data.europa.eu/esco/occupation/f3b99acc-b212-45cf-bb4f-7b83cc6f0d71","0.92","0.436964","0.377961","False","False","alternative_not_used","False"
"M213103","213103","Biologist","3","3141.2.2","biochemistry technician","http://data.europa.eu/esco/occupation/95324a4a-a5ea-4d89-8ede-4422ccb46a28","0.92","0.543856","0.470514","False","False","alternative_not_used","False"
"M213103","213103","Biologist","4","3141.2.3","biology technician","http://data.europa.eu/esco/occupation/31cc4199-703c-4f8a-9b46-a2070a6d35df","0.92","0.677979","0.616572","False","False","alternative_not_used","False"
"M213103","213103","Biologist","5","2131.4.9","marine biologist","http://data.europa.eu/esco/occupation/f0296b9c-764d-42ab-8de9-2a3729a9b67a","0.738601","0.727449","0.677568","True","False","alternative_not_used","False"
"M213103","213103","Biologist","6","2131.4.4","biophysicist","http://data.europa.eu/esco/occupation/1738173e-ef9c-4222-88c8-b6aa9bad3cf7","0.6821","0.721138","0.630905","True","False","alternative_not_used","False"
"M213103","213103","Biologist","7","2131.4.10","microbiologist","http://data.europa.eu/esco/occupation/a7a74a05-3dd0-46c6-99af-92df8042520c","0.675904","0.613737","0.650628","True","False","alternative_not_used","False"
"M213103","213103","Biologist","8","2131.4.2","biochemist","http://data.europa.eu/esco/occupation/6df6c5cb-c1a2-42c8-acd0-1ee5563c36c1","0.658995","0.651479","0.623586","True","False","alternative_not_used","False"
"M213104","213104","Cytologist","1","2269.13.1","cytotechnologist","http://data.europa.eu/esco/occupation/d117ef65-b253-4f04-bc85-353ef853443a","0.835804","0.911077","0.756803","False","True","selected","False"
"M213104","213104","Cytologist","2","3141.2.3","biology technician","http://data.europa.eu/esco/occupation/31cc4199-703c-4f8a-9b46-a2070a6d35df","0.56932","0.60467","0.447024","False","False","alternative_not_used","False"
"M213104","213104","Cytologist","3","2269.13","biomedical scientist","http://data.europa.eu/esco/occupation/2e8820ba-5b2d-4572-92a1-942dbd02a6d6","0.568221","0.558618","0.576614","False","False","alternative_not_used","False"
"M213104","213104","Cytologist","4","2131.4.10","microbiologist","http://data.europa.eu/esco/occupation/a7a74a05-3dd0-46c6-99af-92df8042520c","0.563453","0.572359","0.422821","True","False","alternative_not_used","False"
"M213104","213104","Cytologist","5","2131.6","immunologist","http://data.europa.eu/esco/occupation/b5d1912e-89c7-4a66-ab96-0dc5f4f6c426","0.56003","0.595489","0.433802","True","False","alternative_not_used","False"
"M213104","213104","Cytologist","6","2131.4.13","toxicologist","http://data.europa.eu/esco/occupation/3f7b7ce5-94b6-4e0c-98e7-a4ee5a6accf4","0.546038","0.576239","0.382363","True","False","alternative_not_used","False"
"M213104","213104","Cytologist","7","2131.4.11","physiologist","http://data.europa.eu/esco/occupation/25829508-63f3-41c3-affc-ddbb5c077930","0.543782","0.588575","0.358298","True","False","alternative_not_used","False"
"M213104","213104","Cytologist","8","2131.7","pharmacologist","http://data.europa.eu/esco/occupation/10291962-c0c7-4e5b-a7ed-0762b4d9b010","0.536091","0.572596","0.385121","True","False","alternative_not_used","False"
"M213105","213105","Botanist","1","2131.4.6","botanist","http://data.europa.eu/esco/occupation/55f001af-fa48-4c0c-a7e5-fc69babe3d45","0.94","1","0.663223","True","True","selected","False"
"M213105","213105","Botanist","2","2131.4.5","botanicals specialist","http://data.europa.eu/esco/occupation/c5328083-eda0-4ca8-b9cb-99a46e73a9bc","0.690181","0.784099","0.558948","True","False","alternative_not_used","False"
"M213105","213105","Botanist","3","3141.2.4","botanical technician","http://data.europa.eu/esco/occupation/2c5ae1b4-c3ca-4882-b7ce-e346ae5b5b00","0.668254","0.768435","0.573436","False","False","alternative_not_used","False"
"M213105","213105","Botanist","4","2131.4","biologist","http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217","0.589413","0.69925","0.390151","True","False","alternative_not_used","False"
"M213105","213105","Botanist","5","2132.1","agricultural scientist","http://data.europa.eu/esco/occupation/c25b3700-6095-42b7-99fc-b87dc326c044","0.58148","0.657323","0.550909","False","False","alternative_not_used","False"
"M213105","213105","Botanist","6","2131.4.6.1","curator of horticulture","http://data.europa.eu/esco/occupation/cc9fcab5-a5c6-4cc9-9606-cbcc2852537f","0.54457","0.548526","0.558021","True","False","alternative_not_used","False"
"M213105","213105","Botanist","7","2133.3","conservation scientist","http://data.europa.eu/esco/occupation/e3cc09ba-7ad5-4411-940c-20613000863a","0.530911","0.601192","0.434442","False","False","alternative_not_used","False"
"M213105","213105","Botanist","8","6113.5","landscape gardener","http://data.europa.eu/esco/occupation/e7970c7a-7769-4002-87d3-0a8ea94fdd6f","0.518883","0.651158","0.40944","False","False","alternative_not_used","False"
"M213106","213106","Ecologist","1","2133.5","ecologist","http://data.europa.eu/esco/occupation/89b87aa2-4008-4cc7-96f8-e2b5ffe59f28","0.92","1","0.691678","False","True","selected","False"
"M213106","213106","Ecologist","2","2133.7","environmental scientist","http://data.europa.eu/esco/occupation/11d72bd6-779a-4643-9962-313833740094","0.711054","0.735847","0.59942","False","False","alternative_not_used","False"
"M213106","213106","Ecologist","3","2143.2","environmental expert","http://data.europa.eu/esco/occupation/a7358961-46d4-4715-ac1e-6148fd042510","0.675544","0.721852","0.517956","False","False","alternative_not_used","False"
"M213106","213106","Ecologist","4","2131.4","biologist","http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217","0.614178","0.582673","0.518644","True","False","alternative_not_used","False"
"M213106","213106","Ecologist","5","2114.1.5","hydrologist","http://data.europa.eu/esco/occupation/55167849-82cf-484e-b818-fa702a4e69e9","0.601144","0.643051","0.49891","False","False","alternative_not_used","False"
"M213106","213106","Ecologist","6","2133.3","conservation scientist","http://data.europa.eu/esco/occupation/e3cc09ba-7ad5-4411-940c-20613000863a","0.597714","0.606419","0.587474","False","False","alternative_not_used","False"
"M213106","213106","Ecologist","7","5113.1.1","environmental education officer","http://data.europa.eu/esco/occupation/1185cfe1-49a7-44a7-8dee-45b2f36727f9","0.577924","0.63654","0.536155","False","False","alternative_not_used","False"
"M213106","213106","Ecologist","8","2131.4.10","microbiologist","http://data.europa.eu/esco/occupation/a7a74a05-3dd0-46c6-99af-92df8042520c","0.574725","0.569234","0.470233","True","False","alternative_not_used","False"
"M213107","213107","Wildlife Officer Grade G9","1","2133.9","nature conservation officer","http://data.europa.eu/esco/occupation/80d880ec-3bae-45a2-a2d3-41345ee0b319","0.643285","0.74734","0.52221","False","True","selected","False"
"M213107","213107","Wildlife Officer Grade G9","2","2422.12.5","environmental policy officer","http://data.europa.eu/esco/occupation/b5d2db88-9e2b-4efa-8f2f-0e62a494791e","0.571474","0.646194","0.423935","False","False","alternative_not_used","False"
"M213107","213107","Wildlife Officer Grade G9","3","5412.1","police officer","http://data.europa.eu/esco/occupation/5793c124-c037-47b2-85b6-dd4a705968dc","0.558672","0.652957","0.349124","False","False","alternative_not_used","False"
"M213107","213107","Wildlife Officer Grade G9","4","5419.9","animal welfare inspector","http://data.europa.eu/esco/occupation/2de007c6-3223-4cd1-9561-e8a2e16e049d","0.557999","0.586794","0.485329","False","False","alternative_not_used","False"
"M213107","213107","Wildlife Officer Grade G9","5","1431.2.6","zoo curator","http://data.europa.eu/esco/occupation/1c948509-4015-40b0-b380-105fc85782a5","0.536299","0.652796","0.456859","False","False","alternative_not_used","False"
"M213107","213107","Wildlife Officer Grade G9","6","3411.6","court enforcement officer","http://data.europa.eu/esco/occupation/b471350e-23ce-4789-a821-5500b28cffe1","0.532812","0.604362","0.399206","False","False","alternative_not_used","False"
"M213107","213107","Wildlife Officer Grade G9","7","3141.2.5","zoology technician","http://data.europa.eu/esco/occupation/ff4c28e2-66b1-4ae7-9053-fba8ec3428be","0.525312","0.608697","0.336683","False","False","alternative_not_used","False"
"M213107","213107","Wildlife Officer Grade G9","8","5419.2","civil enforcement officer","http://data.europa.eu/esco/occupation/b8b98b65-7db2-43f8-8ac4-2f1903984e7b","0.524868","0.635363","0.341091","False","False","alternative_not_used","False"
"M213201","213201","Agricultural Officer","1","2422.12.1","agricultural policy officer","http://data.europa.eu/esco/occupation/98f17395-0f8c-4f51-9072-cb8f66fd6044","0.851461","0.909005","0.769428","False","False","alternative_not_used","False"
"M213201","213201","Agricultural Officer","2","3359.1","agricultural inspector","http://data.europa.eu/esco/occupation/715b902f-b1b6-4366-afc6-ddb8ab715229","0.7463","0.767631","0.692814","False","False","alternative_not_used","False"
"M213201","213201","Agricultural Officer","3","2132.1","agricultural scientist","http://data.europa.eu/esco/occupation/c25b3700-6095-42b7-99fc-b87dc326c044","0.705196","0.717311","0.641137","True","False","alternative_not_used","False"
"M213201","213201","Agricultural Officer","4","2144.1.2","agricultural engineer","http://data.europa.eu/esco/occupation/4d5bd738-9202-4fd7-bd8c-7dbe914048de","0.698575","0.749038","0.591379","False","False","alternative_not_used","False"
"M213201","213201","Agricultural Officer","5","6130.1","farm manager","http://data.europa.eu/esco/occupation/4552095e-3396-4831-86ad-4fc34ec39a19","0.6964","0.694733","0.675809","False","False","alternative_not_used","False"
"M213201","213201","Agricultural Officer","6","3142.1","agricultural technician","http://data.europa.eu/esco/occupation/1f8314c2-01bd-4af4-babc-04d7034591b8","0.694192","0.779369","0.571017","False","False","alternative_not_used","False"
"M213201","213201","Agricultural Officer","7","2132.6","livestock advisor","http://data.europa.eu/esco/occupation/e1fdca51-a0e1-4bea-822f-82a090ece780","0.659997","0.659493","0.579288","True","False","alternative_not_used","False"
"M213201","213201","Agricultural Officer","8","7233.8.1","agricultural machinery technician","http://data.europa.eu/esco/occupation/f7145f87-5940-43f5-bc98-aa1a2b872b47","0.630849","0.669559","0.546909","False","False","alternative_not_used","False"
"M213202","213202","Farm Demonstrator","1","6130.1","farm manager","http://data.europa.eu/esco/occupation/4552095e-3396-4831-86ad-4fc34ec39a19","0.642077","0.679487","0.640208","False","False","alternative_not_used","False"
"M213202","213202","Farm Demonstrator","2","3359.1","agricultural inspector","http://data.europa.eu/esco/occupation/715b902f-b1b6-4366-afc6-ddb8ab715229","0.550233","0.475938","0.56706","False","False","alternative_not_used","False"
"M213202","213202","Farm Demonstrator","3","7233.8.1","agricultural machinery technician","http://data.europa.eu/esco/occupation/f7145f87-5940-43f5-bc98-aa1a2b872b47","0.54095","0.551164","0.554113","False","False","alternative_not_used","False"
"M213202","213202","Farm Demonstrator","4","8341.3","land-based machinery supervisor","http://data.europa.eu/esco/occupation/1765f9b2-8483-490d-8df6-6e39db30ad82","0.528768","0.487056","0.570073","False","False","alternative_not_used","False"
"M213202","213202","Farm Demonstrator","5","2132.6","livestock advisor","http://data.europa.eu/esco/occupation/e1fdca51-a0e1-4bea-822f-82a090ece780","0.526626","0.532299","0.534695","True","False","alternative_not_used","False"
"M213202","213202","Farm Demonstrator","6","7515.2","farm milk controller","http://data.europa.eu/esco/occupation/abc849b6-9e75-41ce-b1aa-4d488280a8a3","0.524473","0.514338","0.485732","False","False","alternative_not_used","False"
"M213202","213202","Farm Demonstrator","7","3142.1","agricultural technician","http://data.europa.eu/esco/occupation/1f8314c2-01bd-4af4-babc-04d7034591b8","0.511288","0.503576","0.56011","False","False","alternative_not_used","False"
"M213202","213202","Farm Demonstrator","8","2132.1","agricultural scientist","http://data.europa.eu/esco/occupation/c25b3700-6095-42b7-99fc-b87dc326c044","0.508618","0.409241","0.627906","True","False","alternative_not_used","False"
"M213203","213203","Forestry Officer","1","6210.1","forest ranger","http://data.europa.eu/esco/occupation/f489b1ec-3d6c-44b1-b1d7-c6c97db7df30","0.92","0.629668","0.620269","False","False","alternative_not_used","False"
"M213203","213203","Forestry Officer","2","2132.5","forestry adviser","http://data.europa.eu/esco/occupation/fa32eb3f-5c9f-4668-8f85-5eefb3badab8","0.841145","0.884318","0.775673","True","True","selected","False"
"M213203","213203","Forestry Officer","3","3359.4","forestry inspector","http://data.europa.eu/esco/occupation/6c7d333a-b2a9-4325-b25b-566d1ecc956d","0.770696","0.840601","0.706489","False","False","alternative_not_used","False"
"M213203","213203","Forestry Officer","4","3143.1","forestry technician","http://data.europa.eu/esco/occupation/fbf3aefb-70ff-440b-8724-bac3ed5e2c93","0.749588","0.836375","0.652214","False","False","alternative_not_used","False"
"M213203","213203","Forestry Officer","5","9215.1","forest worker","http://data.europa.eu/esco/occupation/773cf1de-50a4-42e7-bab1-e68dcbae3f54","0.73036","0.771887","0.652248","False","False","alternative_not_used","False"
"M213203","213203","Forestry Officer","6","8341.1","forestry equipment operator","http://data.europa.eu/esco/occupation/699057b7-7aeb-4b5c-bb90-01d935ff32c1","0.693967","0.767145","0.647639","False","False","alternative_not_used","False"
"M213203","213203","Forestry Officer","7","2133.9","nature conservation officer","http://data.europa.eu/esco/occupation/80d880ec-3bae-45a2-a2d3-41345ee0b319","0.68008","0.677618","0.689346","False","False","alternative_not_used","False"
"M213203","213203","Forestry Officer","8","1311.1","forester","http://data.europa.eu/esco/occupation/f04eaeff-52f5-4d52-93ad-6f846884827f","0.647535","0.604299","0.692172","False","False","alternative_not_used","False"
"M213204","213204","Aquaculture Executive","1","1312.3","aquaculture production manager","http://data.europa.eu/esco/occupation/5945cba8-19a4-4632-8a8f-4186e2bad1a3","0.80982","0.884905","0.780713","False","True","selected","False"
"M213204","213204","Aquaculture Executive","2","3142.1.2","aquaculture site supervisor","http://data.europa.eu/esco/occupation/ac036ea7-883a-4265-96d5-c02bbe6667e1","0.7979","0.840402","0.811282","False","False","alternative_not_used","False"
"M213204","213204","Aquaculture Executive","3","3142.1.1","aquaculture quality supervisor","http://data.europa.eu/esco/occupation/f9cbdeb4-1559-4d45-b2d7-edf8aebe400b","0.768689","0.861575","0.730139","False","False","alternative_not_used","False"
"M213204","213204","Aquaculture Executive","4","2133.2","aquaculture environmental analyst","http://data.europa.eu/esco/occupation/bff716c9-42c7-471e-8af0-582f799fb29a","0.76433","0.827115","0.742004","False","False","alternative_not_used","False"
"M213204","213204","Aquaculture Executive","5","2131.4.1","aquaculture biologist","http://data.europa.eu/esco/occupation/68f4fdd9-182c-4c0d-a73d-f767b8a8355e","0.759841","0.848697","0.666756","False","False","alternative_not_used","False"
"M213204","213204","Aquaculture Executive","6","1312.1","aquaculture harvesting manager","http://data.europa.eu/esco/occupation/4fe4b1f1-e84d-4056-b062-83d5a64fc571","0.754974","0.769989","0.788178","False","False","alternative_not_used","False"
"M213204","213204","Aquaculture Executive","7","1312.2","aquaculture husbandry manager","http://data.europa.eu/esco/occupation/a5826284-14fb-4866-b9be-69ce69db1b71","0.746664","0.847584","0.699633","False","False","alternative_not_used","False"
"M213204","213204","Aquaculture Executive","8","9216.4","water-based aquaculture worker","http://data.europa.eu/esco/occupation/aa0fd823-2f45-41c8-a3c6-97d97885e455","0.742641","0.818603","0.733912","False","False","alternative_not_used","False"
"M213206","213206","Conservator of Forests Grade G9","1","2132.5","forestry adviser","http://data.europa.eu/esco/occupation/fa32eb3f-5c9f-4668-8f85-5eefb3badab8","0.618305","0.669752","0.609046","True","True","selected","False"
"M213206","213206","Conservator of Forests Grade G9","2","2621.3","conservator","http://data.europa.eu/esco/occupation/7556c748-15b4-4e44-97d9-00d885d4cd7d","0.563946","0.66533","0.375087","False","False","alternative_not_used","False"
"M213206","213206","Conservator of Forests Grade G9","3","3359.4","forestry inspector","http://data.europa.eu/esco/occupation/6c7d333a-b2a9-4325-b25b-566d1ecc956d","0.55882","0.622812","0.501928","False","False","alternative_not_used","False"
"M213206","213206","Conservator of Forests Grade G9","4","1311.1","forester","http://data.europa.eu/esco/occupation/f04eaeff-52f5-4d52-93ad-6f846884827f","0.558672","0.611238","0.55158","False","False","alternative_not_used","False"
"M213206","213206","Conservator of Forests Grade G9","5","9215.1","forest worker","http://data.europa.eu/esco/occupation/773cf1de-50a4-42e7-bab1-e68dcbae3f54","0.542131","0.637407","0.488363","False","False","alternative_not_used","False"
"M213206","213206","Conservator of Forests Grade G9","6","8341.1","forestry equipment operator","http://data.europa.eu/esco/occupation/699057b7-7aeb-4b5c-bb90-01d935ff32c1","0.524739","0.558249","0.503954","False","False","alternative_not_used","False"
"M213206","213206","Conservator of Forests Grade G9","7","2133.9","nature conservation officer","http://data.europa.eu/esco/occupation/80d880ec-3bae-45a2-a2d3-41345ee0b319","0.512642","0.482099","0.469856","False","False","alternative_not_used","False"
"M213206","213206","Conservator of Forests Grade G9","8","3143.1","forestry technician","http://data.europa.eu/esco/occupation/fbf3aefb-70ff-440b-8724-bac3ed5e2c93","0.510987","0.585371","0.473718","False","False","alternative_not_used","False"
"M213207","213207","Agricultural Officer Grade G9","1","2422.12.1","agricultural policy officer","http://data.europa.eu/esco/occupation/98f17395-0f8c-4f51-9072-cb8f66fd6044","0.785526","0.909005","0.581039","False","False","alternative_not_used","False"
"M213207","213207","Agricultural Officer Grade G9","2","3359.1","agricultural inspector","http://data.europa.eu/esco/occupation/715b902f-b1b6-4366-afc6-ddb8ab715229","0.696107","0.767631","0.549406","False","False","alternative_not_used","False"
"M213207","213207","Agricultural Officer Grade G9","3","2144.1.2","agricultural engineer","http://data.europa.eu/esco/occupation/4d5bd738-9202-4fd7-bd8c-7dbe914048de","0.664616","0.749038","0.494354","False","False","alternative_not_used","False"
"M213207","213207","Agricultural Officer Grade G9","4","2132.1","agricultural scientist","http://data.europa.eu/esco/occupation/c25b3700-6095-42b7-99fc-b87dc326c044","0.64735","0.717311","0.475862","True","False","alternative_not_used","False"
"M213207","213207","Agricultural Officer Grade G9","5","3142.1","agricultural technician","http://data.europa.eu/esco/occupation/1f8314c2-01bd-4af4-babc-04d7034591b8","0.642506","0.779369","0.423343","False","False","alternative_not_used","False"
"M213207","213207","Agricultural Officer Grade G9","6","6130.1","farm manager","http://data.europa.eu/esco/occupation/4552095e-3396-4831-86ad-4fc34ec39a19","0.640706","0.694733","0.516683","False","False","alternative_not_used","False"
"M213207","213207","Agricultural Officer Grade G9","7","1324.3.1.6.1","agricultural machinery and equipment distribution manager","http://data.europa.eu/esco/occupation/e04bca7b-c0c7-454d-9d15-dfb64a30dc0a","0.597349","0.649922","0.569756","False","False","alternative_not_used","False"
"M213207","213207","Agricultural Officer Grade G9","8","2132.6","livestock advisor","http://data.europa.eu/esco/occupation/e1fdca51-a0e1-4bea-822f-82a090ece780","0.593628","0.659493","0.389663","True","False","alternative_not_used","False"
"M213208","213208","Land Planning Officer Grade G9","1","2164.1","land planner","http://data.europa.eu/esco/occupation/44508e7b-f56b-4bfb-9cd6-879838aecd94","0.718878","0.856537","0.518626","False","True","selected","False"
"M213208","213208","Land Planning Officer Grade G9","2","2422.12.1","agricultural policy officer","http://data.europa.eu/esco/occupation/98f17395-0f8c-4f51-9072-cb8f66fd6044","0.608383","0.649672","0.560135","False","False","alternative_not_used","False"
"M213208","213208","Land Planning Officer Grade G9","3","2164.4","urban planner","http://data.europa.eu/esco/occupation/e14548c8-c2b9-4ef8-8670-d5967d7ad804","0.572447","0.602798","0.482214","False","False","alternative_not_used","False"
