role_id,embedding_model,centroid_embedding_384
R01,sentence-transformers/all-MiniLM-L6-v2,"[-0.030163,0.0236698,0.0030578,0.0328625,-0.0388622,-0.0434636,0.0547798,0.0298562,-0.0597641,0.0484298,-0.0329704,-0.0659051,0.0426796,-0.0438292,-0.0190674,0.0626068,0.0177384,-0.0436261,0.0960506,-0.1286313,-0.0354893,0.0223544,-0.0400181,-0.0743268,-0.0142212,0.0264138,0.1024863,-0.0644922,0.0148775,-0.0882512,0.0040417,-0.0100737,0.0195203,0.0812933,0.0519048,0.0469274,0.0610354,0.0147339,0.0155009,-0.0032135,-0.0567736,-0.0080447,-0.0050939,-0.0486307,0.0601692,-0.0393398,-0.0257924,-0.0453701,-0.0077797,0.0062402,-0.057777,-0.1241262,-0.0271533,-0.0246561,-0.0396385,0.0432741,0.0229182,0.0571707,-0.0311716,-0.0107778,-0.0504373,0.049465,-0.0422205,0.0366876,0.0752238,-0.0075197,-0.0400767,0.1007929,0.0290046,-0.0610966,-0.0028247,-0.0461593,-0.0835308,0.0274984,0.0756358,-0.0818101,0.0475351,0.0126401,0.0651087,0.0063847,-0.0095283,-0.015976,-0.0531701,0.0266165,-0.0304879,-0.0527909,-0.0186421,0.0474205,0.0718719,0.0229167,0.0611993,-0.0388923,0.0317368,0.082083,0.0259957,-0.0208071,-0.0105897,-0.0225818,0.0197775,0.0747088,-0.0804639,-0.0059508,-0.0209102,0.0284593,-0.0882055,0.0547312,0.0500339,0.012496,-0.0002918,-0.0048028,-0.0012659,0.0420432,-0.0682527,-0.0276637,0.0357152,0.0433752,-0.010616,0.062501,0.0233818,0.0660507,-0.0426866,0.0463228,-0.0933081,-0.0304881,-0.0589711,-0.1137619,-0.0700139,-0.0,0.0611538,0.0036161,0.0241014,0.0583399,0.0624478,0.0076095,0.0367799,0.0596698,-0.006641,0.0010186,0.0332036,0.0378404,-0.0582871,0.0512099,0.05271,0.0145616,-0.0347817,0.0953674,-0.0185711,0.0371734,-0.0039065,-0.0351363,-0.0185151,-0.0257891,0.0157244,0.0749781,0.0234948,0.0442116,0.2007236,0.0158129,0.0190954,-0.0398548,-0.1056013,-0.0349386,0.0590806,0.031679,-0.0270928,-0.0828554,0.0184426,0.0265235,-0.0364831,0.034739,0.0877245,-0.0376017,-0.0257775,-0.0095593,0.12115,0.0190123,0.0673008,0.0804685,-0.0902582,-0.0645556,-0.0095994,-0.012434,-0.0103147,0.0184932,0.0620556,0.0366337,-0.0057724,0.047564,-0.0474035,0.0574,0.0018472,0.0004138,0.0125779,-0.0526853,0.0246949,-0.0500531,0.2111305,-0.1005967,-0.0666241,-0.0151632,0.0235269,0.0099284,-0.0385939,-0.0277309,-0.0629417,-0.0348228,-0.0485433,0.0593888,-0.0088485,0.030533,-0.0307264,-0.0395421,0.1006115,0.0132533,-0.0073573,-0.0155697,0.0379934,0.0466891,-0.0352622,0.0018441,0.0006129,0.1145046,-0.0019286,0.0,-0.0237915,-0.0171484,-0.0457928,0.0743735,0.1037464,0.0273222,0.0728685,0.0511138,0.0052905,-0.0105942,0.0255335,0.023372,-0.0221143,0.0370564,-0.0300714,0.0012769,-0.0147872,-0.0293606,-0.1093214,-0.0366944,-0.0389459,0.0511045,-0.0052878,0.0210521,0.0415205,0.0010474,-0.0563355,0.032661,-0.025775,0.0751489,0.0122929,-0.003283,-0.0581899,0.0676813,-0.0468525,-0.0390474,0.0280677,0.0103141,-0.0317313,0.0977423,0.0425902,-0.0117938,0.0056319,0.0024905,-0.0017074,-0.0100078,0.0504596,0.0606236,0.0490167,-0.0119136,-0.032759,-0.014988,0.0377698,-0.0553987,0.0863109,-0.0064232,0.0300714,-0.0360845,-0.0223702,0.0091353,0.0937109,0.0116734,0.0557087,0.0461403,-0.0060049,0.0079516,0.0312179,0.0530823,-0.0909436,-0.0057312,0.0516984,0.0785368,0.0468361,-0.0573092,-0.0682789,-0.0404696,0.0065603,0.0414134,-0.002676,-0.0019076,-0.0941491,-0.0450754,-0.0156325,0.0492146,-0.0251274,0.0177762,0.0234296,-0.0869681,0.0316491,-0.0878488,-0.1039136,0.0327805,0.0145411,-0.0010428,-0.031762,-0.0,-0.0495618,-0.0760176,-0.0956085,-0.0522846,0.0421855,0.0115974,-0.1010819,-0.0720751,0.0015165,0.0089679,0.003386,-0.0550829,-0.0410315,-0.0124672,0.1117444,-0.0264734,0.0840746,-0.0035459,-0.0022396,-0.0234617,0.1164662,0.000279,-0.0318328,0.023489,-0.0138356,0.035777,0.007872,0.0614899,-0.0352633,0.0953671,-0.0196576,0.0415124,0.0184727,-0.1098456,0.0592619,-0.0360938,0.0900013,-0.0067249,0.0006826,-5.86e-05,-0.0549768,-0.0271102,0.0783993,-0.025764,0.0196879,0.0428255,0.0259412,-0.0033169,0.0121834,-0.0115771,-0.0755558,-0.0606175,-0.0390619,-0.0705329,0.0059359,-0.0340927,0.0026242,-0.078124,-0.1186359,0.0065325,0.0451057,-0.0639402,-0.0247867,-0.0079978]"
R02,sentence-transformers/all-MiniLM-L6-v2,"[-0.0445265,0.0392309,0.0241121,0.036108,-0.0279397,-0.0379327,0.0322563,0.0116457,-0.0486811,0.0404649,-0.0089417,-0.0872043,0.0047805,-0.0101689,-0.0386063,0.0166247,0.0134321,-0.0508389,0.079678,-0.143953,-0.002141,0.0515133,0.0172003,-0.0962535,-0.0518129,0.0147756,0.1034172,-0.0808956,-0.0027884,-0.0726797,0.0434028,-0.00991,0.0058195,0.0718696,0.0791552,0.0666691,0.0604892,0.0261063,0.0471096,-0.0092424,-0.0476964,-0.0218231,-0.0273918,-0.0686989,0.0693092,-0.0671148,-0.008337,-0.05919,-0.0161166,-0.0222994,-0.0485251,-0.0939843,-0.0111433,-0.0265851,-0.0465641,0.0328705,-0.0021999,0.0503366,-0.0415088,-0.0177845,-0.0355602,0.0299765,-0.0578537,0.0107156,0.080725,-0.0104879,-0.0381388,0.0767908,-0.0103696,-0.0339487,0.0063551,-0.0656274,-0.066236,0.0292547,0.098765,-0.0672761,0.0386832,0.0186681,0.0612421,0.0049735,0.0085799,0.0079909,-0.0688138,0.0006083,-0.0174153,-0.0796837,-0.0411337,0.0231004,0.0326348,-0.0044008,0.0731679,-0.0656712,0.0107788,0.0946161,0.0445344,-0.0259958,-0.0034106,-0.0179816,0.007781,0.0612229,-0.0755337,-0.0042252,-0.0358506,0.0438973,-0.097575,0.0548998,0.0214698,0.0357908,0.021617,-0.0071757,-0.03492,0.0256902,-0.0943019,-0.0279193,0.0313221,0.0380624,-0.0129884,0.0403294,0.0513424,0.0615984,-0.0380159,0.0543543,-0.1011069,-0.0242009,-0.0676218,-0.1007052,-0.0573189,-0.0,0.0516954,0.0308028,0.026156,0.043384,0.0431031,0.0395319,0.0215104,0.0543291,0.0274118,0.0265157,0.0156234,0.0641567,-0.062273,-0.0067179,0.0180676,0.0168079,-0.0113637,0.1142816,0.0090321,0.0189984,-0.0255583,0.0001662,-0.0089533,-0.0508503,0.0205086,0.0666467,0.0382018,0.0370605,0.2071568,0.0146877,0.0470397,-0.0119171,-0.0980497,-0.0440366,0.0075165,0.0224609,-0.0455088,-0.0757975,0.0434206,0.0015052,-0.029599,0.0382669,0.1406902,-0.0066232,-0.0263451,0.0112026,0.1169785,0.0468879,0.0623458,0.0925255,-0.0950592,-0.0786432,-0.0181509,-0.0281119,0.0177827,0.0031917,0.0627949,0.055547,-0.0025321,0.0092276,0.0040554,0.0597703,-0.0395841,-0.0042414,-0.005979,-0.0784405,0.0075745,-0.0586402,0.1738045,-0.0684599,-0.0741979,0.0058047,0.0533938,0.0349299,-0.038066,-0.0233536,-0.0586788,-0.0148082,-0.0363026,0.0690693,-0.0230984,0.0317175,0.0073969,-0.0128359,0.1204853,0.0037945,-0.0150254,-0.013985,0.0521557,0.0291533,-0.0382411,0.0029325,-0.0115949,0.1364957,-0.0049373,-0.0,0.0261088,-0.008054,-0.0523962,0.0727847,0.0878874,0.0404524,0.066237,0.0469241,-0.010458,-0.0088408,0.0279318,0.0098066,0.0030177,0.0427761,-0.0221027,0.0200493,0.0057788,-0.0266102,-0.0753303,-0.014426,-0.0573168,0.0669315,-0.0291728,0.018147,-0.0142235,-0.0172367,-0.0203053,0.0185628,-0.0619746,0.0562628,0.0173234,-0.0194193,-0.1007346,0.0752741,-0.0637084,-0.0352317,-0.0010278,-0.0094931,-0.0496419,0.0923882,0.056657,-0.0173176,0.0092994,0.0053117,0.015969,-0.0616752,0.0508986,0.0362283,0.0670649,-0.0248637,-0.0134957,0.0055322,0.0452497,-0.0661378,0.0730653,0.0138947,0.0215681,-0.0486543,-0.012526,0.0159191,0.1365863,0.0468718,0.0391358,0.0262535,-0.0089538,0.0179454,0.0016245,0.032791,-0.049876,-0.0075126,0.0710997,0.0628394,0.0507073,-0.076241,-0.0571325,-0.0239037,-0.003325,0.0241437,0.0056403,-0.0045266,-0.0862492,-0.0418364,-0.0293455,0.056956,-0.0299578,0.0335537,0.0281809,-0.0808225,0.0557036,-0.0873794,-0.086303,0.0108908,0.0199074,0.0215913,-0.0397856,-0.0,-0.035831,-0.0690266,-0.0627412,-0.0637408,0.0107688,-0.0221903,-0.0782788,-0.0708224,0.0333614,-0.0173221,-0.0391028,-0.0531675,-0.0460326,0.0154491,0.0768854,-0.0055294,0.0634387,0.0201212,0.0129292,-0.0219399,0.0830989,0.0159891,-0.0289411,0.0315102,-0.006482,0.0292379,0.0198151,0.0456253,-0.0298073,0.1021091,-0.0390537,0.0112012,-0.0047294,-0.1063107,0.041241,-0.0408168,0.0553069,-0.0331337,-0.0069831,-0.0114739,-0.0447663,-0.0525499,0.0589562,-0.0129574,0.0555996,0.0474485,0.0126524,0.0187506,0.0205824,0.0180061,-0.0814171,-0.0333181,-0.0346158,-0.0680985,-0.0145772,-0.0523185,0.0312611,-0.1005262,-0.1330835,0.0050531,0.0637274,-0.0853128,-0.0319913,0.0136492]"
R03,sentence-transformers/all-MiniLM-L6-v2,"[-0.0526233,0.0478334,-0.0037259,0.0667398,-0.0424476,-0.0151575,-0.0017069,-0.0161997,-0.0560441,0.0227523,-0.0025914,-0.0557286,-0.0210408,0.0118798,-0.025496,0.0293174,0.0531151,-0.0334544,0.0969447,-0.1390366,-0.0309621,0.05049,-0.0052532,-0.0736413,-0.035452,-0.0016056,0.0972197,-0.0761811,-0.016046,-0.0684146,0.0414108,0.0078492,0.0117515,0.0540297,0.1031579,0.0927432,0.0625331,0.0333606,0.0422765,0.0095559,-0.0402927,-0.0216145,-0.0385983,-0.0523109,0.0398297,-0.0531991,0.004262,-0.0113409,0.0133104,-0.0145318,-0.0259542,-0.1115211,-0.0019343,-0.0186211,-0.0328114,0.0620088,-0.0179482,0.0561129,-0.0455086,-0.0127389,-0.068522,0.0554978,-0.0434544,0.0158436,0.0536676,-0.0286914,-0.0832665,0.0712424,-0.0063665,-0.0842742,0.0253961,-0.0540459,-0.0797983,0.0266559,0.1231159,-0.0394888,0.0508556,0.0229688,0.0725685,-0.0326144,0.0072142,-0.0431558,-0.0666206,0.0172899,-0.0276108,-0.0691529,-0.0368637,0.011674,0.052165,0.029213,0.0605434,-0.0655733,0.006385,0.0490961,0.0260916,0.0091865,-0.0336318,0.0226515,0.0093875,0.0580278,-0.0442682,-0.0198908,-0.0256788,0.0510367,-0.1118892,0.0433967,0.0206808,0.027068,0.0244421,0.0106387,-0.0329823,0.0425091,-0.0750572,-0.0263071,0.0323125,0.0368062,0.0319563,0.0428624,0.0188828,0.0444765,-0.0358434,0.0867329,-0.0686458,-0.0248955,-0.0857142,-0.1086805,-0.0514123,-0.0,0.0455156,0.0306852,0.0194871,0.0628764,0.0298528,0.0453954,0.028981,0.060025,0.0412518,0.0310755,0.0120301,0.0592821,-0.0359105,-0.0006518,0.0131772,0.0280134,-0.0155284,0.1125587,-0.0111549,0.0222635,-0.0756004,0.0035775,-0.0474218,-0.0215942,0.0181517,0.0508703,0.0592384,0.0454119,0.1557459,0.0096692,0.0317388,0.0271469,-0.0870118,-0.0431648,0.0219328,0.0044502,-0.0402257,-0.0871809,0.0080286,-0.0018916,-0.0344175,0.0452866,0.1258521,-0.0147921,-0.0398421,0.0184239,0.1049999,0.0401844,0.0437085,0.1092846,-0.0902777,-0.0993928,0.0009258,-0.0066436,0.0262941,0.0075032,0.0737184,0.080245,-0.0159836,0.0084499,0.0037415,0.0983479,-0.011628,-0.0166726,-0.0220436,-0.0837591,0.001174,-0.0201562,0.1979577,-0.0628737,-0.0471208,0.0186781,0.0422498,0.0290319,-0.036047,-0.0304962,-0.0234422,-0.0125386,-0.0065539,0.0412977,0.021892,-0.000367,0.0232256,-6.76e-05,0.1414009,0.0120911,-0.0009428,-0.0429938,0.0666759,0.0580758,-0.04559,0.0120011,-0.0314451,0.1470227,0.0172212,0.0,0.0149951,-0.0093475,-0.0376124,0.0326719,0.0817436,0.0242254,0.0707084,0.0212037,-0.0110245,-0.0153929,-0.0158391,0.0022402,-0.0307161,0.0198521,-0.0400265,0.0267345,0.0149899,-0.0284801,-0.0499848,-0.0172519,-0.0362955,0.0575052,-0.0290253,0.028529,0.0024521,-0.0316376,-0.0235404,0.0463758,-0.0598926,0.0545879,0.0288293,-0.0135015,-0.0595691,0.0950147,-0.1005923,-0.0312088,-0.0086378,0.0124194,-0.0128802,0.060667,0.0591241,-0.0681767,-0.0044178,-0.0028234,-0.006261,-0.0714728,0.0890362,0.0243435,0.061752,-0.0203557,-0.0609731,-0.0247782,0.0166497,-0.0069687,0.0421278,-0.0162116,0.0232984,-0.0384595,-0.0051723,0.008507,0.1223039,0.0509639,0.0508644,0.0191324,0.0014426,-0.0160132,0.022468,0.0096383,-0.0604444,0.0051193,0.0643119,0.0801263,0.0868819,-0.0347272,-0.078322,-0.0233816,0.0195663,-0.0043693,-0.0042142,-0.0089552,-0.1203472,-0.0795029,-0.0271898,0.0685856,-0.0114566,0.0507458,0.0125288,-0.052499,0.0724783,-0.1017122,-0.0695265,0.0295038,0.0124204,-0.010548,-0.0448534,-0.0,-0.0446365,-0.0508508,-0.0634387,-0.03913,0.0138721,-0.0415486,-0.088228,-0.077034,0.0208097,-0.0288944,-0.0617332,-0.0289361,-0.0328647,-0.004734,0.0611018,0.0037659,0.0833588,0.0453546,0.0115335,-0.0281765,0.0664687,0.0117993,-0.0325557,0.0379749,-0.0241915,-0.0078951,-0.0210341,0.0608149,-0.0254834,0.0721523,-0.0264156,0.0190029,0.0141763,-0.1259143,0.0693832,-0.0257025,0.0213227,-0.0645134,-0.0099967,-0.0332578,-0.063892,-0.0243192,0.0487419,-0.0162712,0.0674378,0.0403774,0.0140775,0.0207997,-0.001023,0.0192313,-0.0490935,-0.0617639,-0.028549,-0.0867483,0.0181053,-0.050168,0.0388157,-0.1194309,-0.0878535,0.0238451,0.0435289,-0.075635,-0.017271,0.0079135]"
R04,sentence-transformers/all-MiniLM-L6-v2,"[-0.0398479,0.0333636,-0.0034896,0.0516451,-0.0297425,-0.0011917,0.0290702,-0.0005753,-0.0526821,0.0176321,-0.0112903,-0.053942,-0.0133632,-0.0095761,-0.0061752,0.0198501,0.0490728,-0.0369935,0.0835939,-0.1270193,-0.0351536,0.0379192,-0.0114974,-0.0722846,-0.0415276,0.0022906,0.0885732,-0.0570772,-0.0187119,-0.0976978,0.0408603,0.0026655,0.01414,0.0669887,0.0825326,0.0736008,0.0618373,0.0157831,0.046233,0.02273,-0.0353076,-0.0163301,-0.0301039,-0.0635449,0.0542855,-0.0580235,0.0120722,-0.0075109,0.0095411,0.0056721,-0.0523317,-0.0985872,-0.007282,-0.0130807,-0.0241842,0.0542607,-0.0098994,0.0554057,-0.0301318,0.0040866,-0.0570278,0.0337249,-0.0277347,0.0192216,0.0692569,-0.0248469,-0.0886056,0.0958916,-0.0180028,-0.0687821,0.0347357,-0.0605754,-0.0773935,0.0306261,0.1067069,-0.0747065,0.0634455,-0.0016562,0.0479993,0.0053099,-0.0023668,-0.0439832,-0.0777388,0.0229816,-0.050409,-0.0786982,-0.05234,0.022831,0.0508275,0.0315172,0.0473372,-0.0776997,0.0024734,0.0464669,0.0286995,-0.0022202,-0.0394782,0.0002654,0.0107084,0.063653,-0.0502483,-0.0079478,-0.0166609,0.045384,-0.1039409,0.0257082,0.0222916,0.0632935,0.0121283,0.0045972,-0.0261752,0.0552889,-0.0742541,-0.012992,0.0337004,0.0535386,0.0251647,0.0364473,0.0489537,0.0435373,-0.0274697,0.0923693,-0.0647944,-0.0255537,-0.107074,-0.1081289,-0.0544558,-0.0,0.0215963,0.0197582,0.0262292,0.063372,0.0520382,0.0598094,0.0194695,0.0538573,0.0169887,0.0220662,0.0419839,0.0592569,-0.0505685,0.0208863,0.0164577,0.0264688,-0.0258576,0.1020393,-0.0089776,0.0073108,-0.0621593,0.0008164,-0.041361,-0.0159324,-0.0058486,0.0547232,0.0613569,0.0426588,0.1714339,0.010966,0.0348521,0.0120842,-0.0865154,-0.0229378,0.0204308,0.0193678,-0.0622632,-0.1004929,0.0067424,-0.0055166,-0.0589718,0.0491346,0.1130526,-0.0027854,-0.0482473,0.0395494,0.0900565,0.0295486,0.0670365,0.092663,-0.0858916,-0.0866538,0.0138317,-0.0099117,0.0186999,0.000663,0.0550309,0.0549335,-0.0404212,0.0004758,0.0040996,0.0876077,-0.0187291,-0.0164619,-0.0226113,-0.0574719,0.0239025,-0.0320641,0.196451,-0.0761325,-0.0564002,0.0181372,0.0337088,0.032203,-0.0328409,-0.0059509,-0.039281,-0.0098327,0.0009157,0.0473196,0.0197372,0.010579,0.0387272,-0.0026604,0.1070683,0.0118624,0.0036312,-0.0336809,0.0696283,0.06649,-0.0473895,0.0274047,-0.0258105,0.1482216,-0.0135649,-0.0,-0.025195,-0.0209984,-0.0467267,0.0647993,0.0762818,0.0279928,0.0464453,0.0364971,-0.0006134,-0.0138805,-0.014919,0.0146435,-0.0350715,0.0281478,-0.0362502,0.0252411,0.0239455,-0.0417949,-0.0679982,-0.0239776,-0.0342105,0.0628927,-0.0092431,0.0444706,-0.0143548,-0.0162911,-0.0250942,0.0621053,-0.0665755,0.0401139,0.0309989,-0.0005835,-0.0495858,0.0756753,-0.0866263,-0.0123579,-0.0134404,0.0103737,-0.0174281,0.079424,0.0627366,-0.0609251,0.0041465,0.0136973,-0.0001966,-0.0632028,0.060964,0.0233568,0.0664885,-0.0115277,-0.0834227,-0.0059027,0.0175634,-0.0408696,0.0448745,-0.0091334,0.0269333,-0.0493247,-0.0291508,0.019853,0.1162873,0.0568461,0.0630303,0.0354263,0.0087871,-0.0188731,0.0440014,0.0048347,-0.0794147,0.0097401,0.0793357,0.0949698,0.0621932,-0.0364002,-0.0988339,-0.0253508,0.0157288,0.0058817,0.0006493,-0.0187825,-0.1179409,-0.0603526,-0.0120137,0.066835,0.0016211,0.0381728,0.0151841,-0.0552867,0.0694946,-0.1015302,-0.0532644,0.0245788,0.0073925,-0.0305768,-0.0534984,-0.0,-0.0588825,-0.0721615,-0.0701994,-0.0410171,0.0034079,-0.0200497,-0.0709407,-0.0892377,0.0149561,-0.0345615,-0.0582188,-0.0424545,-0.0449649,0.0034208,0.0765323,-0.0331155,0.0830998,0.0372267,0.0140642,-0.0130233,0.0914476,0.0105039,-0.0064147,0.0322659,-0.0318236,0.0199482,0.0054737,0.053568,-0.0229605,0.0844093,-0.0502298,0.0223244,-0.0032171,-0.1114628,0.046409,-0.0204535,0.0400923,-0.0779584,-0.0204642,-0.0032204,-0.0658743,-0.0326736,0.0451395,-0.0207825,0.04938,0.0433603,0.0212928,0.0289171,0.0162175,0.0331901,-0.0578037,-0.0542902,-0.0236124,-0.1025571,0.0014516,-0.0560445,0.0204018,-0.1014219,-0.096419,0.0234556,0.0594431,-0.0857912,-0.0364053,0.0178664]"
R05,sentence-transformers/all-MiniLM-L6-v2,"[-0.0173737,0.0379875,0.0170914,0.0322624,-0.0509464,0.0028906,0.0396765,-0.0143077,-0.0227248,0.0416842,-0.0228682,-0.0681461,-0.0129109,0.019719,0.0046836,0.0268012,0.0346053,-0.0066554,0.0955693,-0.1508162,-0.0439833,0.0421723,-0.0135985,-0.0625243,-0.0124266,0.0073439,0.0807322,-0.0792971,0.0115382,-0.0602113,-0.0001533,-0.0021837,-0.0217199,0.0733899,0.0593046,0.1098493,0.0469512,0.0363213,0.0330703,0.0162194,-0.0467675,0.0125196,-0.023442,-0.0634013,0.0662834,-0.0633283,-0.002296,-0.0259104,-0.0369879,-0.0184638,-0.0576251,-0.1201796,-0.0137942,-0.031636,-0.0156069,0.0150699,0.0013615,0.0663513,-0.0387143,0.0174614,-0.0710979,0.0406994,-0.0387469,0.0090271,0.058125,-0.0162822,-0.0711399,0.1177609,-0.0018208,-0.0425202,0.0123481,-0.0512949,-0.0246758,0.0171447,0.1078694,-0.092365,0.0528777,-0.0174893,0.0216307,-0.0178035,-0.003233,-0.0458066,-0.0544193,-0.0147725,-0.0328673,-0.0620213,-0.0726386,0.0285008,0.0420202,0.0210374,0.0406579,-0.0827542,0.0033786,0.0677622,0.0524756,0.0088295,-0.0315049,0.0208896,-0.010464,0.0613677,-0.064003,-0.0155569,-0.001248,0.0469564,-0.0800175,0.0368767,-0.0087077,0.0387453,-0.0054573,-0.029717,-0.0161903,0.0624305,-0.0822375,0.0191487,0.0536846,0.053461,0.0303145,0.0387005,0.0298403,0.0382519,-0.0436044,0.0673517,-0.0606412,-0.0127764,-0.0942487,-0.0885643,-0.025976,-0.0,0.0601896,0.0098159,0.0321967,0.0625934,0.0281289,0.0320845,0.0256034,0.0316551,0.0295098,-0.00017,0.0749482,0.0439853,-0.0542359,0.0314801,-0.0245882,0.0092295,-0.0281784,0.0895667,-0.0158869,0.0149106,-0.0473075,0.0310574,-0.0450316,-0.0126005,-0.0199656,0.059965,0.0703748,-0.0094691,0.1602486,0.0129604,0.0022105,0.0079673,-0.078844,-0.032098,0.034496,0.0078453,-0.0183972,-0.1033456,0.0263615,0.0027646,-0.0089661,0.0259551,0.1273708,-0.0155542,-0.0262458,0.0101197,0.1038504,0.0427055,0.0609627,0.0966469,-0.086584,-0.0677507,-0.0016952,-0.0232016,0.0463556,-0.0137036,0.0641253,0.0848814,-0.0178629,0.0107581,0.0061538,0.0521006,-0.0257406,0.00823,0.0181466,-0.0795714,0.0294868,-0.0442482,0.1906088,-0.072426,-0.0869162,0.0223905,0.0643617,0.0335933,-0.0305104,-0.0299532,-0.0509261,-0.0628941,-0.0206049,0.0743287,-0.0037118,0.0407502,0.0047086,-0.0005447,0.1114213,-0.0102828,-0.0258858,-0.0458814,0.0914707,0.0574284,-0.0561089,-0.0002406,-0.0063822,0.1250409,-0.0261537,-0.0,0.015275,0.0045056,-0.058662,0.0770395,0.0879912,-0.0008079,0.0896617,0.0736733,0.0125214,-0.0035986,0.0085819,9.2e-05,-0.0326992,0.0263136,-0.0379646,-0.0029118,-0.0034145,-0.0336553,-0.0541021,-0.0162356,-0.0462994,0.0636496,-0.0200791,0.0385804,-0.0088929,-0.006459,-0.0643085,0.0620033,-0.0884278,0.0571171,0.0436339,-0.0047049,-0.0311233,0.0300382,-0.0911883,0.0059492,0.004352,0.0029077,-0.0437358,0.0951576,0.0514125,-0.0544987,0.005923,0.0106152,-0.0088958,-0.0409099,0.03862,0.0451716,0.0505708,-0.016906,-0.0442196,-0.0282684,0.0109426,-0.0896112,0.091679,-0.0249604,0.0541414,-0.0859126,-0.0252581,0.0140989,0.1218641,0.0087584,0.0446575,0.0375818,0.0062393,0.0139366,0.0032968,0.04495,-0.0586527,0.0140753,0.0805913,0.0823929,0.0536288,-0.0338192,-0.0800199,0.0006693,-0.0012856,-0.0017159,0.0209901,-0.0247264,-0.1131866,-0.1001117,-0.0304976,0.0550207,0.0099234,0.049416,-0.0105646,-0.036287,0.0775689,-0.0939804,-0.0426236,-0.0033823,0.0250747,-0.0226351,-0.0375193,-0.0,-0.0772086,-0.0640062,-0.0706298,-0.0618536,-0.0048254,-0.007712,-0.0681924,-0.1055296,-0.0013016,-0.0111952,-0.0543953,-0.0619211,-0.0191084,-0.0102496,0.0967884,-0.0486594,0.0662919,0.0454758,0.0123447,-0.0320034,0.091435,0.0264319,-0.0333811,0.0143952,-0.0400454,0.0132213,-0.0037457,0.0696111,-0.02753,0.0864927,-0.0527038,0.0240633,-0.0188016,-0.0905152,0.0394133,-0.0155332,0.0097287,-0.0910306,-0.0108954,0.0287278,-0.0275043,-0.0169559,0.0532861,-0.0077992,0.04673,0.0375413,0.044336,0.0238004,0.0150116,0.0159533,-0.0568819,-0.0386522,-0.0386938,-0.0801702,0.0089033,-0.0362151,0.0129339,-0.0825461,-0.1145018,-0.0046122,0.0600302,-0.0531254,-0.0161768,-0.0045458]"
